Sr.No.,Challan No.,Scroll Date,Scroll No.,Scroll Amt
41122,4162,09-Sep-20,90920,3365
41123,4161,09-Sep-20,90920,2480
41124,209577,09-Sep-20,90920,1480
41125,131767,09-Sep-20,90920,2635
41126,38881,09-Sep-20,90920,13940
41127,223341,09-Sep-20,90920,4500000
41128,223340,09-Sep-20,90920,5000000
41129,100931,09-Sep-20,90920,5760
41130,45611,09-Sep-20,90920,54760
41131,45610,09-Sep-20,90920,128615
41132,43067,09-Sep-20,90920,27545
41133,43066,09-Sep-20,90920,34780
41134,2500000,09-Sep-20,90920,2500000
41135,IKD0146199,03-Oct-20,31020,5501892
41136,43080,12-Oct-20,121020,25745
41137,12692,12-Oct-20,121020,316744
41138,IKD0175398,13-Oct-20,131020,1053910
41139,74926,13-Oct-20,131020,15140
41140,70766,13-Oct-20,131020,16845
41141,48106,13-Oct-20,131020,39690
41142,91970,13-Oct-20,131020,9893
41143,91969,13-Oct-20,131020,134306
41144,90631,13-Oct-20,131020,21905
41145,45822,15-Sep-20,150920,14765
41146,163243,15-Sep-20,150920,27700
41147,40957,15-Sep-20,150920,341170
41148,91828,15-Sep-20,150920,33075
41149,91812,15-Sep-20,150920,4214
41150,91811,15-Sep-20,150920,103270
41151,594153,15-Sep-20,150920,50007
41152,7508,15-Sep-20,150920,24820
41153,46962,15-Sep-20,150920,66150
41154,44850,15-Sep-20,150920,11645
41155,492033,15-Sep-20,150920,70325
41156,590822,15-Sep-20,150920,44575
41157,624519,15-Sep-20,150920,30240
41158,295247,15-Sep-20,150920,537830
41159,100935,15-Sep-20,150920,10780
41160,45615,15-Sep-20,150920,76675
41161,43071,15-Sep-20,150920,27515
41162,1,15-Sep-20,150920,2
41163,43490,15-Sep-20,150920,43490
41164,A514678,15-Sep-20,150920,1570
41165,74908,24-Sep-20,240920,23585
41166,A571253,24-Sep-20,240920,95820
41167,91839,24-Sep-20,240920,13230
41168,12761,24-Sep-20,240920,10036
41169,12760,24-Sep-20,240920,90830
41170,594164,24-Sep-20,240920,34087
41171,764439,24-Sep-20,240920,3766296
41172,94204,24-Sep-20,240920,36383
41173,387000,24-Sep-20,240920,91869
41174,45580,24-Sep-20,240920,11590
41175,74784,24-Sep-20,240920,352747
41176,38890,24-Sep-20,240920,12230
41177,55498,24-Sep-20,240920,1570
41178,12557,24-Sep-20,240920,3785
41179,72056,31-Oct-20,311020,10015
41180,384837,31-Oct-20,311020,4295
41181,66488,31-Oct-20,311020,12165
41182,438315,31-Oct-20,311020,6520
41183,589280,31-Oct-20,311020,42075
41184,473263,31-Oct-20,311020,59860
41185,492081,31-Oct-20,311020,156615
41186,100971,31-Oct-20,311020,6560
41187,43100,31-Oct-20,311020,30175
41188,993607,31-Oct-20,311020,263772
41189,A514688,31-Oct-20,311020,4515
41190,A569632,31-Oct-20,311020,25
41191,18172,31-Oct-20,311020,1650
41192,74915,30-Sep-20,300920,17785
41193,74913,30-Sep-20,300920,24395
41194,74914,30-Sep-20,300920,24065
41195,131967,30-Sep-20,300920,69860
41196,52572,30-Sep-20,300920,11585
41197,52579,30-Sep-20,300920,63590
41198,12502,30-Sep-20,300920,74559
41199,12769,30-Sep-20,300920,12883
41200,12771,30-Sep-20,300920,19111
41201,12773,30-Sep-20,300920,8098
41202,12772,30-Sep-20,300920,132535
41203,12770,30-Sep-20,300920,157374
41204,12768,30-Sep-20,300920,115325
41205,594713,30-Sep-20,300920,59183
41206,594159,30-Sep-20,300920,68412
41207,594171,30-Sep-20,300920,26351
41208,A91889,21-Aug-20,210820,92700
41209,A594127,21-Aug-20,210820,58008
41210,751906,21-Aug-20,210820,3760982
41211,946249,21-Aug-20,210820,4390
41212,46526,21-Aug-20,210820,26725
41213,38962,21-Aug-20,210820,5395
41214,38961,21-Aug-20,210820,12690
41215,492010,21-Aug-20,210820,37845
41216,39315,21-Aug-20,210820,6875
41217,13141,21-Aug-20,210820,67990
41218,954871,21-Aug-20,210820,11065
41219,A515811,21-Aug-20,210820,142065
41220,12605,21-Aug-20,210820,112214
41221,45810,28-Aug-20,280820,1670
41222,470898,28-Aug-20,280820,179211
41223,470509,28-Aug-20,280820,127155
41224,6855878,28-Aug-20,280820,26115
41225,534342,28-Aug-20,280820,11370
41226,91853,28-Aug-20,280820,46625
41227,91854,28-Aug-20,280820,14426
41228,937820,28-Aug-20,280820,19185
41229,594137,28-Aug-20,280820,40438
41230,7532,28-Aug-20,280820,6940
41231,7533,28-Aug-20,280820,12600
41232,639968,28-Aug-20,280820,82531
41233,492017,28-Aug-20,280820,36030
41234,39320,28-Aug-20,280820,7705
41235,43055,28-Aug-20,280820,28845
41236,12610,28-Aug-20,280820,110416
41237,63000,28-Aug-20,280820,63000
41238,74917,03-Oct-20,31020,23720
41239,7934,03-Oct-20,31020,3325000
41240,131447,03-Oct-20,31020,125179
41241,587065,03-Oct-20,31020,12975
41242,12510,03-Oct-20,31020,24885
41243,91952,03-Oct-20,31020,19726
41244,91951,03-Oct-20,31020,71430
41245,89005,03-Oct-20,31020,46093
41246,89004,03-Oct-20,31020,15347
41247,94216,03-Oct-20,31020,17650
41248,94217,03-Oct-20,31020,68900
41249,33653,03-Oct-20,31020,1985
41250,45587,03-Oct-20,31020,10115
41251,45588,03-Oct-20,31020,34235
41252,94231,13-Oct-20,131020,14120
41253,6171,13-Oct-20,131020,86455
41254,27444,13-Oct-20,131020,5530
41255,37640,13-Oct-20,131020,15520
41256,314928,13-Oct-20,131020,72765
41257,492061,13-Oct-20,131020,122375
41258,100957,13-Oct-20,131020,5185
41259,979523,13-Oct-20,131020,42100
41260,43081,13-Oct-20,131020,50925
41261,12693,13-Oct-20,131020,152727
41262,IKD0185525,16-Oct-20,161020,676331
41263,IKD0098678,16-Sep-20,160920,316193
41264,45825,16-Sep-20,160920,8770
41265,45824,16-Sep-20,160920,19610
41266,45823,16-Sep-20,160920,11635
41267,270597,16-Sep-20,160920,31450
41268,492044,24-Sep-20,240920,461435
41269,100943,24-Sep-20,240920,13175
41270,979504,24-Sep-20,240920,19555
41271,537410,24-Sep-20,240920,6950
41272,12680,24-Sep-20,240920,75837
41273,74937,22-Oct-20,221020,13715
41274,A640578,22-Oct-20,221020,55612
41275,131103,22-Oct-20,221020,117435
41276,IKD006284,31-Oct-20,311020,804001
41277,94210,30-Sep-20,300920,10040
41278,94212,30-Sep-20,300920,37800
41279,94211,30-Sep-20,300920,28150
41280,A059018,30-Sep-20,300920,53155
41281,B059018,30-Sep-20,300920,88165
41282,45584,30-Sep-20,300920,5205
41283,45585,30-Sep-20,300920,10380
41284,A553894,30-Sep-20,300920,120
41285,B553894,30-Sep-20,300920,6445
41286,20598,30-Sep-20,300920,13700
41287,38891,30-Sep-20,300920,76010
41288,91893,24-Aug-20,240820,6511
41289,91892,24-Aug-20,240820,1876526
41290,594131,24-Aug-20,240820,38361
41291,A594131,24-Aug-20,240820,2671600
41292,937814,24-Aug-20,240820,27405
41293,751907,24-Aug-20,240820,26640
41294,750908,24-Aug-20,240820,3121137
41295,946250,24-Aug-20,240820,8435
41296,46527,24-Aug-20,240820,5265
41297,492011,24-Aug-20,240820,200890
41298,69316,24-Aug-20,240820,17085
41299,13142,24-Aug-20,240820,68205
41300,954872,24-Aug-20,240820,33545
41301,12606,24-Aug-20,240820,5922610
41302,IKD0028462,24-Aug-20,240820,2038511
41303,91856,29-Aug-20,290820,33695
41304,91857,29-Aug-20,290820,6912
41305,A109544,29-Aug-20,290820,2000000
41306,A594133,29-Aug-20,290820,23055
41307,7534,29-Aug-20,290820,22710
41308,44837,29-Aug-20,290820,11820
41309,31800,29-Aug-20,290820,2185
41310,38892,03-Oct-20,31020,41235
41311,54306,03-Oct-20,31020,3130
41312,492052,03-Oct-20,31020,352845
41313,100949,03-Oct-20,31020,3730
41314,979513,03-Oct-20,31020,33905
41315,537418,03-Oct-20,31020,23700
41316,12686,03-Oct-20,31020,133293
41317,IKD0148034,03-Oct-20,31020,657334
41318,A674895,03-Oct-20,31020,5841
41319,74931,16-Oct-20,161020,30990
41320,A640562,16-Oct-20,161020,252030
41321,131239,16-Oct-20,161020,78025
41322,58235,16-Oct-20,161020,13729
41323,58234,16-Oct-20,161020,177445
41324,94238,16-Oct-20,161020,10080
41325,94239,16-Oct-20,161020,19000
41326,94237,16-Oct-20,161020,18175
41327,46972,16-Oct-20,161020,13230
41328,99830,16-Oct-20,161020,7465
41329,738415,16-Oct-20,161020,3332
41330,91830,16-Sep-20,160920,19850
41331,91814,16-Sep-20,160920,8203
41332,91816,16-Sep-20,160920,8421
41333,91818,16-Sep-20,160920,23144
41334,91813,16-Sep-20,160920,119725
41335,91815,16-Sep-20,160920,104520
41336,91817,16-Sep-20,160920,124965
41337,594158,16-Sep-20,160920,34168
41338,594155,16-Sep-20,160920,39670
41339,594154,16-Sep-20,160920,27415
41340,71054,16-Sep-20,160920,91235
41341,A71054,16-Sep-20,160920,2785
41342,764430,16-Sep-20,160920,3756747
41343,764429,16-Sep-20,160920,4475752
41344,7512,16-Sep-20,160920,30595
41345,7509,16-Sep-20,160920,8300
41346,7510,16-Sep-20,160920,194040
41347,A059004,16-Sep-20,160920,68790
41348,58247,22-Oct-20,221020,14484
41349,58246,22-Oct-20,221020,185300
41350,90636,22-Oct-20,221020,14805
41351,94245,22-Oct-20,221020,20990
41352,94244,22-Oct-20,221020,7385
41353,175613,22-Oct-20,221020,175613
41354,A358110,22-Oct-20,221020,5
41355,33678,22-Oct-20,221020,18605
41356,738416,22-Oct-20,221020,4680
41357,384830,22-Oct-20,221020,7780
41358,131868,22-Oct-20,221020,26980
41359,54487,22-Oct-20,221020,4000
41360,589272,22-Oct-20,221020,42070
41361,473255,22-Oct-20,221020,55815
41362,492073,22-Oct-20,221020,450973
41363,100965,22-Oct-20,221020,8655
41364,14834,22-Oct-20,221020,18825
41365,43092,22-Oct-20,221020,42295
41366,A512352,22-Oct-20,221020,5000
41367,B512352,22-Oct-20,221020,1300000
41368,993601,22-Oct-20,221020,289930
41369,131283,02-Nov-20,21120,17135
41370,38777,02-Nov-20,21120,49140
41371,439368,02-Nov-20,21120,14250
41372,6785,02-Nov-20,21120,6785
41373,56804,02-Nov-20,21120,54990
41374,56805,02-Nov-20,21120,21852
41375,473264,02-Nov-20,21120,49880
41376,589281,02-Nov-20,21120,42530
41377,492082,02-Nov-20,21120,112945
41378,100972,02-Nov-20,21120,11313
41379,993608,02-Nov-20,21120,197061
41380,18176,02-Nov-20,21120,960
41381,384839,02-Nov-20,21120,12820
41382,14845,02-Nov-20,21120,43335
41383,IKD0235317,02-Nov-20,21120,604704
41384,54355,30-Sep-20,300920,95
41385,55038,30-Sep-20,300920,770
41386,54925,30-Sep-20,300920,3305
41387,32329,30-Sep-20,300920,86627
41388,492049,30-Sep-20,300920,47060
41389,25480,30-Sep-20,300920,25480
41390,492050,30-Sep-20,300920,59030
41391,492048,30-Sep-20,300920,251795
41392,100947,30-Sep-20,300920,55305
41393,979511,30-Sep-20,300920,25025
41394,979510,30-Sep-20,300920,55515
41395,979509,30-Sep-20,300920,44175
41396,979508,30-Sep-20,300920,45355
41397,12684,30-Sep-20,300920,347145
41398,IKOD0033010,24-Aug-20,240820,7975183
41399,74929,14-Oct-20,141020,16940
41400,74928,14-Oct-20,141020,16765
41401,74927,14-Oct-20,141020,20620
41402,131975,14-Oct-20,141020,555
41403,131065,14-Oct-20,141020,53795
41404,131126,14-Oct-20,141020,87545
41405,131430,14-Oct-20,141020,107148
41406,492018,29-Aug-20,290820,40020
41407,39321,29-Aug-20,290820,8635
41408,43056,29-Aug-20,290820,28940
41409,A515817,29-Aug-20,290820,52448
41410,12611,29-Aug-20,290820,111051
41411,45811,31-Aug-20,310820,4145
41412,470815,31-Aug-20,310820,80893
41413,470575,31-Aug-20,310820,85295
41414,A470575,31-Aug-20,310820,5198
41415,263129,31-Aug-20,310820,11470
41416,12559,31-Aug-20,310820,22365
41417,91858,31-Aug-20,310820,42340
41418,91859,31-Aug-20,310820,6611
41419,937821,31-Aug-20,310820,15880
41420,A594137,31-Aug-20,310820,38121
41421,7535,31-Aug-20,310820,24285
41422,IKD0150873,05-Oct-20,51020,428409
41423,IKD0150871,05-Oct-20,51020,1204881
41424,74918,05-Oct-20,51020,18295
41425,12516,05-Oct-20,51020,5040
41426,12517,05-Oct-20,51020,7560
41427,91954,05-Oct-20,51020,19647
41428,91953,05-Oct-20,51020,118980
41429,67133,05-Oct-20,51020,4284
41430,94219,05-Oct-20,51020,26460
41431,94218,05-Oct-20,51020,20190
41432,33659,05-Oct-20,51020,7465
41433,473249,16-Oct-20,161020,31711
41434,589266,16-Oct-20,161020,17655
41435,492067,16-Oct-20,161020,850660
41436,492066,16-Oct-20,161020,153505
41437,100960,16-Oct-20,161020,9434
41438,979525,16-Oct-20,161020,44055
41439,979524,16-Oct-20,161020,38480
41440,14826,16-Oct-20,161020,51865
41441,14827,16-Oct-20,161020,36930
41442,14828,16-Oct-20,161020,45540
41443,43086,16-Oct-20,161020,25615
41444,12698,16-Oct-20,161020,245390
41445,131614,19-Oct-20,191020,57265
41446,A561032,19-Oct-20,191020,19810
41447,48111,19-Oct-20,191020,40950
41448,48110,19-Oct-20,191020,6616
41449,58239,19-Oct-20,191020,18663
41450,58238,19-Oct-20,191020,173640
41451,94242,19-Oct-20,191020,12720
41452,99832,19-Oct-20,191020,11855
41453,4167,16-Sep-20,160920,3145
41454,4168,16-Sep-20,160920,3725
41455,4169,16-Sep-20,160920,9065
41456,4170,16-Sep-20,160920,1955
41457,74776,16-Sep-20,160920,224084
41458,74843,16-Sep-20,160920,292573
41459,74850,16-Sep-20,160920,256078
41460,3519,16-Sep-20,160920,2155
41461,3517,16-Sep-20,160920,4955
41462,3518,16-Sep-20,160920,2895
41463,38885,16-Sep-20,160920,22720
41464,492035,16-Sep-20,160920,44600
41465,492034,16-Sep-20,160920,299400
41466,492036,16-Sep-20,160920,260527
41467,100936,16-Sep-20,160920,49910
41468,45617,16-Sep-20,160920,34950
41469,45618,16-Sep-20,160920,38860
41470,45616,16-Sep-20,160920,66030
41471,43072,16-Sep-20,160920,40030
41472,43073,16-Sep-20,160920,35430
41473,43074,16-Sep-20,160920,29225
41474,18158,22-Oct-20,221020,3635
41475,A940404,23-Oct-20,231020,10
41476,74938,23-Oct-20,231020,38120
41477,131893,23-Oct-20,231020,105660
41478,217211,23-Oct-20,231020,28770
41479,48115,23-Oct-20,231020,19845
41480,58249,23-Oct-20,231020,13791
41481,58248,23-Oct-20,231020,272565
41482,90637,23-Oct-20,231020,22050
41483,43676,23-Oct-20,231020,70933
41484,94250,23-Oct-20,231020,2400
41485,94247,23-Oct-20,231020,28225
41486,94249,23-Oct-20,231020,17360
41487,94248,23-Oct-20,231020,170500
41488,99837,23-Oct-20,231020,7840
41489,99838,23-Oct-20,231020,12285
41490,IKD0248385,02-Nov-20,21120,793545
41491,IKD0248583,02-Nov-20,21120,996256
41492,IKD139959,30-Sep-20,300920,395671
41493,IKD0141652,30-Sep-20,300920,782846
41494,IKD0143053,01-Oct-20,11020,278374
41495,74916,01-Oct-20,11020,25920
41496,239080,14-Oct-20,141020,64630
41497,58227,14-Oct-20,141020,15457
41498,58229,14-Oct-20,141020,27841
41499,58231,14-Oct-20,141020,16236
41500,58230,14-Oct-20,141020,132235
41501,58228,14-Oct-20,141020,132905
41502,58226,14-Oct-20,141020,133038
41503,90632,14-Oct-20,141020,5670
41504,90635,14-Oct-20,141020,36685
41505,492019,31-Aug-20,310820,21930
41506,39322,31-Aug-20,310820,4950
41507,43057,31-Aug-20,310820,32030
41508,12612,31-Aug-20,310820,116537
41509,A914672,31-Aug-20,310820,63000
41510,IKD0048888,31-Aug-20,310820,400842
41511,IKD0052644,31-Aug-20,310820,617719
41512,IKD0051928,31-Aug-20,310820,640848
41513,IKD0052987,31-Aug-20,310820,766550
41514,IKD0051513,31-Aug-20,310820,676331
41515,IKD0054262,31-Aug-20,310820,253916
41516,IKD0054094,31-Aug-20,310820,278374
41517,IKD0055138,01-Sep-20,10920,612863
41518,314929,05-Oct-20,51020,73941
41519,32330,05-Oct-20,51020,4095
41520,30202,05-Oct-20,51020,9135
41521,492053,05-Oct-20,51020,197975
41522,100950,05-Oct-20,51020,25410
41523,979514,05-Oct-20,51020,42395
41524,42950,05-Oct-20,51020,42950
41525,12687,05-Oct-20,51020,153416
41526,IKD0154949,05-Oct-20,51020,806029
41527,IKD0154495,05-Oct-20,51020,1975552
41528,IKD0153903,05-Oct-20,51020,912610
41529,IKD0153353,05-Oct-20,51020,673371
41530,IKD0154171,05-Oct-20,51020,836127
41531,31371450,06-Oct-20,61020,45290
41532,2552,06-Oct-20,61020,138705
41533,589268,19-Oct-20,191020,14300
41534,492069,19-Oct-20,191020,78890
41535,473251,19-Oct-20,191020,18740
41536,100962,19-Oct-20,191020,15225
41537,14830,19-Oct-20,191020,72060
41538,43088,19-Oct-20,191020,43250
41539,A312549,19-Oct-20,191020,20000
41540,B312549,19-Oct-20,191020,5000
41541,A12698,19-Oct-20,191020,181834
41542,IKD192817,19-Oct-20,191020,786413
41543,IKD0192358,19-Oct-20,191020,1037767
41544,28368,16-Sep-20,160920,28368
41545,27276,16-Sep-20,160920,5875
41546,27277,16-Sep-20,160920,8660
41547,74901,17-Sep-20,170920,13120
41548,384831,23-Oct-20,231020,9040
41549,66481,23-Oct-20,231020,7505
41550,38900,23-Oct-20,231020,45550
41551,473256,23-Oct-20,231020,34890
41552,589273,23-Oct-20,231020,36410
41553,492074,23-Oct-20,231020,168465
41554,100966,23-Oct-20,231020,11450
41555,14835,23-Oct-20,231020,48145
41556,43093,23-Oct-20,231020,54435
41557,993602,23-Oct-20,231020,289400
41558,74947,03-Nov-20,31120,53336
41559,74948,03-Nov-20,31120,41460
41560,74949,03-Nov-20,31120,60360
41561,960756,03-Nov-20,31120,72515
41562,470513,03-Nov-20,31120,100940
41563,434684,03-Nov-20,31120,44495
41564,A732656,03-Nov-20,31120,223995
41565,43684,03-Nov-20,31120,59412
41566,43686,03-Nov-20,31120,28679
41567,43685,03-Nov-20,31120,52181
41568,764481,03-Nov-20,31120,44100
41569,764479,03-Nov-20,31120,4147498
41570,131752,01-Oct-20,11020,128800
41571,6859188,01-Oct-20,11020,22092
41572,12507,01-Oct-20,11020,10396
41573,12775,01-Oct-20,11020,10938
41574,12774,01-Oct-20,11020,90905
41575,594172,01-Oct-20,11020,30359
41576,89001,01-Oct-20,11020,74983
41577,94213,01-Oct-20,11020,20145
41578,94215,01-Oct-20,11020,16538
41579,7256495,01-Oct-20,11020,10880
41580,33657,01-Oct-20,11020,4615
41581,45586,01-Oct-20,11020,6385
41582,54357,01-Oct-20,11020,3305
41583,492051,01-Oct-20,11020,322427
41584,100948,01-Oct-20,11020,7970
41585,979512,01-Oct-20,11020,40170
41586,537417,01-Oct-20,11020,35305
41587,537415,01-Oct-20,11020,19315
41588,537416,01-Oct-20,11020,36440
41589,537414,01-Oct-20,11020,34750
41590,45597,14-Oct-20,141020,10860
41591,99826,14-Oct-20,141020,13550
41592,99827,14-Oct-20,141020,8430
41593,9240,14-Oct-20,141020,9240
41594,10940,14-Oct-20,141020,10940
41595,4395,14-Oct-20,141020,4395
41596,314930,14-Oct-20,141020,1
41597,A638893,14-Oct-20,141020,4291592
41598,32205,14-Oct-20,141020,7537
41599,492062,14-Oct-20,141020,451162
41600,492063,14-Oct-20,141020,109375
41601,492064,14-Oct-20,141020,308312
41602,100958,14-Oct-20,141020,37255
41603,43082,14-Oct-20,141020,33690
41604,43084,14-Oct-20,141020,41595
41605,43083,14-Oct-20,141020,67060
41606,45812,01-Sep-20,10920,6130
41607,702568,01-Sep-20,10920,13863
41608,91861,01-Sep-20,10920,22284
41609,91860,01-Sep-20,10920,69465
41610,594140,01-Sep-20,10920,43505
41611,937824,01-Sep-20,10920,32660
41612,46953,01-Sep-20,10920,19845
41613,38975,01-Sep-20,10920,34665
41614,492020,01-Sep-20,10920,211360
41615,39323,01-Sep-20,10920,14965
41616,43058,01-Sep-20,10920,39050
41617,12613,01-Sep-20,10920,104757
41618,A569625,01-Sep-20,10920,16869
41619,B569625,01-Sep-20,10920,70847
41620,74920,06-Oct-20,61020,53685
41621,74913,06-Oct-20,61020,12970
41622,131773,06-Oct-20,61020,125160
41623,91956,06-Oct-20,61020,20387
41624,91958,06-Oct-20,61020,24167
41625,91955,06-Oct-20,61020,150175
41626,91957,06-Oct-20,61020,90275
41627,594173,06-Oct-20,61020,51756
41628,94223,06-Oct-20,61020,6610
41629,94220,06-Oct-20,61020,18075
41630,94224,06-Oct-20,61020,37800
41631,94221,06-Oct-20,61020,69300
41632,74934,20-Oct-20,201020,26470
41633,131393,20-Oct-20,201020,99100
41634,58241,20-Oct-20,201020,9019
41635,58240,20-Oct-20,201020,144555
41636,91820,17-Sep-20,170920,10154
41637,91819,17-Sep-20,170920,126270
41638,594157,17-Sep-20,170920,54384
41639,7514,17-Sep-20,170920,9485
41640,290475,17-Sep-20,170920,37965
41641,4171,17-Sep-20,170920,1965
41642,3520,17-Sep-20,170920,2590
41643,38886,17-Sep-20,170920,20475
41644,33275,17-Sep-20,170920,14920
41645,492037,17-Sep-20,170920,288855
41646,100937,17-Sep-20,170920,23885
41647,45620,17-Sep-20,170920,27735
41648,45621,17-Sep-20,170920,55575
41649,537403,17-Sep-20,170920,31635
41650,74939,26-Oct-20,261020,41205
41651,48002,26-Oct-20,261020,29793
41652,48001,26-Oct-20,261020,223415
41653,90638,26-Oct-20,261020,30055
41654,43677,26-Oct-20,261020,38724
41655,87290,03-Nov-20,31120,9450
41656,87291,03-Nov-20,31120,7580
41657,87289,03-Nov-20,31120,11645
41658,4693,03-Nov-20,31120,86790
41659,4705,03-Nov-20,31120,86941
41660,99846,03-Nov-20,31120,15135
41661,99847,03-Nov-20,31120,5005
41662,738418,03-Nov-20,31120,14260
41663,384840,03-Nov-20,31120,5280
41664,841779,03-Nov-20,31120,6970
41665,438218,03-Nov-20,31120,8245
41666,A638659,03-Nov-20,31120,31500
41667,12685,01-Oct-20,11020,207455
41668,92000,05-Nov-20,51120,34992
41669,91999,05-Nov-20,51120,204000
41670,87294,05-Nov-20,51120,21900
41671,79505,05-Nov-20,51120,79505
41672,15120,05-Nov-20,51120,15120
41673,8370,05-Nov-20,51120,8370
41674,99858,05-Nov-20,51120,7175
41675,384842,05-Nov-20,51120,4995
41676,12694,14-Oct-20,141020,619604
41677,60403,14-Oct-20,141020,3644
41678,IKC0060724,02-Sep-20,20920,1310829
41679,45813,02-Sep-20,20920,8075
41680,640464,02-Sep-20,20920,441148
41681,470399,02-Sep-20,20920,27900
41682,276913,02-Sep-20,20920,11655
41683,91862,02-Sep-20,20920,46503
41684,91863,02-Sep-20,20920,10455
41685,91865,02-Sep-20,20920,14648
41686,91864,02-Sep-20,20920,54030
41687,7539,02-Sep-20,20920,47826
41688,7538,02-Sep-20,20920,17255
41689,45583,06-Oct-20,61020,3270
41690,45590,06-Oct-20,61020,3975
41691,A507722,06-Oct-20,61020,9250
41692,A311674,06-Oct-20,61020,5885
41693,639976,06-Oct-20,61020,8190
41694,492055,06-Oct-20,61020,230710
41695,492054,06-Oct-20,61020,79640
41696,100952,06-Oct-20,61020,25625
41697,537420,06-Oct-20,61020,31615
41698,537421,06-Oct-20,61020,40075
41699,A515842,06-Oct-20,61020,19373
41700,99833,20-Oct-20,201020,15100
41701,384828,20-Oct-20,201020,16030
41702,681099,20-Oct-20,201020,11195
41703,384827,20-Oct-20,201020,13910
41704,681100,20-Oct-20,201020,7970
41705,681098,20-Oct-20,201020,7280
41706,681097,20-Oct-20,201020,7160
41707,66477,20-Oct-20,201020,10385
41708,38898,20-Oct-20,201020,37820
41709,589269,20-Oct-20,201020,22105
41710,473252,20-Oct-20,201020,54020
41711,492070,20-Oct-20,201020,187745
41712,100983,20-Oct-20,201020,13765
41713,14831,20-Oct-20,201020,111025
41714,43089,20-Oct-20,201020,23500
41715,12699,20-Oct-20,201020,280105
41716,A569630,20-Oct-20,201020,25
41717,A569629,20-Oct-20,201020,102
41718,B569630,20-Oct-20,201020,2
41719,18170,20-Oct-20,201020,1475
41720,A18170,20-Oct-20,201020,765
41721,B18170,20-Oct-20,201020,3540
41722,C18170,20-Oct-20,201020,110
41723,D18170,20-Oct-20,201020,960
41724,E18170,20-Oct-20,201020,145
41725,27278,17-Sep-20,170920,17345
41726,27279,17-Sep-20,170920,8575
41727,IKD0104869,18-Sep-20,190920,793545
41728,IKD0105397,18-Sep-20,190920,670411
41729,87277,26-Oct-20,261020,4280
41730,99839,26-Oct-20,261020,7165
41731,384832,26-Oct-20,261020,13890
41732,55262,26-Oct-20,261020,4545
41733,54933,26-Oct-20,261020,3035
41734,492075,26-Oct-20,261020,134375
41735,589274,26-Oct-20,261020,53070
41736,473257,26-Oct-20,261020,59870
41737,100967,26-Oct-20,261020,17901
41738,43094,26-Oct-20,261020,32865
41739,993603,26-Oct-20,261020,197911
41740,18196,26-Oct-20,261020,715
41741,473265,03-Nov-20,31120,46885
41742,473266,03-Nov-20,31120,37790
41743,589282,03-Nov-20,31120,31035
41744,589283,03-Nov-20,31120,27165
41745,492084,03-Nov-20,31120,332917
41746,492083,03-Nov-20,31120,97000
41747,100973,03-Nov-20,31120,14974
41748,14846,03-Nov-20,31120,32835
41749,A973179,03-Nov-20,31120,28935
41750,A512358,03-Nov-20,31120,5000
41751,A516013,03-Nov-20,31120,100000
41752,B516013,03-Nov-20,31120,50000
41753,C516013,03-Nov-20,31120,50000
41754,D516013,03-Nov-20,31120,25000
41755,B512358,03-Nov-20,31120,1300000
41756,E516013,03-Nov-20,31120,5000
41757,F516013,03-Nov-20,31120,500000
41758,12632,03-Nov-20,31120,970
41759,993609,03-Nov-20,31120,479263
41760,18178,03-Nov-20,31120,1450
41761,67492,03-Nov-20,31120,5200
41762,439188,05-Nov-20,51120,4245
41763,473269,05-Nov-20,51120,131645
41764,492087,05-Nov-20,51120,239055
41765,70030,05-Nov-20,51120,70030
41766,87905,05-Nov-20,51120,87905
41767,3949,05-Nov-20,51120,3949
41768,14849,05-Nov-20,51120,23355
41769,993611,05-Nov-20,51120,296409
41770,IKD02854994,06-Nov-20,61120,488456
41771,74953,06-Nov-20,61120,35905
41772,470755,06-Nov-20,61120,6615
41773,470783,06-Nov-20,61120,109750
41774,IKD0182105,15-Oct-20,151020,255080
41775,74930,15-Oct-20,151020,24735
41776,A640558,15-Oct-20,151020,46005
41777,131070,15-Oct-20,151020,129825
41778,493471,15-Oct-20,151020,41690
41779,58233,15-Oct-20,151020,16417
41780,58232,15-Oct-20,151020,114945
41781,89015,15-Oct-20,151020,9010
41782,94233,15-Oct-20,151020,19845
41783,94232,15-Oct-20,151020,12150
41784,94234,15-Oct-20,151020,10295
41785,94235,15-Oct-20,151020,132930
41786,99828,15-Oct-20,151020,4850
41787,492022,02-Sep-20,20920,10045
41788,492021,02-Sep-20,20920,196311
41789,39324,02-Sep-20,20920,19760
41790,45604,02-Sep-20,20920,47360
41791,45602,02-Sep-20,20920,70040
41792,45601,02-Sep-20,20920,49085
41793,13148,02-Sep-20,20920,96920
41794,45603,02-Sep-20,20920,55735
41795,13149,02-Sep-20,20920,67885
41796,13150,02-Sep-20,20920,74710
41797,12683,06-Oct-20,61020,407095
41798,IKD0155742,06-Oct-20,61020,671890
41799,IKD0157057,06-Oct-20,61020,1056216
41800,IKD0159312,07-Oct-20,71020,2065248
41801,IKD0197423,21-Oct-20,211020,135238
41802,74935,21-Oct-20,211020,31430
41803,74936,21-Oct-20,211020,15860
41804,131321,21-Oct-20,211020,61470
41805,131695,21-Oct-20,211020,112135
41806,649882,21-Oct-20,211020,9190
41807,IKD0105979,18-Sep-20,190920,1246102
