Sr.No.,Bank,Challan No.,Challan Date,Challan Amt,ACC Unit,TC Number
987.0,SBI BAYANA,882118,12-DEC-19,5175.0,NCR AGC 04,321102001100608.0
988.0,SBI BAYANA,882119,13-DEC-19,3920.0,NCR AGC 04,321102001100608.0
989.0,SBI BAYANA,882120,16-DEC-19,3705.0,NCR AGC 04,321102001100608.0
990.0,SBI BAYANA,882121,16-DEC-19,4110.0,NCR AGC 04,321102001100608.0
991.0,SBI BAYANA,882122,16-DEC-19,3340.0,NCR AGC 04,321102001100608.0
992.0,SBI BAYANA,882123,17-DEC-19,4835.0,NCR AGC 04,321102001100608.0
993.0,SBI BAYANA,882124,18-DEC-19,5665.0,NCR AGC 04,321102001100608.0
994.0,SBI BAYANA,882125,19-DEC-19,3000.0,NCR AGC 04,321102001100608.0
995.0,SBI BAYANA,882126,20-DEC-19,2455.0,NCR AGC 04,321102001100608.0
996.0,SBI BAYANA,882127,21-DEC-19,15515.0,NCR AGC 04,321102001100652.0
997.0,SBI BAYANA,882128,23-DEC-19,3620.0,NCR AGC 04,321102001100652.0
998.0,SBI BAYANA,882129,23-DEC-19,4025.0,NCR AGC 04,321102001100652.0
999.0,SBI BAYANA,882130,24-DEC-19,3530.0,NCR AGC 04,321102001100652.0
1000.0,SBI BAYANA,882131,26-DEC-19,5565.0,NCR AGC 04,321102001100652.0
1001.0,SBI BAYANA,882132,26-JAN-20,4780.0,NCR AGC 04,321102001100652.0
1002.0,SBI BAYANA,882133,27-DEC-19,2540.0,NCR AGC 04,321102001100652.0
1003.0,SBI BAYANA,882134,30-DEC-19,2575.0,NCR AGC 04,321102001100652.0
1004.0,SBI BAYANA,882135,30-DEC-19,4750.0,NCR AGC 04,321102001100652.0
1005.0,SBI BAYANA,882136,30-DEC-19,4270.0,NCR AGC 04,321102001100652.0
1006.0,SBI BAYANA,882137,31-DEC-19,2460.0,NCR AGC 04,321102001100652.0
1007.0,SBI BAYANA,882138,01-JAN-20,6924.0,NCR AGC 04,321102001100652.0
1008.0,SBI BAYANA,882139,02-JAN-20,2625.0,NCR AGC 04,321102001100652.0
1009.0,SBI BAYANA,882140,03-JAN-20,4185.0,NCR AGC 04,321102001100652.0
1010.0,SBI BAYANA,882141,04-JAN-20,7251.0,NCR AGC 04,321102001100652.0
1011.0,SBI BAYANA,882142,06-JAN-20,4790.0,NCR AGC 04,321102001100652.0
1012.0,SBI BAYANA,882143,06-JAN-20,6620.0,NCR AGC 04,321102001100652.0
1013.0,SBI BAYANA,882144,07-JAN-20,5125.0,NCR AGC 04,321102001100652.0
1014.0,SBI BAYANA,882145,08-JAN-20,6210.0,NCR AGC 04,321102001100652.0
1015.0,SBI BAYANA,882146,09-JAN-20,5095.0,NCR AGC 04,321102001100652.0
1016.0,SBI BAYANA,882147,10-JAN-20,2670.0,NCR AGC 04,321102001100652.0
1017.0,SBI BAYANA,882148,13-JAN-20,5940.0,NCR AGC 04,321102001100652.0
1018.0,SBI BAYANA,882149,13-JAN-20,4315.0,NCR AGC 04,321102001100652.0
1019.0,SBI BAYANA,882150,13-JAN-20,6720.0,NCR AGC 04,321102001100652.0
1020.0,SBI KHERA GARH,884195,16-DEC-19,725.0,NCR AGC 04,321102001100608.0
1021.0,SBI KHERA GARH,884196,16-DEC-19,1110.0,NCR AGC 04,321102001100608.0
1022.0,SBI BAYANA,885251,14-JAN-20,4010.0,NCR AGC 04,321102001100652.0
1023.0,SBI BAYANA,885252,15-JAN-20,6615.0,NCR AGC 04,321102001100652.0
1024.0,S B I JANAMSTHAN,886045,19-DEC-19,103951.0,NCR AGC 04,321102001100608.0
1025.0,S B I JANAMSTHAN,886054,30-DEC-19,67781.0,NCR AGC 04,321102001100608.0
1026.0,S B I JANAMSTHAN,886055,30-DEC-19,102210.0,NCR AGC 04,321102001100608.0
1027.0,S B I JANAMSTHAN,886056,30-DEC-19,96631.0,NCR AGC 04,321102001100608.0
1028.0,S B I JANAMSTHAN,886066,09-JAN-20,119905.0,NCR AGC 04,321102001100652.0
1029.0,S B I JANAMSTHAN,886069,13-JAN-20,124912.0,NCR AGC 04,321102001100652.0
1030.0,S B I JANAMSTHAN,886070,13-JAN-20,118471.0,NCR AGC 04,321102001100652.0
1031.0,SBI KUMHERGATE,886324,21-DEC-19,1495.0,NCR AGC 04,321102001100608.0
1032.0,SBI KUMHERGATE,886325,23-DEC-19,1275.0,NCR AGC 04,321102001100608.0
1033.0,SBI KUMHERGATE,886326,23-DEC-19,1040.0,NCR AGC 04,321102001100608.0
1034.0,SBI KUMHERGATE,886327,24-DEC-19,2110.0,NCR AGC 04,321102001100608.0
1035.0,SBI KUMHERGATE,886328,26-DEC-19,1295.0,NCR AGC 04,321102001100608.0
1036.0,SBI KUMHERGATE,886329,26-DEC-19,1525.0,NCR AGC 04,321102001100608.0
1037.0,SBI KUMHERGATE,886330,27-DEC-19,965.0,NCR AGC 04,321102001100608.0
1038.0,SBI KUMHERGATE,886331,30-DEC-19,1755.0,NCR AGC 04,321102001100608.0
1039.0,SBI KUMHERGATE,886332,30-DEC-19,655.0,NCR AGC 04,321102001100608.0
1040.0,SBI KUMHERGATE,886333,30-DEC-19,1215.0,NCR AGC 04,321102001100608.0
1041.0,SBI KUMHERGATE,886334,31-DEC-19,1480.0,NCR AGC 04,321102001100652.0
1042.0,SBI KUMHERGATE,886335,01-JAN-20,1506.0,NCR AGC 04,321102001100652.0
1043.0,SBI KUMHERGATE,886336,02-JAN-20,875.0,NCR AGC 04,321102001100652.0
1044.0,SBI KUMHERGATE,886337,03-JAN-20,1596.0,NCR AGC 04,321102001100652.0
1045.0,SBI KUMHERGATE,886338,04-JAN-20,3085.0,NCR AGC 04,321102001100652.0
1046.0,SBI KUMHERGATE,886339,06-JAN-20,1060.0,NCR AGC 04,321102001100652.0
1047.0,SBI KUMHERGATE,886340,06-JAN-20,1680.0,NCR AGC 04,321102001100652.0
1048.0,SBI KUMHERGATE,886341,13-JAN-20,289.0,NCR AGC 04,321102001100652.0
1049.0,SBI KUMHERGATE,886342,13-JAN-20,885.0,NCR AGC 04,321102001100652.0
1050.0,SBI KUMHERGATE,886343,13-JAN-20,1625.0,NCR AGC 04,321102001100652.0
1051.0,SBI KUMHERGATE,886345,15-JAN-20,1866.0,NCR AGC 04,321102001100652.0
1052.0,SBI KUMHERGATE,886346,16-JAN-20,2375.0,NCR AGC 04,321102001100652.0
1053.0,SBI KUMHERGATE,886347,17-JAN-20,945.0,NCR AGC 04,321102001100652.0
1054.0,SBI KUMHERGATE,886348,18-JAN-20,1756.0,NCR AGC 04,321102001100652.0
1055.0,SBI KUBERPUR,886466,13-DEC-19,565.0,NCR AGC 04,321102001100608.0
1056.0,S B I  AGRA,886769,12-DEC-19,171307.0,NCR AGC 04,321102001100608.0
1057.0,S B I  AGRA,886794,06-JAN-20,126460.0,NCR AGC 04,321102001100609.0
1058.0,S B I  MATHURA,886801,20-DEC-19,1557146.0,NCR AGC 04,321102001100652.0
1059.0,S B I  DHOLPUR,88885,30-DEC-19,760.0,NCR AGC 04,321102001100609.0
1060.0,S B I NADBAI,891419,21-DEC-19,1175.0,NCR AGC 04,321102001100608.0
1061.0,S B I NADBAI,891425,27-DEC-19,1102.0,NCR AGC 04,321102001100608.0
1062.0,S B I NADBAI,891429,31-DEC-19,1225.0,NCR AGC 04,321102001100608.0
1063.0,S B I HODAL,891472,17-DEC-19,10181.0,NCR AGC 04,321102001100608.0
1064.0,S B I HODAL,891473,17-DEC-19,9030.0,NCR AGC 04,321102001100608.0
1065.0,S B I HODAL,891474,17-DEC-19,6862.0,NCR AGC 04,321102001100608.0
1066.0,S B I HODAL,891475,17-DEC-19,3803.0,NCR AGC 04,321102001100608.0
1067.0,SBI KUBERPUR,891710,10-DEC-19,715.0,NCR AGC 04,321102001100608.0
1068.0,SBI KUMHERGATE,891722,11-DEC-19,42995.0,NCR AGC 04,321102001100608.0
1069.0,SBI KUMHERGATE,891723,12-DEC-19,53785.0,NCR AGC 04,321102001100608.0
1070.0,SBI KUMHERGATE,891725,16-DEC-19,56470.0,NCR AGC 04,321102001100608.0
1071.0,SBI KUMHERGATE,891726,16-DEC-19,53360.0,NCR AGC 04,321102001100608.0
1072.0,SBI KUMHERGATE,891727,16-DEC-19,8935.0,NCR AGC 04,321102001100608.0
1073.0,SBI KUMHERGATE,891728,17-DEC-19,41240.0,NCR AGC 04,321102001100608.0
1074.0,SBI KUMHERGATE,891729,18-DEC-19,42535.0,NCR AGC 04,321102001100608.0
1075.0,SBI KUMHERGATE,891730,19-DEC-19,24890.0,NCR AGC 04,321102001100608.0
1076.0,SBI KUMHERGATE,891731,20-DEC-19,35555.0,NCR AGC 04,321102001100608.0
1077.0,SBI KUMHERGATE,891732,21-DEC-19,48995.0,NCR AGC 04,321102001100652.0
1078.0,SBI KUMHERGATE,891733,23-DEC-19,33750.0,NCR AGC 04,321102001100652.0
1079.0,SBI KUMHERGATE,891734,23-DEC-19,13095.0,NCR AGC 04,321102001100652.0
1080.0,SBI KUMHERGATE,891735,24-DEC-19,55245.0,NCR AGC 04,321102001100652.0
1081.0,SBI KUMHERGATE,891736,26-DEC-19,20715.0,NCR AGC 04,321102001100652.0
1082.0,SBI KUMHERGATE,891737,26-DEC-19,32000.0,NCR AGC 04,321102001100652.0
1083.0,SBI KUMHERGATE,891739,30-DEC-19,23480.0,NCR AGC 04,321102001100652.0
1084.0,SBI KUMHERGATE,891740,30-DEC-19,29895.0,NCR AGC 04,321102001100652.0
1085.0,SBI KUMHERGATE,891741,30-DEC-19,12375.0,NCR AGC 04,321102001100652.0
1086.0,SBI KUMHERGATE,891742,31-DEC-19,36985.0,NCR AGC 04,321102001100652.0
1087.0,SBI KUMHERGATE,891743,01-JAN-20,45990.0,NCR AGC 04,321102001100652.0
1088.0,SBI KUMHERGATE,891744,02-JAN-20,19570.0,NCR AGC 04,321102001100652.0
1089.0,SBI KUMHERGATE,891745,03-JAN-20,29640.0,NCR AGC 04,321102001100652.0
1090.0,SBI KUMHERGATE,891746,04-JAN-20,28915.0,NCR AGC 04,321102001100652.0
1091.0,SBI KUMHERGATE,891747,06-JAN-20,38690.0,NCR AGC 04,321102001100652.0
1092.0,SBI KUMHERGATE,891748,06-JAN-20,16210.0,NCR AGC 04,321102001100652.0
1093.0,SBI KUMHERGATE,891750,07-JAN-20,26330.0,NCR AGC 04,321102001100652.0
1094.0,SBI KUBERPUR,891812,12-DEC-19,270.0,NCR AGC 04,321102001100608.0
1095.0,SBI FATEHABAD,892349,31-DEC-19,490.0,NCR AGC 04,321102001100609.0
1096.0,SBI UDI,892407,16-DEC-19,1615.0,NCR AGC 04,321102001100608.0
1097.0,SBI UDI,892411,19-DEC-19,1465.0,NCR AGC 04,321102001100608.0
1098.0,SBI UDI,892419,27-DEC-19,525.0,NCR AGC 04,321102001100609.0
1099.0,SBI KHERA GARH,892555,16-DEC-19,1950.0,NCR AGC 04,321102001100608.0
1100.0,SBI KHERA GARH,892556,16-DEC-19,3315.0,NCR AGC 04,321102001100608.0
1101.0,SBI KHERA GARH,892563,23-DEC-19,2500.0,NCR AGC 04,321102001100609.0
1102.0,SBI KHERA GARH,892565,24-DEC-19,1835.0,NCR AGC 04,321102001100609.0
1103.0,SBI KHERA GARH,892566,26-DEC-19,1010.0,NCR AGC 04,321102001100609.0
1104.0,SBI KHERA GARH,892569,30-DEC-19,1710.0,NCR AGC 04,321102001100609.0
1105.0,SBI KHERA GARH,892570,30-DEC-19,3535.0,NCR AGC 04,321102001100609.0
1106.0,S B I JANAMSTHAN,892974,19-DEC-19,6375.0,NCR AGC 04,321102001100608.0
1107.0,S B I JANAMSTHAN,892977,23-DEC-19,3845.0,NCR AGC 04,321102001100608.0
1108.0,S B I JANAMSTHAN,892978,23-DEC-19,5080.0,NCR AGC 04,321102001100608.0
1109.0,S B I JANAMSTHAN,892980,24-DEC-19,4700.0,NCR AGC 04,321102001100608.0
1110.0,S B I JANAMSTHAN,892983,30-DEC-19,4615.0,NCR AGC 04,321102001100608.0
1111.0,S B I JANAMSTHAN,892984,30-DEC-19,4295.0,NCR AGC 04,321102001100608.0
1112.0,S B I JANAMSTHAN,892985,30-DEC-19,4565.0,NCR AGC 04,321102001100608.0
1113.0,S B I JANAMSTHAN,892994,08-JAN-20,8897.0,NCR AGC 04,321102001100652.0
1114.0,S B I JANAMSTHAN,892995,09-JAN-20,6340.0,NCR AGC 04,321102001100652.0
1115.0,S B I JANAMSTHAN,892996,10-JAN-20,4950.0,NCR AGC 04,321102001100652.0
1116.0,S B I JANAMSTHAN,892997,13-JAN-20,8495.0,NCR AGC 04,321102001100652.0
1117.0,S B I JANAMSTHAN,892998,13-JAN-20,13120.0,NCR AGC 04,321102001100652.0
1118.0,S B I JANAMSTHAN,892999,13-JAN-20,6751.0,NCR AGC 04,321102001100652.0
1119.0,S B I ACHNERA,893082,23-DEC-19,41947.0,NCR AGC 04,321102001100608.0
1120.0,S B I ACHNERA,893083,23-DEC-19,65533.0,NCR AGC 04,321102001100608.0
1121.0,S B I ACHNERA,893084,24-DEC-19,80544.0,NCR AGC 04,321102001100608.0
1122.0,S B I ACHNERA,893085,26-DEC-19,95313.0,NCR AGC 04,321102001100608.0
1123.0,S B I ACHNERA,893086,26-DEC-19,69201.0,NCR AGC 04,321102001100608.0
1124.0,S B I ACHNERA,893087,27-DEC-19,39292.0,NCR AGC 04,321102001100608.0
1125.0,S B I ACHNERA,893090,30-DEC-19,57576.0,NCR AGC 04,321102001100608.0
1126.0,S B I ACHNERA,893091,30-DEC-19,63537.0,NCR AGC 04,321102001100608.0
1127.0,S B I ACHNERA,893092,30-DEC-19,73830.0,NCR AGC 04,321102001100608.0
1128.0,S B I ACHNERA,893093,30-DEC-19,53324.0,NCR AGC 04,321102001100608.0
1129.0,S B I ACHNERA,893094,01-JAN-20,77242.0,NCR AGC 04,321102001100608.0
1130.0,SBI MIDHAKUR,893161,11-DEC-19,2920.0,NCR AGC 04,321102001100608.0
1131.0,SBI MIDHAKUR,893162,12-DEC-19,4136.0,NCR AGC 04,321102001100608.0
1132.0,SBI MIDHAKUR,893163,13-DEC-19,1755.0,NCR AGC 04,321102001100608.0
1133.0,SBI MIDHAKUR,893164,17-DEC-19,1300.0,NCR AGC 04,321102001100608.0
1134.0,SBI MIDHAKUR,893165,17-DEC-19,2700.0,NCR AGC 04,321102001100608.0
1135.0,SBI MIDHAKUR,893166,17-DEC-19,1280.0,NCR AGC 04,321102001100608.0
1136.0,SBI MIDHAKUR,893167,17-DEC-19,1705.0,NCR AGC 04,321102001100608.0
1137.0,SBI MIDHAKUR,893168,18-DEC-19,2070.0,NCR AGC 04,321102001100608.0
1138.0,SBI MIDHAKUR,893169,19-JAN-20,1005.0,NCR AGC 04,321102001100652.0
1139.0,SBI MIDHAKUR,893170,20-DEC-19,1445.0,NCR AGC 04,321102001100652.0
1140.0,SBI MIDHAKUR,893171,21-DEC-19,1495.0,NCR AGC 04,321102001100652.0
1141.0,SBI MIDHAKUR,893172,23-DEC-19,1745.0,NCR AGC 04,321102001100652.0
1142.0,SBI MIDHAKUR,893173,23-DEC-19,1510.0,NCR AGC 04,321102001100652.0
1143.0,SBI MIDHAKUR,893174,24-DEC-19,2090.0,NCR AGC 04,321102001100652.0
1144.0,SBI MIDHAKUR,893175,26-DEC-19,1705.0,NCR AGC 04,321102001100652.0
1145.0,SBI MIDHAKUR,893176,26-DEC-19,1700.0,NCR AGC 04,321102001100652.0
1146.0,SBI MIDHAKUR,893177,27-DEC-19,1470.0,NCR AGC 04,321102001100652.0
1147.0,SBI MIDHAKUR,893178,30-DEC-19,1880.0,NCR AGC 04,321102001100652.0
1148.0,SBI MIDHAKUR,893179,30-DEC-19,1910.0,NCR AGC 04,321102001100652.0
1149.0,SBI MIDHAKUR,893180,30-DEC-19,2295.0,NCR AGC 04,321102001100652.0
1150.0,SBI MIDHAKUR,893181,31-DEC-19,1920.0,NCR AGC 04,321102001100652.0
1151.0,SBI MIDHAKUR,893182,01-JAN-20,3365.0,NCR AGC 04,321102001100652.0
1152.0,SBI MIDHAKUR,893183,06-JAN-20,2706.0,NCR AGC 04,321102001100652.0
1153.0,SBI MIDHAKUR,893184,07-JAN-20,1470.0,NCR AGC 04,321102001100652.0
1154.0,SBI MIDHAKUR,893185,08-JAN-20,2760.0,NCR AGC 04,321102001100652.0
1155.0,SBI MIDHAKUR,893186,09-JAN-20,1825.0,NCR AGC 04,321102001100652.0
1156.0,SBI MIDHAKUR,893187,10-JAN-20,3980.0,NCR AGC 04,321102001100652.0
1157.0,SBI MIDHAKUR,893188,14-JAN-20,2175.0,NCR AGC 04,321102001100652.0
1158.0,SBI MIDHAKUR,893189,14-JAN-20,2070.0,NCR AGC 04,321102001100652.0
1159.0,SBI MIDHAKUR,893190,14-JAN-20,3470.0,NCR AGC 04,321102001100652.0
1160.0,SBI MIDHAKUR,893191,14-JAN-20,4155.0,NCR AGC 04,321102001100652.0
1161.0,SBI MIDHAKUR,893192,15-JAN-20,2455.0,NCR AGC 04,321102001100652.0
1162.0,SBI MIDHAKUR,893193,16-JAN-20,4255.0,NCR AGC 04,321102001100652.0
1163.0,SBI MIDHAKUR,893194,17-JAN-20,1505.0,NCR AGC 04,321102001100652.0
1164.0,SBI MIDHAKUR,893195,18-JAN-20,1930.0,NCR AGC 04,321102001100652.0
1165.0,SBI MIDHAKUR,893196,20-DEC-19,2005.0,NCR AGC 04,321102001100652.0
1166.0,SBI MIDHAKUR,893197,20-DEC-19,3545.0,NCR AGC 04,321102001100652.0
1167.0,S B I  DHOLPUR,893403,24-DEC-19,430.0,NCR AGC 04,321102001100609.0
1168.0,SBI GOVERDHAN,893618,16-DEC-19,12730.0,NCR AGC 04,321102001100608.0
1169.0,SBI GOVERDHAN,893619,16-DEC-19,21065.0,NCR AGC 04,321102001100608.0
1170.0,SBI GOVERDHAN,893626,23-DEC-19,10000.0,NCR AGC 04,321102001100609.0
1171.0,SBI GOVERDHAN,893629,25-DEC-19,6580.0,NCR AGC 04,321102001100609.0
1172.0,SBI GOVERDHAN,893632,30-DEC-19,8690.0,NCR AGC 04,321102001100609.0
1173.0,SBI GOVERDHAN,893633,30-DEC-19,14055.0,NCR AGC 04,321102001100609.0
1174.0,SBI DEEG,893758,11-DEC-19,16725.0,NCR AGC 04,321102001100608.0
1175.0,SBI ETMADPUR,893844,10-DEC-19,1200.0,NCR AGC 04,321102001100608.0
1176.0,SBI ETMADPUR,893845,11-DEC-19,1260.0,NCR AGC 04,321102001100608.0
1177.0,SBI ETMADPUR,893846,12-DEC-19,1020.0,NCR AGC 04,321102001100608.0
1178.0,SBI ETMADPUR,893847,12-DEC-19,585.0,NCR AGC 04,321102001100608.0
1179.0,SBI ETMADPUR,893848,13-DEC-19,730.0,NCR AGC 04,321102001100608.0
1180.0,SBI ETMADPUR,893849,16-DEC-19,755.0,NCR AGC 04,321102001100608.0
1181.0,SBI ETMADPUR,893851,17-DEC-19,250.0,NCR AGC 04,321102001100608.0
1182.0,SBI ETMADPUR,893852,18-DEC-19,1425.0,NCR AGC 04,321102001100608.0
1183.0,SBI ETMADPUR,893853,19-DEC-19,375.0,NCR AGC 04,321102001100608.0
1184.0,SBI ETMADPUR,893854,19-DEC-19,665.0,NCR AGC 04,321102001100608.0
1185.0,SBI ETMADPUR,893855,21-DEC-19,740.0,NCR AGC 04,321102001100652.0
1186.0,SBI ETMADPUR,893856,23-DEC-19,315.0,NCR AGC 04,321102001100652.0
1187.0,SBI ETMADPUR,893857,23-DEC-19,310.0,NCR AGC 04,321102001100652.0
1188.0,SBI ETMADPUR,893858,24-DEC-19,615.0,NCR AGC 04,321102001100652.0
1189.0,SBI ETMADPUR,893859,26-DEC-19,600.0,NCR AGC 04,321102001100652.0
1190.0,SBI ETMADPUR,893860,26-DEC-19,280.0,NCR AGC 04,321102001100652.0
1191.0,SBI ETMADPUR,893861,27-DEC-19,315.0,NCR AGC 04,321102001100652.0
1192.0,SBI ETMADPUR,893862,30-DEC-19,270.0,NCR AGC 04,321102001100652.0
1193.0,SBI ETMADPUR,893863,30-DEC-19,455.0,NCR AGC 04,321102001100652.0
1194.0,SBI ETMADPUR,893864,30-DEC-19,210.0,NCR AGC 04,321102001100652.0
1195.0,SBI ETMADPUR,893865,31-DEC-19,150.0,NCR AGC 04,321102001100652.0
1196.0,SBI ETMADPUR,893866,01-JAN-20,915.0,NCR AGC 04,321102001100652.0
1197.0,SBI ETMADPUR,893867,02-JAN-20,360.0,NCR AGC 04,321102001100652.0
1198.0,SBI ETMADPUR,893868,03-JAN-20,390.0,NCR AGC 04,321102001100652.0
1199.0,SBI ETMADPUR,893869,04-JAN-20,930.0,NCR AGC 04,321102001100652.0
1200.0,SBI ETMADPUR,893870,06-JAN-20,680.0,NCR AGC 04,321102001100652.0
1201.0,SBI ETMADPUR,893871,08-JAN-20,830.0,NCR AGC 04,321102001100652.0
1202.0,SBI ETMADPUR,893872,07-JAN-20,425.0,NCR AGC 04,321102001100652.0
1203.0,SBI ETMADPUR,893873,08-JAN-20,605.0,NCR AGC 04,321102001100652.0
1204.0,SBI ETMADPUR,893874,09-JAN-20,725.0,NCR AGC 04,321102001100652.0
1205.0,SBI DEEG,893962,13-DEC-19,1190.0,NCR AGC 04,321102001100608.0
1206.0,SBI DEEG,893971,23-DEC-19,890.0,NCR AGC 04,321102001100609.0
1207.0,SBI DEEG,894473,20-DEC-19,6610.0,NCR AGC 04,321102001100608.0
1208.0,SBI KUMHERGATE,894610,21-DEC-19,865.0,NCR AGC 04,321102001100608.0
1209.0,SBI KUMHERGATE,894611,23-DEC-19,1000.0,NCR AGC 04,321102001100608.0
1210.0,SBI KUMHERGATE,894612,23-DEC-19,985.0,NCR AGC 04,321102001100608.0
1211.0,SBI KUMHERGATE,894613,24-DEC-19,1405.0,NCR AGC 04,321102001100608.0
1212.0,SBI KUMHERGATE,894615,26-DEC-19,840.0,NCR AGC 04,321102001100608.0
1213.0,SBI KUMHERGATE,894616,27-DEC-19,630.0,NCR AGC 04,321102001100608.0
1214.0,SBI KUMHERGATE,894617,30-DEC-19,1015.0,NCR AGC 04,321102001100652.0
1215.0,SBI KUMHERGATE,894618,30-DEC-19,595.0,NCR AGC 04,321102001100652.0
1216.0,SBI KUMHERGATE,894619,30-DEC-19,1350.0,NCR AGC 04,321102001100652.0
1217.0,SBI KUMHERGATE,894620,31-DEC-19,725.0,NCR AGC 04,321102001100652.0
1218.0,SBI KUMHERGATE,894621,01-JAN-20,1221.0,NCR AGC 04,321102001100652.0
1219.0,SBI KUMHERGATE,894622,02-JAN-20,1210.0,NCR AGC 04,321102001100652.0
1220.0,SBI KUMHERGATE,894623,03-JAN-20,980.0,NCR AGC 04,321102001100652.0
1221.0,SBI KUMHERGATE,894624,04-JAN-20,1605.0,NCR AGC 04,321102001100652.0
1222.0,SBI KUMHERGATE,894625,06-JAN-20,1200.0,NCR AGC 04,321102001100652.0
1223.0,SBI KUMHERGATE,894626,06-JAN-20,1640.0,NCR AGC 04,321102001100652.0
1224.0,SBI KUMHERGATE,894627,07-JAN-20,1660.0,NCR AGC 04,321102001100652.0
1225.0,SBI KUMHERGATE,894628,08-JAN-20,1315.0,NCR AGC 04,321102001100652.0
1226.0,SBI KUMHERGATE,894629,09-JAN-20,1365.0,NCR AGC 04,321102001100652.0
1227.0,SBI KUMHERGATE,894630,10-JAN-20,865.0,NCR AGC 04,321102001100652.0
1228.0,SBI KUMHERGATE,894631,13-JAN-20,895.0,NCR AGC 04,321102001100652.0
1229.0,SBI KUMHERGATE,894632,16-JAN-20,861.0,NCR AGC 04,321102001100652.0
1230.0,SBI KUMHERGATE,894633,17-JAN-20,1605.0,NCR AGC 04,321102001100652.0
1231.0,SBI KUMHERGATE,894634,18-JAN-20,1455.0,NCR AGC 04,321102001100652.0
1232.0,SBI KUMHERGATE,894635,20-JAN-20,1330.0,NCR AGC 04,321102001100652.0
1233.0,SBI KUMHERGATE,894636,20-JAN-20,1185.0,NCR AGC 04,321102001100652.0
1234.0,S B I FETEHPUR SIKARI,895319,16-DEC-19,27185.0,NCR AGC 04,321102001100608.0
1235.0,S B I FETEHPUR SIKARI,895320,16-DEC-19,18690.0,NCR AGC 04,321102001100608.0
1236.0,S B I FETEHPUR SIKARI,895327,23-DEC-19,22395.0,NCR AGC 04,321102001100652.0
1237.0,S B I FETEHPUR SIKARI,895330,26-DEC-19,14130.0,NCR AGC 04,321102001100652.0
1238.0,S B I FETEHPUR SIKARI,895333,30-DEC-19,30705.0,NCR AGC 04,321102001100652.0
1239.0,S B I FETEHPUR SIKARI,895334,30-DEC-19,21230.0,NCR AGC 04,321102001100652.0
1240.0,S B I FETEHPUR SIKARI,895341,06-JAN-20,23710.0,NCR AGC 04,321102001100652.0
1241.0,S B I FETEHPUR SIKARI,895347,13-JAN-20,26210.0,NCR AGC 04,321102001100652.0
1242.0,S B I FETEHPUR SIKARI,895348,13-JAN-20,16095.0,NCR AGC 04,321102001100652.0
1243.0,SBI JAGNER,895619,16-DEC-19,265.0,NCR AGC 04,321102001100608.0
1244.0,SBI JAGNER,895620,16-DEC-19,100.0,NCR AGC 04,321102001100608.0
1245.0,SBI JAGNER,895624,19-DEC-19,345.0,NCR AGC 04,321102001100608.0
1246.0,SBI KHERA GARH,895627,23-DEC-19,355.0,NCR AGC 04,321102001100609.0
1247.0,SBI KHERA GARH,895630,26-DEC-19,310.0,NCR AGC 04,321102001100609.0
1248.0,SBI KHERA GARH,895633,30-DEC-19,340.0,NCR AGC 04,321102001100609.0
1249.0,SBI KHERA GARH,895634,30-DEC-19,295.0,NCR AGC 04,321102001100609.0
1250.0,SBI KHERA GARH,895637,02-JAN-20,305.0,NCR AGC 04,321102001100609.0
1251.0,S B I ACHNERA,896104,10-JAN-20,52497.0,NCR AGC 04,321102001100652.0
1252.0,S B I ACHNERA,896105,13-JAN-20,67319.0,NCR AGC 04,321102001100652.0
1253.0,S B I ACHNERA,896106,13-JAN-20,72100.0,NCR AGC 04,321102001100652.0
1254.0,S B I ACHNERA,896107,13-JAN-20,80330.0,NCR AGC 04,321102001100652.0
1255.0,S B I ACHNERA,896108,14-JAN-20,81625.0,NCR AGC 04,321102001100652.0
1256.0,S B I ACHNERA,896109,14-JAN-20,73686.0,NCR AGC 04,321102001100652.0
1257.0,S B I ACHNERA,896110,14-JAN-20,90803.0,NCR AGC 04,321102001100652.0
1258.0,S B I ACHNERA,896111,14-JAN-20,59976.0,NCR AGC 04,321102001100652.0
1259.0,S B I ACHNERA,896112,14-JAN-20,60430.0,NCR AGC 04,321102001100652.0
1260.0,S B I ACHNERA,896113,14-JAN-20,72894.0,NCR AGC 04,321102001100652.0
1261.0,S B I ACHNERA,896114,14-JAN-20,120097.0,NCR AGC 04,321102001100652.0
1262.0,SBI MIDHAKUR,896314,12-DEC-19,1930.0,NCR AGC 04,321102001100608.0
1263.0,SBI MIDHAKUR,896315,13-DEC-19,1645.0,NCR AGC 04,321102001100608.0
1264.0,SBI MIDHAKUR,896316,16-DEC-19,2815.0,NCR AGC 04,321102001100608.0
1265.0,SBI MIDHAKUR,896317,16-DEC-19,2180.0,NCR AGC 04,321102001100608.0
1266.0,SBI MIDHAKUR,896318,16-DEC-19,860.0,NCR AGC 04,321102001100608.0
1267.0,SBI MIDHAKUR,896319,17-DEC-19,2460.0,NCR AGC 04,321102001100608.0
1268.0,SBI MIDHAKUR,896320,18-DEC-19,1800.0,NCR AGC 04,321102001100608.0
1269.0,SBI MIDHAKUR,896321,19-DEC-19,780.0,NCR AGC 04,321102001100608.0
1270.0,SBI MIDHAKUR,896322,20-JAN-20,1070.0,NCR AGC 04,321102001100652.0
