"",,,,,,,SMH,,,,,,
PRIMARY UNITS,,,,,,,,,,,,,
BG(SL),8074,2711,279,,770,,139,,..,,1418,..,,645,,1433,,..,,..,15469
ACT,8141,81,35,,95,,25,,..,,-12,..,,527,,809,,..,,..,9701
17 - ATPP COPPY,4737,95,54,,43,,..,,..,,78,..,,397,,181,,..,,..,5585
ACT-COPPY,3404,-14,-19,,52,,25,,..,,-90,..,,130,,628,,..,,..,4115
BUD PROP,6216,1841,184,,518,,94,,..,,959,..,,482,,908,,..,,..,11202
ACT-BP,1925,-1760,-149,,-423,,-69,,..,,-971,..,,45,,-99,,..,,..,-1501
BG,438809,71104,19719,,62798,,96655,,45956,,300401,..,,60758,,108504,,..,,..,1204704
BG(SL),367664,66429,19073,,58681,,91114,,43215,,277039,..,,51533,,91572,,..,,..,1066320
ACT,270009,63901,15422,,52761,,67822,,41128,,372162,..,,49388,,79284,,..,,..,1011877
18 - OE COPPY,239019,62940,15335,,48659,,66097,,38645,,323309,..,,44415,,68682,,..,,..,907102
ACT-COPPY,30989,961,87,,4102,,1725,,2483,,48853,..,,4973,,10602,,..,,..,104774
BUD PROP,265695,50210,13481,,41073,,64329,,31653,,208372,..,,36745,,66510,,..,,..,778068
ACT-BP,4314,13691,1941,,11688,,3493,,9475,,163790,..,,12643,,12774,,..,,..,233808
BG,118659,10198,3783,,6687,,249003,,19198,,50054,..,,5597,,9125,,..,,..,472304
BG(SL),103252,10195,3742,,6643,,240144,,19040,,44043,..,,5489,,8961,,..,,..,441509
ACT,71636,5629,2038,,5043,,141560,,7015,,30697,..,,2457,,6850,,..,,..,272924
19 - Phone COPPY,85690,7517,2384,,4370,,203913,,10412,,24086,1,,3316,,6656,,..,,..,348343
ACT-COPPY,-14054,-1887,-347,,673,,-62353,,-3397,,6611,-1,,-859,,194,,..,,..,-75420
BUD PROP,74907,7853,2706,,5559,,172320,,7700,,33876,..,,3828,,6452,,..,,..,315201
ACT-BP,-3271,-2224,-668,,-516,,-30760,,-685,,-3179,..,,-1371,,398,,..,,..,-42277
BG,379907,139486,63818,,129644,,148940,,172941,,310163,2054,,77493,,98712,,..,,..,1523158
BG(SL),379907,139486,63818,,129644,,148940,,172941,,310163,2054,,77493,,98712,,..,,..,1523158
ACT,276681,124001,44481,,88706,,101741,,145777,,226569,835,,46628,,63964,,..,,..,1119384
20 - Leave,,,,,,,,,,,,,,,,,,,,,
COPPY,250581,105434,44924,,93736,,100412,,126162,,226190,953,,54141,,54603,,..,,..,1057136
Salary,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,26100,18567,-443,,-5030,,1329,,19615,,379,-119,,-7512,,9361,,..,,..,62248
BUD PROP,275712,102139,46024,,96177,,106841,,117152,,219898,1454,,56599,,70939,,..,,..,1092935
ACT-BP,969,21862,-1543,,-7471,,-5100,,28625,,6671,-619,,-9971,,-6974,,..,,..,26450
BG,1405924,140656,8526,,14751,,34986,,10849,,64388,..,,20133,,7657,,..,,..,1707870
BG(SL),1256448,139510,7673,,12201,,32883,,9782,,62478,..,,19111,,5604,,..,,..,1545690
ACT,778848,92040,4423,,15653,,29893,,3083,,100918,..,,11618,,2191,,..,,..,1038668
21 - Adv,,,,,,,,,,,,,,,,,,,,,
COPPY,1142020,115494,5628,,10534,,26457,,7869,,52570,..,,18944,,1203,,..,,..,1380720
Expenses,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,-363172,-23454,-1206,,5119,,3437,,-4787,,48348,..,,-7326,,988,,..,,..,-342052
BUD PROP,886178,101066,5588,,9267,,23723,,7051,,44382,..,,13893,,3937,,..,,..,1095085
ACT-BP,-107330,-9026,-1165,,6386,,6170,,-3968,,56536,..,,-2275,,-1746,,..,,..,-56418
BG,1017,938230,..,,..,,5785,,25885,,343718,..,,792923,,30,,..,,..,2107588
BG(SL),1045,881550,..,,..,,3785,,22300,,298666,..,,704050,,29,,..,,..,1911425
ACT,101,679621,132,,273,,673,,23823,,319381,..,,614261,,5,,..,,..,1638269
22 -,,,,,,,,,,,,,,,,,,,,,
Util(excl. COPPY,616,795392,..,,..,,2138,,18839,,272787,..,,632562,,273,,..,,..,1722608
elec.),,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,-515,-115771,132,,273,,-1466,,4984,,46595,..,,-18301,,-268,,..,,..,-84338
BUD PROP,697,652790,..,,..,,2527,,14864,,222540,..,,504928,,23,,..,,..,1398369
ACT-BP,-596,26831,132,,273,,-1854,,8959,,96841,..,,109333,,-18,,..,,..,239900
BG,430,..,..,,..,,..,,..,,..,..,,..,,28,,..,,..,458
BG(SL),417,..,..,,..,,..,,..,,..,..,,..,,25,,..,,..,442
ACT,98,10,9,,..,,28,,..,,732,..,,..,,56,,..,,..,933
23 - Rental,,,,,,,,,,,,,,,,,,,,,
Office COPPY,324,3,..,,..,,..,,..,,..,..,,..,,118,,..,,..,444
Equip,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,-226,7,9,,..,,28,,..,,732,..,,..,,-62,,..,,..,488
BUD PROP,302,..,..,,..,,..,,..,,..,..,,..,,16,,..,,..,318
ACT-BP,-204,10,9,,..,,28,,..,,732,..,,..,,40,,..,,..,615
BG,305445,30245,14006,,18157,,20212,,9656,,148427,..,,14735,,13201,,..,,..,574084
BG(SL),285166,30131,13974,,18098,,18168,,9644,,128724,..,,14424,,12717,,..,,..,531046
ACT,190356,11736,5019,,7888,,8554,,4996,,107332,..,,8832,,5780,,..,,..,350493
24 -,,,,,,,,,,,,,,,,,,,,,
Printing COPPY,187567,25223,8633,,17483,,13660,,7066,,88588,..,,19700,,8155,,..,,..,376074
and Stnry,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,2788,-13487,-3614,,-9595,,-5105,,-2070,,18744,..,,-10868,,-2374,,..,,..,-25581
BUD PROP,217055,25004,10327,,13912,,13666,,7973,,94993,..,,10630,,9174,,..,,..,402734
ACT-BP,-26699,-13268,-5308,,-6024,,-5112,,-2977,,12339,..,,-1798,,-3394,,..,,..,-52241
"",,,,,,,,,,,,,SMH,,,,,,,,,,
PRIMARY UNITS,,,,,,,,,,,,,,,,,,,,,,,
"",01,,02,,03,,04,,05,,06,,07 08,,,09,10,,10N,,11,,TOTAL
BG,..,,..,,..,,..,,..,,..,,.. ..,,,15959192,..,,..,,,..,15959192
BG(SL),..,,..,,..,,..,,..,,..,,.. ..,,,15205192,..,,..,,,..,15205192
ACT,..,,..,,..,,..,,..,,..,,-27 ..,,,15402118,..,,..,,,..,15402091
25 -,,,,,,,,,,,,,,,,,,,,,,,
Children COPPY,..,,-34,,..,,..,,-31,,81,,32 ..,,,14438387,27,,..,,,..,14438461
Edu. Allow,,,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,..,,34,,..,,..,,31,,-81,,-59 ..,,,963732,-27,,..,,,..,963631
BUD PROP,..,,..,,..,,..,,..,,..,,.. ..,,,14864302,..,,..,,,..,14864302
ACT-BP,..,,..,,..,,..,,..,,..,,-27 ..,,,537816,..,,..,,,..,537789
BG,..,,..,,..,,..,,..,,..,,.. ..,,,9939326,..,,..,,,..,9939326
BG(SL),..,,..,,..,,..,,..,,..,,.. ..,,,8814326,..,,..,,,..,8814326
ACT,..,,..,,..,,..,,..,,..,,.. ..,,,8761849,..,,..,,,..,8761849
26 -,,,,,,,,,,,,,,,,,,,,,,,
Medical COPPY,..,,..,,..,,..,,..,,..,,.. ..,,,7729656,..,,..,,,..,7729656
Expenses,,,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,..,,..,,..,,..,,..,,..,,.. ..,,,1032193,..,,..,,,..,1032193
BUD PROP,..,,..,,..,,..,,..,,..,,.. ..,,,6269937,..,,..,,,..,6269937
ACT-BP,..,,..,,..,,..,,..,,..,,.. ..,,,2491912,..,,..,,,..,2491912
BG,173914,,1367657,,8613918,,9164517,,3181083,,4042811,,392869 41477730,,,275487,51976,,..,,,..,68741962
BG(SL),159493,,1228964,,8607874,,9127844,,2888359,,3758237,,371242 42536263,,,265149,49514,,..,,,..,68992939
ACT,170980,,1140873,,6670069,,9730881,,3116698,,4336581,,521761 55086870,,,59210,27473,,..,,,..,80861395
27 -,,,,,,,,,,,,,,,,,,,,,,,
Materials COPPY,160168,,988236,,6668539,,6866537,,2477331,,3083517,,312441 33396271,,,226035,53886,,..,,,..,54232960
from stock,,,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,10812,,152637,,1530,,2864344,,639367,,1253064,,209319 21690599,,,-166825,-26413,,..,,,..,26628435
BUD PROP,112717,,876022,,6066794,,6422533,,2055545,,2711172,,271240 30973952,,,188986,34248,,..,,,..,49713209
ACT-BP,58263,,264851,,603275,,3308348,,1061153,,1625409,,250521 24112918,,,-129776,-6775,,..,,,..,31148187
BG,185937,,2048621,,1398868,,1145146,,3539314,,353520,,240543 19378,,,5911880,243235,,91,,,..,15086533
BG(SL),173752,,1794191,,1510598,,1137946,,3271311,,322840,,225065 19378,,,5358222,224290,,91,,,..,14037684
ACT,131059,,1225542,,1143593,,1065429,,2773568,,338343,,213415 ..,,,3955959,195499,,..,,,..,11042406
28 -,,,,,,,,,,,,,,,,,,,,,,,
Materials-,,,,,,,,,,,,,,,,,,,,,,,
COPPY,132903,,1436625,,898017,,759498,,2309655,,237813,,160077 4932,,,3957868,168016,,..,,,..,10065404
Dir.,,,,,,,,,,,,,,,,,,,,,,,
purchase ACT-COPPY,-1844,,-211084,,245576,,305931,,463913,,100529,,53338 -4932,,,-1909,27484,,..,,,..,977002
BUD PROP,125420,,1314231,,956723,,778003,,2399880,,227912,,158414 3712,,,3900294,162004,,..,,,..,10026593
ACT-BP,5639,,-88689,,186870,,287426,,373688,,110431,,55001 -3712,,,55665,33495,,..,,,..,1015813
BG,2947,,4660,,6306,,1850,,2698,,..,,3765 ..,,,31392,250,,..,,,..,53868
BG(SL),2947,,4660,,6306,,1850,,2698,,..,,3765 ..,,,31392,250,,..,,,..,53868
ACT,151,,10,,2,,..,,-320,,..,,13668 14,,,1543,..,,..,,,..,15067
29 - Remu.,,,,,,,,,,,,,,,,,,,,,,,
Re-engaged COPPY,3618,,1571,,435,,308,,1640,,84,,2041 ..,,,1441,53,,..,,,..,11190
Staff,,,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,-3467,,-1561,,-432,,-308,,-1961,,-84,,11627 14,,,102,-53,,..,,,..,3876
BUD PROP,1930,,3136,,4214,,133,,1806,,..,,2506 ..,,,21087,168,,..,,,..,34980
ACT-BP,-1779,,-3126,,-4212,,-133,,-2126,,..,,11162 14,,,-19544,-168,,..,,,..,-19913
BG,627883,,554108,,463383,,809984,,1116732,,8647258,,2361699 143537650,,,2486655,73379,,..,,,..,160678731
BG(SL),567331,,524577,,434674,,742281,,1031031,,7784149,,2212550 138383650,,,2147138,69335,,..,,,..,153896716
ACT,513079,,403208,,364049,,548566,,843303,,7341711,,2135584 126707794,,,1210739,42739,,..,,,..,140110772
30 - Cost,,,,,,,,,,,,,,,,,,,,,,,
Of Elec. COPPY,447208,,417525,,326052,,526450,,859050,,6113898,,1872198 95210849,,,1481308,40935,,..,,,..,107295473
Energy,,,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,65871,,-14317,,37997,,22116,,-15747,,1227813,,263386 31496945,,,-270569,1804,,..,,,..,32815298
BUD PROP,404050,,367082,,305049,,517874,,727104,,6021675,,1601264 101494108,,,1547544,49398,,..,,,..,113035148
ACT-BP,109029,,36126,,59000,,30692,,116199,,1320036,,534320 25213686,,,-336805,-6659,,..,,,..,27075624
BG,13231,,669550,,215942,,240443,,1073957,,3624163,,2353 ..,,,12887,20825,,..,,,..,5873351
BG(SL),13231,,669550,,215942,,240443,,1073957,,3624163,,2353 ..,,,12887,20825,,..,,,..,5873351
ACT,4266,,592470,,251019,,409112,,925362,,6692232,,874 179,,,4988,13175,,..,,,..,8893677
31 - OF COPPY,4130,,397365,,162511,,188190,,782060,,3103047,,1248 2053,,,-4493,8439,,..,,,..,4644549
ACT-COPPY,136,,195105,,88508,,220922,,143303,,3589185,,-375 -1874,,,9481,4736,,..,,,..,4249128
BUD PROP,10214,,523721,,151863,,180087,,762577,,2624184,,1712 ..,,,8808,14719,,..,,,..,4277885
ACT-BP,-5948,,68749,,99156,,229025,,162785,,4068048,,-838 179,,,-3820,-1545,,..,,,..,4615792
BG,1058019,,28279203,,5529088,,5800993,,9019192,,11575475,,7129225 16112,,,11583695,2036143,,2072,,,..,82029217
BG(SL),930458,,24921850,,5704631,,5695704,,7747405,,11347810,,6072749 ..,,,9679865,1788103,,2072,,,..,73890647
ACT,833987,,21886509,,5054443,,5628184,,7085941,,11471505,,5732820 ..,,,8163438,2189591,,..,,,..,68046418
32 - CP COPPY,697326,,19336688,,3817347,,4003347,,6244632,,8073403,,5006084 1056,,,7878835,1317240,,..,,,..,56375959
ACT-COPPY,136661,,2549821,,1237095,,1624837,,841308,,3398102,,726736 -1056,,,284603,872351,,..,,,..,11670459
BUD PROP,692472,,19110979,,4052184,,4056276,,5619616,,7868499,,4336435 ..,,,7215573,1278627,,..,,,..,54230661
ACT-BP,141515,,2775530,,1002259,,1571908,,1466325,,3603006,,1396385 ..,,,947865,910964,,..,,,..,13815756
"",,,,,,,SMH,,,,,,,,
PRIMARY UNITS,,,,,,,,,,,,,,,
"",01,02,03,04,05,06,07,08,09,10,10N,,11,,TOTAL
BG,16844,1778030,5150805,4437130,-3533729,-207190 166381108,,31741285,204136,2062580,,..,,..,208030999
BG(SL),16844,1778030,5183320,4437130,-3533729,-207190 165572408,,30605508,204136,2062580,,..,,..,206119037
ACT,5142,1537632,2782771,3631913,-514557,152394 148200106,,19823965,68815,1187619,,..,,..,176875799
33 - TRDC COPPY,1136,2203194,2717205,3201012,-2429504,-47887 131632896,,26061889,-28245,1109194,,..,,..,164420889
ACT-COPPY,4006,-665562,65566,430902,1914947,200281,16567210,-6237924,97059,78425,,..,,..,12454909
BUD PROP,10915,1250736,3572587,3148994,-1430203,-28478 158219316,,21742166,102554,1467859,,..,,..,188056446
ACT-BP,-5773,286896,-789816,482919,915646,180872 -10019210,,-1918201,-33739,-280240,,..,,..,-11180647
BG,..,29100,1941471,33952345,3578822,,.. ..,..,368,..,,..,,..,39502106
BG(SL),..,28535,1817284,31802013,3476918,,.. ..,..,356,..,,..,,..,37125106
ACT,..,6877,920139,23102375,2391052,,904 ..,..,..,..,,..,,..,26421346
34 - Wages,,,,,,,,,,,,,,,
COPPY,..,30143,1227069,24073289,2497683,,.. ..,..,..,..,,..,,..,27828184
POH,,,,,,,,,,,,,,,
ACT-COPPY,..,-23267,-306930,-970915,-106631,,904 ..,..,..,..,,..,,..,-1406838
BUD PROP,..,18993,1288771,22855171,2501654,,.. ..,..,240,..,,..,,..,26664829
ACT-BP,..,-12116,-368632,247204,-110602,,904 ..,..,-240,..,,..,,..,-243483
BG,..,21127,1758863,21349847,1235408,,26 ..,..,..,..,,..,,..,24365271
BG(SL),..,19187,1617370,19341387,1156304,,24 ..,..,..,..,,..,,..,22134272
ACT,..,31,1316071,17759479,890918,,39 ..,..,..,..,,..,,..,19966539
35 -,,,,,,,,,,,,,,,
Material COPPY,..,19342,1184557,15457293,838381,,327 ..,..,..,..,,..,,..,17499900
POH,,,,,,,,,,,,,,,
ACT-COPPY,..,-19311,131514,2302187,52537,-288,..,..,..,..,,..,,..,2466639
BUD PROP,..,12782,1174753,13841659,856113,,16 ..,..,..,..,,..,,..,15885323
ACT-BP,..,-12751,141318,3917820,34805,,23 ..,..,..,..,,..,,..,4081216
BG,..,..,..,..,..,102528,..,31903233,386,..,,..,,..,32006147
BG(SL),..,..,..,..,..,102528,..,28810755,386,..,,..,,..,28913669
ACT,..,..,..,..,..,50380,..,15183000,48,..,,..,,..,15233428
36 - Excise,,,,,,,,,,,,,,,
COPPY,..,..,..,..,..,110912,..,24209540,20,..,,..,,..,24320473
Duty,,,,,,,,,,,,,,,
ACT-COPPY,..,..,..,..,..,-60533,..,-9026540,28,..,,..,,..,-9087045
BUD PROP,..,..,..,..,..,68141,..,21565848,316,..,,..,,..,21634305
ACT-BP,..,..,..,..,..,-17761,..,-6382848,-268,..,,..,,..,-6400877
BG,51,..,..,..,..,,.. ..,..,..,..,,..,,..,51
BG(SL),51,..,..,..,..,,.. ..,..,..,..,,..,,..,51
ACT,41,..,..,..,..,,.. ..,..,..,..,,..,,..,41
37 -,,,,,,,,,,,,,,,
Customs COPPY,26,..,..,..,..,,.. ..,..,..,..,,..,,..,26
Duty,,,,,,,,,,,,,,,
ACT-COPPY,15,..,..,..,..,,.. ..,..,..,..,,..,,..,15
BUD PROP,32,..,..,..,..,,.. ..,..,..,..,,..,,..,32
ACT-BP,9,..,..,..,..,,.. ..,..,..,..,,..,,..,9
BG,..,11,..,250,..,58494,4,10905557,..,..,,..,,..,10964316
BG(SL),..,11,..,250,..,58494,4,9898247,..,..,,..,,..,9957006
ACT,..,..,..,..,3,62098,..,8622113,72,..,,..,,..,8684286
38 - Sales,,,,,,,,,,,,,,,
COPPY,..,..,..,..,..,53506,..,8607265,654,..,,..,,..,8661425
Tax,,,,,,,,,,,,,,,
ACT-COPPY,..,..,..,..,3,8593,..,14848,-583,..,,..,,..,22861
BUD PROP,..,1,..,168,..,38876,..,7002714,..,..,,..,,..,7041759
ACT-BP,..,-1,..,-168,3,23222,..,1619399,72,..,,..,,..,1642527
BG,37583,1589,23,117,..,,.. ..,..,2205,2335,,..,,..,43852
BG(SL),37583,1589,23,117,..,,.. ..,..,2205,2335,,..,,..,43852
ACT,20880,62,96,84,15,,.. -2,..,723,1378,,..,,..,23234
39 - ATD COPPY,6556,25,..,75,7,,.. ..,..,73,180,,..,,..,6916
ACT-COPPY,14324,37,96,9,8,,.. -2,..,649,1197,,..,,..,16318
BUD PROP,26889,1152,16,81,..,,.. ..,..,1410,1409,,..,,..,30957
ACT-BP,-6009,-1090,80,3,15,,.. -2,..,-687,-31,,..,,..,-7723
BG,4766,..,..,200,..,,.. ..,..,..,..,,..,,..,4966
BG(SL),4766,..,..,200,..,,.. ..,..,..,..,,..,,..,4966
ACT,1144,..,..,..,..,,.. ..,..,..,..,,..,,..,1144
40 - ATF COPPY,15,..,..,..,..,,.. ..,..,..,..,,..,,..,15
ACT-COPPY,1130,..,..,..,..,,.. ..,..,..,..,,..,,..,1130
BUD PROP,3491,..,..,133,..,,.. ..,..,..,..,,..,,..,3624
ACT-BP,-2347,..,..,-133,..,,.. ..,..,..,..,,..,,..,-2480
"",,,,,,,,,,,,SMH,,,,,,,,,,
PRIMARY UNITS,,,,,,,,,,,,,,,,,,,,,,
"",01,02,,03,,04,,05,,06,,07,08,09,,10,,10N,,11,,TOTAL
BG,4895,14,,..,,..,,43,,..,,..,5871220,..,,..,,,..,,..,5876172
BG(SL),4895,14,,..,,..,,43,,..,,..,5667594,..,,..,,,..,,..,5672546
ACT,..,..,,..,,..,,..,,..,,..,6167113,..,,..,,,..,,..,6167113
41 - VAT COPPY,..,18,,..,,..,,..,,8658,,..,4661611,..,,..,,,..,,..,4670287
ACT-COPPY,..,-18,,..,,..,,..,,-8658,,..,1505503,..,,..,,,..,,..,1496827
BUD PROP,3264,18,,..,,..,,27,,..,,..,5106047,..,,..,,,..,,..,5109356
ACT-BP,-3264,-18,,..,,..,,-27,,..,,..,1061066,..,,..,,,..,,..,1057757
BG,202933,404057,,31746,,123935,,128554,,211313,,338197,1346,77007,,145374,,,..,,..,1664462
BG(SL),202933,404057,,31746,,123935,,128554,,211313,,338197,1346,77007,,145374,,,..,,..,1664462
ACT,170079,325746,,41278,,99656,,106311,,173197,,412412,1501,87919,,102364,,,..,,..,1520464
42 - ARR,,,,,,,,,,,,,,,,,,,,,,
COPPY,300929,385830,,31596,,111667,,119487,,239409,,415330,2577,108411,,147487,,,..,,..,1862722
SALARY,,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,-130850,-60084,,9682,,-12012,,-13176,,-66212,,-2917,-1075,-20492,,-45123,,,..,,..,-342259
BUD PROP,145020,290700,,22358,,88858,,93299,,149022,,248901,12322,54588,,103892,,,..,,..,1208960
ACT-BP,25059,35046,,18920,,10798,,13012,,24175,,163511,-10821,33331,,-1528,,,..,,..,311504
BG,53052,58657,,12126,,24973,,26638,,32405,,69851,166,17164,,38655,,,..,,..,333687
BG(SL),53052,58657,,12126,,24973,,26638,,32405,,69851,166,17164,,38655,,,..,,..,333687
ACT,158585,261276,,47415,,87651,,107624,,201983,,262250,334,67382,,62829,,,..,,..,1257330
43 - ARR DA COPPY,37250,45613,,3745,,16984,,17933,,30161,,57636,282,15555,,20921,,,..,,..,246081
ACT-COPPY,121336,215663,,43670,,70667,,89691,,171822,,204614,51,51827,,41908,,,..,,..,1011249
BUD PROP,38657,42280,,8668,,18003,,19919,,24088,,51673,106,12539,,29336,,,..,,..,245269
ACT-BP,119928,218996,,38747,,69648,,87705,,177895,,210577,228,54843,,33493,,,..,,..,1012060
BG,73267,61001,,13006,,45936,,28029,,95398,,168088,1321,24535,,28476,,,..,,..,539057
BG(SL),73267,61001,,13006,,45936,,28029,,95398,,168088,1321,24535,,28476,,,..,,..,539057
ACT,53908,80371,,13551,,66970,,37734,,200108,,163659,242,23823,,21505,,,..,,..,661871
44 - ARR,,,,,,,,,,,,,,,,,,,,,,
COPPY,154324,57427,,5667,,49714,,19986,,169620,,180899,555,23618,,21450,,,..,,..,683260
OTH ALW,,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,-100416,22944,,7884,,17256,,17748,,30489,,-17241,-313,205,,55,,,..,,..,-21389
BUD PROP,51628,43499,,9112,,32785,,20979,,70145,,120156,899,17407,,20570,,,..,,..,387180
ACT-BP,2280,36872,,4439,,34185,,16755,,129963,,43503,-657,6416,,934,,,..,,..,274690
BG,31,80,,..,,194,,..,,..,,..,..,..,,..,,,..,,..,305
BG(SL),31,80,,..,,194,,..,,..,,..,..,..,,..,,,..,,..,305
ACT,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
45 - Pmt Of,,,,,,,,,,,,,,,,,,,,,,
COPPY,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
Service Tax,,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
BUD PROP,3,..,,..,,131,,..,,..,,..,..,..,,..,,,..,,..,134
ACT-BP,-3,..,,..,,-131,,..,,..,,..,..,..,,..,,,..,,..,-134
BG,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
BG(SL),..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
ACT,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
46 -,,,,,,,,,,,,,,,,,,,,,,
Counter-,,,,,,,,,,,,,,,,,,,,,,
COPPY,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
vailing,,,,,,,,,,,,,,,,,,,,,,
duty ACT-COPPY,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
BUD PROP,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
ACT-BP,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
BG,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
BG(SL),..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
ACT,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
47 - Addl,,,,,,,,,,,,,,,,,,,,,,
COPPY,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
custom duty,,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
BUD PROP,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
ACT-BP,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
BG,..,1,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,1
BG(SL),..,1,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,1
ACT,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
48 - Custom,,,,,,,,,,,,,,,,,,,,,,
COPPY,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
Duty paid,,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
BUD PROP,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
ACT-BP,..,..,,..,,..,,..,,..,,..,..,..,,..,,,..,,..,..
"",,,,,,,SMH,,,,,,,,,
PRIMARY UNITS,,,,,,,,,,,,,,,,
"",01,02,03,04,05,06,07,08,,09,10,10N,,11,,TOTAL
BG,224256,6956,9889,17404,38919,8058,33447,82,,15495,42634,,..,..,,397140
BG(SL),174265,5071,8385,14514,32272,7000,24510,54,,13471,27440,,..,..,,306982
ACT,103047,1176,5501,8936,18269,4861,14608,..,,8433,18819,,..,..,,183650
50 -,,,,,,,,,,,,,,,,
COPPY,86034,2337,4248,4718,17922,3967,9735,..,,10156,11474,,..,..,,150592
COSTCOMP,,,,,,,,,,,,,,,,
ACT-COPPY,17013,-1160,1252,4218,347,894,4873,..,,-1723,7345,,..,..,,33058
BUD PROP,127806,3236,6129,10168,22531,5230,17640,..,,9735,20040,,..,..,,222515
ACT-BP,-24759,-2060,-628,-1232,-4262,-369,-3032,..,,-1302,-1221,,..,..,,-38866
BG,147995,7304,4513,7115,22409,3098,40228,..,,5875,14707,,..,..,,253244
BG(SL),129507,8108,3943,6376,21931,2918,35214,..,,5433,12915,,..,..,,226345
ACT,106623,6797,2688,3743,69907,1873,34880,..,,2689,7112,,..,..,,236310
51 -,,,,,,,,,,,,,,,,
COPPY,108481,5373,3163,4072,15368,1373,37291,..,,3252,7316,,..,..,,185689
COMPCONSUM,,,,,,,,,,,,,,,,
ACT-COPPY,-1859,1424,-475,-330,54538,499,-2411,..,,-563,-204,,..,..,,50621
BUD PROP,95626,5519,2729,4667,15190,2081,25606,..,,3837,9317,,..,..,,164572
ACT-BP,10997,1278,-41,-924,54717,-208,9274,..,,-1148,-2205,,..,..,,71739
BG,96701,8020,3465,4534,3874,152,977,19,,18546,6739,,..,..,,143027
BG(SL),77130,6703,3363,3188,3318,152,898,19,,15281,5811,,..,..,,115863
ACT,65193,4984,3281,3835,2704,221,268,..,,14711,1904,,..,..,,97101
52 - Laptop COPPY,84500,7951,3489,3505,2558,253,558,20,,24489,3809,,..,..,,131133
ACT-COPPY,-19307,-2967,-209,331,146,-32,-290,-20,,-9779,-1905,,..,..,,-34032
BUD PROP,55017,4743,2373,2287,2129,116,518,14,,10952,4121,,..,..,,82270
ACT-BP,10176,241,908,1548,575,105,-250,-14,,3759,-2217,,..,..,,14831
BG,96513,43744,11905,26017,17801,28133,62204,126,,9032,12448,,..,..,,307923
BG(SL),96513,43744,11905,26017,17801,28133,62204,126,,9032,12448,,..,..,,307923
ACT,18585,724,85,1224,544,451,628,..,,2967,865,,..,..,,26072
53 - All,,,,,,,,,,,,,,,,
COPPY,58058,5198,3801,7042,5898,18862,8947,..,,9264,3324,,..,..,,120395
India LTC,,,,,,,,,,,,,,,,
ACT-COPPY,-39474,-4474,-3716,-5818,-5354,-18411,-8319,..,,-6298,-2459,,..,..,,-94323
BUD PROP,65495,17850,7624,15570,10246,16587,36501,31,,5368,6661,,..,..,,181933
ACT-BP,-46910,-17126,-7539,-14346,-9702,-16136,-35873,-31,,-2401,-5796,,..,..,,-155861
BG,..,..,..,..,..,..,..,..,,..,..,,..,2325,,2325
BG(SL),..,..,..,..,..,..,..,..,,..,..,,..,2325,,2325
ACT,..,..,..,..,..,..,..,..,,..,..,,..,330,,330
54 - Int on,,,,,,,,,,,,,,,,
