"",,,,,,,SMH,,,,,,
PRIMARY UNITS,,,,,,,,,,,,,
COPPY,..,..,..,..,..,..,..,..,,..,..,,..,..,,..
delayed NPS,,,,,,,,,,,,,,,,
ACT-COPPY,..,..,..,..,..,..,..,..,,..,..,,..,329,,329
BUD PROP,..,..,..,..,..,..,..,..,,..,..,,..,1709,,1709
ACT-BP,..,..,..,..,..,..,..,..,,..,..,,..,-1379,,-1379
BG,..,..,..,..,..,..,..,34857504,,250,..,,..,..,,34857754
BG(SL),..,..,..,..,..,..,..,34535294,,250,..,,..,..,,34535544
ACT,..,..,..,..,..,..,..,48318228,,..,..,,..,..,,48318228
60 - Fuel,,,,,,,,,,,,,,,,
from Stock- COPPY,..,..,..,..,..,..,..,31969159,,..,..,,..,..,,31969159
Home,,,,,,,,,,,,,,,,
ACT-COPPY,..,..,..,..,..,..,..,16349070,,..,..,,..,..,,16349070
BUD PROP,..,..,..,..,..,..,..,24303953,,171,..,,..,..,,24304124
ACT-BP,..,..,..,..,..,..,..,24014275,,-171,..,,..,..,,24014104
BG,..,..,..,..,..,..,..,-7502600,,..,..,,..,..,,-7502600
BG(SL),..,..,..,..,..,..,..,-8218365,,..,..,,..,..,,-8218365
ACT,..,..,..,..,..,..,..,-167694,,..,..,,..,..,,-167694
61 - Trf,,,,,,,,,,,,,,,,
Dr/Cr of,,,,,,,,,,,,,,,,
COPPY,..,..,..,..,..,..,..,-3512415,,..,..,,..,..,,-3512415
loco,,,,,,,,,,,,,,,,
performance ACT-COPPY,..,..,..,..,..,..,..,3344721,,..,..,,..,..,,3344721
BUD PROP,..,..,..,..,..,..,..,-5298261,,..,..,,..,..,,-5298261
ACT-BP,..,..,..,..,..,..,..,5130567,,..,..,,..,..,,5130567
BG,..,..,2517514,15386135,133182,..,..,..,,..,..,,..,..,,18036831
BG(SL),..,..,2253036,15386135,133182,..,..,..,,..,..,,..,..,,17772353
ACT,..,..,1237288,11384858,63776,..,..,..,,..,..,,..,..,,12685922
63 - Adj of,,,,,,,,,,,,,,,,
labour cost COPPY,..,..,1381013,10905008,32566,..,..,..,,..,..,,..,..,,12318587
on POH/WMS,,,,,,,,,,,,,,,,
ACT-COPPY,..,..,-143725,479850,31210,..,..,..,,..,..,,..,..,,367334
BUD PROP,..,..,1832718,11034656,94595,..,..,..,,..,..,,..,..,,12961969
ACT-BP,..,..,-595430,350202,-30819,..,..,..,,..,..,,..,..,,-276047
"",,,,,,,,,,SMH,,,,,,,,,,,
PRIMARY UNITS,,,,,,,,,,,,,,,,,,,,,
"",01,02,,,03 04,,05,06,,07 08,,,09,,10,,10N,11,,,TOTAL
BG,..,..,,,2796711 11869262,,340069,..,,.. ..,,,..,,..,,..,..,,,15006042
BG(SL),..,..,,,2728731 11869262,,340069,..,,.. ..,,,..,,..,,..,..,,,14938062
ACT,..,..,,,2227383 10453578,,86743,..,,.. ..,,,..,,..,,..,..,,,12767705
64 - Int,,,,,,,,,,,,,,,,,,,,,
Rly Adj,,,,,,,,,,,,,,,,,,,,,
COPPY,..,..,,,2068149 9206036,,279088,..,,.. ..,,,..,,..,,..,..,,,11553273
debits,,,,,,,,,,,,,,,,,,,,,
materials ACT-COPPY,..,..,,,159234 1247542,,-192344,..,,.. ..,,,..,,..,,..,..,,,1214432
BUD PROP,..,..,,,2078106 8483269,,248034,..,,.. ..,,,..,,..,,..,..,,,10809409
ACT-BP,..,..,,,149277 1970309,,-161291,..,,.. ..,,,..,,..,,..,..,,,1958296
BG,53236,858825,,,49835 96212,,298189,208497,,15138637 23764,,,569158,,61602,,89,..,,,17358044
BG(SL),51263,883771,,,50844 90808,,292784,186604,,15035559 23564,,,533147,,54115,,89,..,,,17202548
ACT,47308,774574,,,46797 81598,,256171,176067,,207771 21405,,,464796,,71414,,..,..,,,2147901
72 -,,,,,,,,,,,,,,,,,,,,,
Central GST COPPY,41256,614005,,,33745 61529,,212057,136619,,78579 11627,,,426798,,41189,,..,..,,,1657404
(CGST),,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,6051,160569,,,13053 20069,,44115,39448,,129193 9778,,,37998,,30224,,..,..,,,490497
BUD PROP,37580,591787,,,37533 64733,,210529,132115,,9483938 11353,,,387084,,39429,,..,..,,,10996081
ACT-BP,9728,182787,,,9264 16865,,45642,43952,,-9276167 10052,,,77712,,31985,,..,..,,,-8848179
BG,52793,858653,,,49455 97938,,294985,204671,,15138756 23764,,,558981,,61393,,88,..,,,17341477
BG(SL),50907,882832,,,50498 92723,,289997,182959,,15035713 23564,,,529157,,53993,,88,..,,,17192431
ACT,47288,773669,,,45807 81554,,254634,174051,,207682 21405,,,446004,,70993,,..,..,,,2123087
73 - State,,,,,,,,,,,,,,,,,,,,,
COPPY,41138,613021,,,33979 64955,,212707,136106,,78556 11627,,,426339,,41167,,..,..,,,1659595
GST (SGST),,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,6149,160648,,,11828 16600,,41928,37945,,129126 9778,,,19665,,29826,,..,..,,,463492
BUD PROP,37201,590735,,,37290 66288,,208450,132524,,9484087 11353,,,384245,,39359,,..,..,,,10991532
ACT-BP,10087,182934,,,8517 15266,,46184,41527,,-9276405 10052,,,61759,,31633,,..,..,,,-8868445
BG,371,615,,,.. 146,,162,1398,,400 ..,,,3501,,159,,..,..,,,6752
BG(SL),371,615,,,.. 146,,162,1391,,400 ..,,,3491,,159,,..,..,,,6735
ACT,8,114,,,329 428,,420,7,,5 ..,,,18464,,36,,..,..,,,19812
74 - Union,,,,,,,,,,,,,,,,,,,,,
Territory COPPY,7,159,,,.. 14,,22,2,,15 ..,,,14457,,17,,..,..,,,14692
GST (UTGST),,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,2,-45,,,329 413,,398,5,,-10 ..,,,4007,,19,,..,..,,,5120
BUD PROP,255,420,,,.. 32,,85,936,,.. ..,,,2383,,112,,..,..,,,4223
ACT-BP,-247,-306,,,329 396,,335,-929,,5 ..,,,16081,,-76,,..,..,,,15589
BG,22835,341011,,,191614 249813,,534189,248878,,109750 ..,,,142782,,39127,,..,..,,,1879999
BG(SL),22291,329522,,,186121 241393,,526398,247421,,107991 ..,,,139893,,38269,,..,..,,,1839299
ACT,25316,372653,,,198357 335079,,649181,265775,,3022927 8533,,,168625,,50238,,..,..,,,5096684
75 -,,,,,,,,,,,,,,,,,,,,,
Integrated COPPY,20641,341284,,,161985 230727,,481918,147921,,84186 1275,,,148921,,38649,,..,..,,,1657507
GST (IGST),,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,4675,31369,,,36371 104353,,167263,117854,,2938742 7258,,,19704,,11589,,..,..,,,3439177
BUD PROP,16176,247045,,,138999 175403,,380899,178357,,79938 ..,,,101310,,28825,,..,..,,,1346952
ACT-BP,9140,125608,,,59358 159676,,268282,87418,,2942989 8533,,,67315,,21413,,..,..,,,3749732
BG,..,..,,,.. ..,,..,..,,.. ..,,,..,,..,,..,..,,,..
BG(SL),..,..,,,.. ..,,..,..,,.. ..,,,..,,..,,..,..,,,..
ACT,762,57959,,,79588 68678,,53233,39614,,3909 ..,,,2955,,1291,,..,212,,,308203
98 - Credit,,,,,,,,,,,,,,,,,,,,,
or COPPY,-788,-775,,,-384 -55516,,-9039,-884,,-136 713,,,-2311,,-29,,..,-17385,,,-86535
Recoveries,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,1550,58735,,,79972 124195,,62272,40498,,4045 -713,,,5266,,1320,,..,17597,,,394737
BUD PROP,..,..,,,.. ..,,..,..,,.. ..,,,..,,..,,..,..,,,..
ACT-BP,762,57959,,,79588 68678,,53233,39614,,3909 ..,,,2955,,1291,,..,212,,,308203
BG,739275,1558368,,,-116430 -137269,,3605100,118625,,878373 2744440,,,918393,,19730443,,719708 574332328,,,,605091354
BG(SL),701939,1313839,,,-122959 -164280,,3407162,117828,,834586 2586040,,,929070,,17546237,,669708 574332328,,,,602151498
ACT,609002,927313,,,-245019 -759243,,3876302,-57070,,1408250 1842978,,,1056728,,15348265,,81264092 391833855,,,,497105451
99 - OE COPPY,424114,1299846,,,-209341 -410811,,2616027,33120,,598587 2126493,,,510630,,13047510,,67393053 408027660,,,,495456888
ACT-COPPY,184888,-372533,,,-35679 -348433,,1260275,-90191,,809663 -283515,,,546098,,2300755,,13871039 -16193805,,,,1648563
BUD PROP,530064,931925,,,-99635 -149313,,2456149,83789,,613770 1818586,,,648748,,13581421,,64680263,248271,,,85344038
ACT-BP,78938,-4612,,,-145384 -609930,,1420153,-140859,,794480 24392,,,407980,,1766844,,16583829 391585584,,,,411761413
BG,94981000 180317400,,,,64958000 180279100,,93717200 181187200 405255000 296248000,,,,,,89146100,,81707952,,722048 625908148,,,,2294427148
BG(SL),91812553 171161794,,,,63625761 173560717,,89372425 174631759 396515940 285480233,,,,,,83172458,,77035213,,672048 625908148,,,,2232949049
ACT,61574777 125399971,,,,44585435 135744066,,70176821 138571713 294511297 282016609,,,,,,65095543,,54663879,,81264092 427911966,,,,1781516169
TG - TOTAL,,,,,,,,,,,,,,,,,,,,,
COPPY,64661092 126246479,,,,43967177 128311739,,65276865 127862178 275775986 223195099,,,,,,64979985,,54157195,,67393053 444589745,,,,1686416593
GROSS,,,,,,,,,,,,,,,,,,,,,
ACT-COPPY,-3086315,-846508,,,618258 7432327,,4899956,10709534,,18735312 58821511,,,115557,,506684,,13871039 -16677779,,,,95099576
BUD PROP,66446373 126224897,,,,45851662 124858101,,66833092 127403201 323051929 209178995,,,,,,64296258,,55975055,,64680263,37457644,,,1312257470
ACT-BP,-4871596,-824926,,,-1266227 10885965,,3343729,11168512 -28540632,,72837614,,,799285,,-1311176,,16583829 390454322,,,,469258699
"",,,,,,,SMH,,,,,,,
PRIMARY UNITS,,,,,,,,,,,,,,
"",01 02,,03 04,,05,06,07 08,,09,10,10N,11,,TOTAL
"",,,,,,,,,,,,-,,
BG,-222000 -1917400,,-1021000 -3522100,,-1269200,-3475200,-2328000 -2702000,,-233100,-493064,-3366936,,,-594427148
"",,,,,,,,,,,,573877148,,
"",,,,,,,,,,,,-,,
BG(SL),-222000 -1917400,,-1021000 -3522100,,-1269200,-3475200,-2328000 -2702000,,-233100,-493064,-3366936,,,-594427148
"",,,,,,,,,,,,573877148,,
"",,,,,,,,,,,,-,,
ACT,-137355 -1484093,,-926062 -2943010,,-1320534,-2623838,-1683422 -2363720,,-209364,-288644,-4841237,,,-410544781
"",,,,,,,,,,,,391723502,,
CR -,,,,,,,,,,,,,,
Credits or COPPY,-149473 -1881314,,-852255 -2496274,,-1014647,-2299963,-1436902 -1930395,,-174582,-232443,-2902647,-,,-423118790
"",,,,,,,,,,,,407747895,,
Recoveries,,,,,,,,,,,,,,
ACT-COPPY,12117 397221,,-73807 -446737,,-305886,-323874,-246520 -433325,,-34782,-56201,-1938589,16024393,,12574009
BUD PROP,-144543 -1396714,,-587442 -2567219,,-1002415,-2409708,-1620154 -1818145,,-106936,-342443,-2374450,..,,-14370169
"",,,,,,,,,,,,-,,
ACT-BP,7188 -87379,,-338620 -375791,,-318119,-214130,-63268 -545575,,-102428,53799,-2466787,,,-396174612
"",,,,,,,,,,,,391723502,,
BG,94759000 178400000,,63937000 176757000,,92448000 177712000 402927000 293546000,,,,88913000,81214888,-2644888,52031000,,1700000000
BG(SL),91590553 169244394,,62604761 170038617,,88103225 171156559 394187940 282778233,,,,82939358,76542149,-2694888,52031000,,1638521901
ACT,61437422 123915878,,43659373 132801055,,68856287 135947875 292827876 279652889,,,,64886179,54375235,76422855,36188464,,1370971388
TN - TOTAL,,,,,,,,,,,,,,
COPPY,64511620 124365165,,43114923 125815465,,64262217 125562215 274339084 221264704,,,,64805403,53924752,64490405,36841850,,1263297803
NET,,,,,,,,,,,,,,
ACT-COPPY,-3074198 -449287,,544451 6985590,,4594070,10385660,18488792 58388185,,80776,450482,11932450,-653386,,107673585
BUD PROP,66301830 124828183,,45264220 122290882,,65830677 124993493 321431775 207360850,,,,64189322,55632612,62305813,37457644,,1297887301
ACT-BP,-4864408 -912305,,-1604847 10510173,,3025610,10954382 -28603899,72292039,,696857,-1257377,14117042,-1269180,,73084087
BG,88504896 134509380,,38502401 122094147,,68676077 148236159 188766242,,618337,,65220548,55079322,..,51573495,,961781004
BG(SL),86002958 129988825,,37125719 117905002,,66889605 143357555 182861185,,598882,,62241196,53084085,..,51573495,,931628507
ACT,56773758 89824335,,24320940 83457235,,46263467 102789985 123326326,,373058,,48494048,33613954,..,36077570,,645314675
SN - Staff,,,,,,,,,,,,,,
Cost (Non,,,,,,,,,,,,,,
COPPY,60092698 92604857,,25815214 85538831,,46970787 103543599 128426634,,423217,,48921264,36472323,..,36579469,,665388894
Controllabl,,,,,,,,,,,,,,
e) ACT-COPPY,-3318940 -2780523,,-1494274 -2081596,,-707320,-753614,-5100308 -50159,,-427216,-2858369,..,-501900,,-20074219
BUD PROP,62213208 95474169,,27141381 85279963,,49475684 104659307 132929646,,436700,,48999194,37787569,..,37207664,,681604485
ACT-BP,-5439450 -5649834,,-2820441 -1822728,,-3212217,-1869322,-9603320 -63642,,-505146,-4173614,..,-1130094,,-36289810
BG,787553 6259433,,289646 2928901,,3864586,3849035,7733401 10525,,323299,2045143,..,..,,28091522
BG(SL),721844 5678238,,272245 2682783,,3547952,3632895,7312563 9786,,299679,1878634,..,..,,26036619
ACT,826872 5017193,,290728 3153462,,3276024,4651003,8548890 7661,,268267,1729590,..,..,,27769689
SC - Staff,,,,,,,,,,,,,,
Cost,,,,,,,,,,,,,,
COPPY,664877 4952859,,246720 2580307,,3083581,3040076,6715699 7917,,265071,1710972,..,..,,23268079
(Controllab,,,,,,,,,,,,,,
le) ACT-COPPY,161995 64334,,44008 573155,,192443,1610926,1833191 -256,,3196,18618,..,..,,4501610
BUD PROP,529519 4082823,,194702 1905068,,2546188,2607508,5224242 6750,,214500,1371894,..,..,,18683194
ACT-BP,297353 934370,,96026 1248394,,729836,2043495,3324648 911,,53767,357696,..,..,,9086495
BG,.. ..,,.. ..,,..,..,.. 295602925,,..,..,..,..,,295602925
BG(SL),.. ..,,.. ..,,..,..,.. 284871492,,..,..,..,..,,284871492
ACT,.. ..,,.. ..,,..,..,.. 281635891,,..,..,..,..,,281635891
FU - Fuel COPPY,.. ..,,.. ..,,..,..,.. 222762174,,..,..,..,..,,222762174
ACT-COPPY,.. ..,,.. ..,,..,..,.. 58873716,,..,..,..,..,,58873716
BUD PROP,.. ..,,.. ..,,..,..,.. 208735531,,..,..,..,..,,208735531
ACT-BP,.. ..,,.. ..,,..,..,.. 72900360,,..,..,..,..,,72900360
BG,173914 1367657,,8613918 9164517,,3181083,4042811,392869 ..,,275487,51976,..,..,,27264232
BG(SL),159493 1228964,,8607874 9127844,,2888359,3758237,371242 ..,,265149,49514,..,..,,26456676
ACT,170980 1140873,,6670069 9730881,,3116698,4336581,521761 ..,,59210,27473,..,..,,25774525
STK - Stock,,,,,,,,,,,,,,
Material -,,,,,,,,,,,,,,
COPPY,160168 988236,,6668539 6866537,,2477331,3083517,312441 ..,,226035,53886,..,..,,20836689
Other than,,,,,,,,,,,,,,
Fuel ACT-COPPY,10812 152637,,1530 2864344,,639367,1253064,209319 ..,,-166825,-26413,..,..,,4937836
BUD PROP,112717 876022,,6066794 6422533,,2055545,2711172,271240 ..,,188986,34248,..,..,,18739257
ACT-BP,58263 264851,,603275 3308348,,1061153,1625409,250521 ..,,-129776,-6775,..,..,,7035269
BG,185937 2069748,,5954442 34364255,,5114791,353546,240543 19378,,5911880,243235,91,..,,54457846
BG(SL),173752 1813378,,5856699 32348595,,4767684,322864,225065 19378,,5358222,224290,91,..,,51110018
ACT,131059 1225572,,4687048 29278487,,3751229,338382,213415 ..,,3955959,195499,..,..,,43776650
"NSTK - 28,",,,,,,,,,,,,,,
COPPY,132903 1455968,,4150723 25422827,,3427124,238140,160077 4932,,3957868,168016,..,..,,39118577
35 & 64,,,,,,,,,,,,,,
ACT-COPPY,-1844 -230395,,536325 3855660,,324105,100242,53338 -4932,,-1909,27484,..,..,,4658073
BUD PROP,125420 1327013,,4209582 23102931,,3504027,227928,158414 3712,,3900294,162004,..,..,,36721325
ACT-BP,5639 -101441,,477466 6175556,,247202,110454,55001 -3712,,55665,33495,..,..,,7055325
BG,1058019 28279203,,5529088 5800993,,9019192,11575475,7129225 16112,,11583695,2036143,2072,..,,82029217
BG(SL),930458 24921850,,5704631 5695704,,7747405,11347810,6072749 ..,,9679865,1788103,2072,..,,73890647
ACT,833987 21886509,,5054443 5628184,,7085941,11471505,5732820 ..,,8163438,2189591,..,..,,68046418
CP - 32 COPPY,697326 19336688,,3817347 4003347,,6244632,8073403,5006084 1056,,7878835,1317240,..,..,,56375959
ACT-COPPY,136661 2549821,,1237095 1624837,,841308,3398102,726736 -1056,,284603,872351,..,..,,11670459
BUD PROP,692472 19110979,,4052184 4056276,,5619616,7868499,4336435 ..,,7215573,1278627,..,..,,54230661
ACT-BP,141515 2775530,,1002259 1571908,,1466325,3603006,1396385 ..,,947865,910964,..,..,,13815756
"",,,,,,,SMH,,,,,
PRIMARY UNITS,,,,,,,,,,,,
01 02,,,03 04,,05,06,07 08,09,10,10N,11,TOTAL
BG 4048681 5914579,,,5047505 2404187,,2592271,9654974 198664720,-2701899,5598091,21759069,-2647051,457505,250792632
BG(SL) 3602048 5613139,,,5037593 2278689,,2262220,8737198 197345136,-2701927,5095247,19517523,-2697051,457505,244547320
ACT 2700765 4821395,,,2636146 1552806,,5362929,12360420 154484664,-2363720,3945257,16619127,76422855,110894,278653541
OP - OTHER,,,,,,,,,,,,
COPPY 2763647 5026557,,,2416379 1403616,,2058763,7583480 133718149,-1929661,3556331,14202315,64490405,262381,235552362
PUs,,,,,,,,,,,,
ACT-COPPY -62882 -205162,,,219767 149190,,3304166,4776940,20766515 -434059,388926,2416813,11932450,-151486,43101179
BUD PROP 2628494 3957177,,,3599577 1524111,,2629617,6919079 178511798,-1818131,3670775,14998270,62305813,249980,279176560
ACT-BP 72271 864218,,,-963431 28695,,2733312,5441341 -24027134,-545589,274482,1620857,14117042,-139086,-523019
BG 94759000 178400000,,,63937000 176757000,,92448000 177712000 402927000 293546000,,,88913000,81214888,-2644888,52031000,1700000000
BG(SL) 91590553 169244394,,,62604761 170038617,,88103225 171156559 394187940 282778233,,,82939358,76542149,-2694888,52031000,1638521901
ACT 61437422 123915878,,,43659373 132801055,,68856287 135947875 292827876 279652889,,,64886179,54375235,76422855,36188464,1370971388
TP - TOTAL,,,,,,,,,,,,
COPPY 64511620 124365165,,,43114923 125815465,,64262217 125562215 274339084 221264704,,,64805403,53924752,64490405,36841850,1263297803
PUs,,,,,,,,,,,,
ACT-COPPY -3074198 -449287,,,544451 6985590,,4594070,10385660,18488792 58388185,80776,450482,11932450,-653386,107673585
BUD PROP 66301830 124828183,,,45264220 122290882,,65830677 124993493 321431775 207360850,,,64189322,55632612,62305813,37457644,1297887301
ACT-BP -4864408 -912305,,,-1604847 10510173,,3025610,10954382 -28603899,72292039,696857,-1257377,14117042,-1269180,73084087
NOTE:,,,,,,,,,,,,
TITLE,,,SMH,,,,,PU,,,,
"",,,,,"01, 02, 03, 04, 05, 07, 08, 09, 10, 13, 14, 15, 17, 20, 25, 26, 29, 34, 39, 40, 42, 43, 44,",,,,,,,
STAFF COST - NON CONTROLLABLE (SN),,,ALL SMH,,,,,,,,,
"",,,,,,,,"53, 63",,,,
STAFF COST - CONTROLLABLE (SC),,,ALL SMH,,,,,"11, 12, 16",,,,
FUEL (FU),,,SMH-08,,"27, 28(MH 200), 30, 31, 33, 36, 37, 38, 41, 46, 47, 60, 61, 72, 73, 74, 75, 99",,,,,,,
STOCK MATERIAL - OTHER THAN FUEL (STK),,,SMH<>08,,,,,27,,,,
NON STOCK MATERIAL (NSTK),,,ALL SMH,,,,,"28, 35, 64",,,,
CONTRACTUAL PAYMENTS (CP),,,ALL SMH,,,,,32,,,,
OTHER PUs (OP),,,ALL SMH,,,,PUs OTHER THAN ABOVE,,,,,
"",,,,,,,SMH,,,,,,
PRIMARY UNITS,,,,,,,,,,,,,
"",01,02,03,04,05,06,07,08,09,10,10N,11,TOTAL
BG,6742000,14578000,6283000,14450000,8147000,17939000,31797000,26115000,6820000,6553100,-531100,4290000,143183000
BG(SL),6522045,13707039,6068842,13574569,7747596,17281934,31084589,25229920,6418586,6183106,-531100,4290000,137577126
ACT,22438,256442,22293,48747,89187,227976,78460,1289741,166758,103763,50924,856,2357585
01 - CR COPPY,519477,1072461,364103,1000176,754257,1308840,1460940,1638685,423874,441108,596377,323055,9903353
ACT-COPPY,-497040,-816020,-341810,-951429,-665070,-1080864,-1382479,-348943,-257116,-337346,-545453,-322199,-7545768
BUD PROP,539045,1112510,501436,1077831,635695,1426219,1432033,2101470,433721,511406,4166,366944,10142476
ACT-BP,-516607,-856068,-479143,-1029084,-546508,-1198243,-1353573,-811729,-266963,-407643,46758,-366088,-7784891
BG,9387000,11633000,5019000,18596000,7820000,13241000,15230000,13621000,6445000,8425090,44910,3860000,113322000
BG(SL),9129372,11063681,4873230,17616659,7495303,13133722,14375950,13158100,6051407,8085609,44910,3860000,108887943
ACT,31249,71060,14792,31604,118289,44025,54760,534655,94470,-11766,48700,320,1032158
02 - ER COPPY,699294,810873,368189,1160015,640919,1090307,392499,1377723,390292,488768,128641,349322,7896842
ACT-COPPY,-668045,-739813,-353397,-1128411,-522630,-1046283,-337740,-843069,-295821,-500533,-79940,-349003,-6864684
BUD PROP,536300,916400,435200,1564400,636700,1210100,312000,1138300,361100,607000,2700,332500,8052700
ACT-BP,-505051,-845340,-420408,-1532796,-518411,-1166075,-257240,-603645,-266630,-618766,46000,-332180,-7020542
BG,9628000,18307000,9209000,22600000,9565000,20177000,48611000,29368000,10176000,12999172,-70172,6291000,196861000
BG(SL),9290500,17400800,9027337,21748895,9090900,19401296,47755100,28082700,9690400,12005372,-70172,6291000,189714128
ACT,59495,139159,36437,170049,104774,160745,91306,981715,408129,324668,384127,1484,2862088
03 - NR COPPY,762175,1426083,781361,1889257,808226,1627760,1911890,3006868,685626,727218,198375,491301,14316141
ACT-COPPY,-702680,-1286924,-744924,-1719208,-703452,-1467015,-1820584,-2025153,-277497,-402550,185752,-489816,-11454052
BUD PROP,..,..,..,..,..,..,..,..,..,..,..,..,..
ACT-BP,59495,139159,36437,170049,104774,160745,91306,981715,408129,324668,384127,1484,2862088
BG,4887000,7021000,1323000,6383000,3722000,5800000,13142000,6249000,3816000,4148199,-109199,2150000,58532000
BG(SL),4732297,6649827,1302204,6172905,3526116,5601955,12859683,6038419,3576592,4021788,-159199,2150000,56472587
ACT,15053,80616,1266,13824,38213,63302,44475,116155,171211,18476,11327,542,574460
04 - NER COPPY,363496,517450,33417,487411,268958,463869,673925,585961,234313,390319,-12055,160169,4167232
ACT-COPPY,-348443,-436834,-32151,-473586,-230746,-400567,-629450,-469805,-63102,-371843,23383,-159627,-3592772
BUD PROP,..,..,..,..,..,..,..,..,..,..,..,..,..
ACT-BP,15053,80616,1266,13824,38213,63302,44475,116155,171211,18476,11327,542,574460
BG,5200000,12067000,2452000,8803000,4072000,6499000,11462000,16308000,6159000,4862000,-50000,2550000,80384000
BG(SL),4902677,12428105,2375278,8588442,4002625,6122480,11040999,15347888,5782916,4415920,-50000,2550000,77507330
ACT,11757,142516,5316,27096,59461,138590,28483,160391,83901,70602,18389,1138,747643
05 - NFR COPPY,401669,868682,129072,555388,284888,543795,449560,1346512,362661,376511,16565,205379,5540681
ACT-COPPY,-389912,-726166,-123756,-528291,-225426,-405205,-421077,-1186120,-278759,-305909,1824,-204241,-4793038
BUD PROP,412737,921168,164139,671425,319897,493134,418122,1293653,431694,330572,..,212500,5669041
ACT-BP,-400980,-778652,-158823,-644329,-260436,-354544,-389639,-1133262,-347793,-259970,18389,-211362,-4921398
BG,7042000,11504000,4116000,13152000,6131000,10105000,23243000,15456000,7138000,5602938,446062,3780000,107716000
BG(SL),6846455,10847757,4010364,12619682,5764860,9796359,22689948,14932000,6699599,5316382,446062,3780000,103749468
ACT,14235,158341,33148,67098,-70871,211209,104662,1434193,156889,35068,237694,2238,2383903
06 - SR COPPY,502607,1060589,399426,1168514,111101,797829,637198,1382099,444172,376016,-145647,299412,7033315
ACT-COPPY,-488372,-902247,-366278,-1101417,-181972,-586620,-532536,52094,-287283,-340949,383341,-297173,-4649412
BUD PROP,..,..,..,..,..,..,..,..,..,..,..,..,..
ACT-BP,14235,158341,33148,67098,-70871,211209,104662,1434193,156889,35068,237694,2238,2383903
BG,7209000,12191000,4815000,13260000,5674000,11734000,18068000,14919000,7278000,5015000,-166000,2940000,102937000
BG(SL),6980600,11585800,4695920,12880397,5364200,11478311,17627600,14409000,6657200,4780200,-166000,2940000,99233228
ACT,22288,107602,94344,21303,52215,64562,33552,1016984,100366,54209,-1113,1685,1567997
07 - SER COPPY,528039,888855,464876,1210443,436413,886513,425521,1090983,483156,442843,69665,244722,7172031
ACT-COPPY,-505751,-781254,-370532,-1189140,-384198,-821951,-391970,-73999,-382790,-388634,-70778,-243038,-5604034
BUD PROP,587871,971968,375654,962864,425291,858193,964099,1250594,480404,397382,..,261751,7536071
ACT-BP,-565583,-864366,-281310,-941561,-373076,-793631,-930547,-233610,-380038,-343173,-1113,-260066,-5968074
BG,7244000,15079000,5366000,14971000,7502000,12801000,26262000,25640000,7146000,5726400,-258400,4000000,131479000
BG(SL),7039400,14207600,5298545,14490784,7200400,12098783,25549000,24714000,6601800,5455800,-258400,4000000,126397712
ACT,42973,183383,325180,186131,101363,136611,115723,731051,185316,123175,1868417,1638,4000961
08 - WR COPPY,568276,903723,496110,1271608,591910,944777,818306,2193442,515063,378729,38543,291747,9012234
ACT-COPPY,-525303,-720340,-170929,-1085477,-490547,-808167,-702583,-1462391,-329747,-255554,1829873,-290109,-5011273
BUD PROP,..,..,..,..,..,..,..,..,..,..,..,..,..
ACT-BP,42973,183383,325180,186131,101363,136611,115723,731051,185316,123175,1868417,1638,4000961
"",,,,,,,SMH,,,,,,
PRIMARY UNITS,,,,,,,,,,,,,
"",01,02,03,04,05,06,07,08,09,10,10N,11,TOTAL
BG,7149000,14289000,5159000,11409000,6187000,12859000,36033000,33903000,7039000,4645321,-493321,3660000,141839000
BG(SL),6937400,13318200,5073735,10920822,5796100,12344130,35450800,32723400,6408800,4306521,-493321,3660000,136446587
ACT,11441,151973,25028,40551,107708,145170,42322,1579463,164253,45015,-46175,386,2267134
09 - SCR COPPY,548553,1025017,520569,1027178,550695,1064406,1436435,1863358,446544,345414,20796,307353,9156317
ACT-COPPY,-537112,-873044,-495541,-986626,-442987,-919236,-1394113,-283895,-282291,-300399,-66972,-306967,-6889182
BUD PROP,570536,1145691,454850,897294,478886,1034526,1684023,2673990,415964,352529,30236,304879,10043404
ACT-BP,-559095,-993718,-429822,-856743,-371178,-889356,-1641701,-1094527,-251711,-307514,-76411,-304493,-7776270
BG,375000,294000,..,728000,562000,921000,708000,695000,155000,787000,-20000,180000,5385000
BG(SL),364387,261068,..,713017,527292,871424,688792,671000,147782,763300,-20000,180000,5168062
ACT,770,18,..,884,1225,13542,284,40212,1873,1427,..,..,60233
22 - MTPK COPPY,30774,15672,..,49282,35611,54229,51886,46730,8390,54947,10,13793,361324
ACT-COPPY,-30004,-15654,..,-48399,-34386,-40687,-51602,-6518,-6517,-53520,-10,-13793,-301090
BUD PROP,32434,..,..,..,..,..,..,..,..,..,..,..,32434
ACT-BP,-31664,18,..,884,1225,13542,284,40212,1873,1427,..,..,27799
BG,6018000,12016000,3606000,11217000,7954000,14001000,35325000,16176000,4692000,5548495,-471495,4230000,120312000
BG(SL),5958765,11328510,3598910,11063373,7713576,13318540,34418396,15625000,4427413,5176313,-471495,4230000,116387301
