Sr.No.,Challan No.,Scroll Date,Scroll No.,Scroll Amt
31858,947127,07-DEC-19,071219,3102
31859,721500,07-DEC-19,071219,2290
31860,17920,07-DEC-19,071219,820
31861,17921,07-DEC-19,071219,1320
31862,17978,07-DEC-19,071219,65477
31863,999825,07-DEC-19,071219,6200
31864,999787,07-DEC-19,071219,3995
31865,21950,07-DEC-19,071219,965
31866,592489,07-DEC-19,071219,5785
31867,592437,07-DEC-19,071219,1425
31868,15639,20-NOV-19,201119,1390
31869,15638,20-NOV-19,201119,1265
31870,43535,20-NOV-19,201119,21500
31871,43533,20-NOV-19,201119,251515
31872,43534,20-NOV-19,201119,195320
31873,43512,20-NOV-19,201119,190
31874,43513,20-NOV-19,201119,210
31875,18820,20-NOV-19,201119,405
31876,18821,20-NOV-19,201119,160
31877,18872,20-NOV-19,201119,82460
31878,18873,20-NOV-19,201119,35340
31879,993844,20-NOV-19,201119,315
31880,993845,20-NOV-19,201119,95
31881,8983937,20-NOV-19,201119,1830
31882,375372,20-NOV-19,201119,4445
31883,375126,20-NOV-19,201119,3435
31884,473118,20-NOV-19,201119,381945
31885,473119,20-NOV-19,201119,311975
31886,9545,30-NOV-19,301119,9545
31887,1998,30-NOV-19,301119,3263829
31888,993865,30-NOV-19,301119,970
31889,993866,30-NOV-19,301119,230
31890,8523,30-NOV-19,301119,1035
31891,8522,30-NOV-19,301119,595
31892,055462,30-NOV-19,301119,2420
31893,039934,30-NOV-19,301119,905
31894,A055462,30-NOV-19,301119,2490
31895,A039934,30-NOV-19,301119,435
31896,055461,30-NOV-19,301119,2170
31897,B055462,30-NOV-19,301119,1590
31898,039933,30-NOV-19,301119,925
31899,A039933,30-NOV-19,301119,775
31900,B039934,30-NOV-19,301119,2580
31901,C055462,30-NOV-19,301119,330
31902,40391,30-NOV-19,301119,6160
31903,21205,30-NOV-19,301119,29420
31904,J914371,30-NOV-19,301119,100000
31905,947117,30-NOV-19,301119,2960
31906,721493,30-NOV-19,301119,1145
31907,710381,03-DEC-19,031219,439511
31908,16119,03-DEC-19,031219,63430
31909,18693,03-DEC-19,031219,7775
31910,18794,03-DEC-19,031219,1510
31911,18772,03-DEC-19,031219,345538
31912,982686,03-DEC-19,031219,52400
31913,256153,03-DEC-19,031219,50000
31914,255708,03-DEC-19,031219,725
31915,256254,03-DEC-19,031219,1052968
31916,4722,03-DEC-19,031219,215
31917,4723,03-DEC-19,031219,70
31918,529308,03-DEC-19,031219,153425
31919,951333,03-DEC-19,031219,4255
31920,951282,03-DEC-19,031219,74370
31921,21631,03-DEC-19,031219,35438
31922,21632,03-DEC-19,031219,50022
31923,21537,03-DEC-19,031219,24290
31924,21636,03-DEC-19,031219,145
31925,21502,03-DEC-19,031219,105
31926,21588,03-DEC-19,031219,4005
31927,162070,03-DEC-19,031219,157840
31928,79883,03-DEC-19,031219,608715
31929,470831,03-DEC-19,031219,310
31930,384993,03-DEC-19,031219,5485
31931,160666,03-DEC-19,031219,102327
31932,217475,07-DEC-19,071219,156954
31933,217474,07-DEC-19,071219,87069
31934,217470,07-DEC-19,071219,204427
31935,217471,07-DEC-19,071219,45805
31936,217473,07-DEC-19,071219,84762
31937,19212,06-DEC-19,061219,25785
31938,18663,06-DEC-19,061219,6625
31939,12142,06-DEC-19,061219,6585
31940,982690,06-DEC-19,061219,35905
31941,638,06-DEC-19,061219,205
31942,17953,06-DEC-19,061219,11510
31943,A505728,06-DEC-19,061219,322780
31944,256304,06-DEC-19,061219,705
31945,255643,06-DEC-19,061219,786482
31946,529312,06-DEC-19,061219,194885
31947,951337,06-DEC-19,061219,1515
31948,951286,06-DEC-19,061219,94430
31949,21542,06-DEC-19,061219,22915
31950,21641,06-DEC-19,061219,18522
31951,21642,06-DEC-19,061219,335
31952,21591,06-DEC-19,061219,4030
31953,21507,06-DEC-19,061219,365
31954,967052,06-DEC-19,061219,50230
31955,433457,06-DEC-19,061219,244474
31956,433514,06-DEC-19,061219,29055
31957,162074,06-DEC-19,061219,50000
31958,162077,06-DEC-19,061219,648390
31959,160670,06-DEC-19,061219,64940
31960,1990,20-NOV-19,201119,6975769
31961,993855,20-NOV-19,201119,280
31962,993856,20-NOV-19,201119,175
31963,4040,20-NOV-19,201119,4040
31964,3225,20-NOV-19,201119,3225
31965,40380,20-NOV-19,201119,8111
31966,40381,20-NOV-19,201119,4270
31967,A914372,20-NOV-19,201119,513360
31968,B914372,20-NOV-19,201119,730000
31969,C914372,20-NOV-19,201119,30660
31970,2065,30-NOV-19,301119,2065
31971,2070,30-NOV-19,301119,2070
31972,3250,30-NOV-19,301119,3250
31973,8681,30-NOV-19,301119,8681
31974,999781,30-NOV-19,301119,3560
31975,999820,30-NOV-19,301119,9995
31976,21942,30-NOV-19,301119,715
31977,592430,30-NOV-19,301119,1700
31978,592482,30-NOV-19,301119,4125
31979,15828,30-NOV-19,301119,1450
31980,15853,30-NOV-19,301119,29705
31981,16210,02-DEC-19,021219,28490
31982,19207,02-DEC-19,021219,6680
31983,12140,02-DEC-19,021219,4150
31984,18793,02-DEC-19,021219,900
31985,18771,02-DEC-19,021219,315655
31986,982685,02-DEC-19,021219,65175
31987,591258,03-DEC-19,031219,2775
31988,578199,03-DEC-19,031219,4900
31989,15807,03-DEC-19,031219,1591
31990,40261,03-DEC-19,031219,8638
31991,40211,03-DEC-19,031219,28727
31992,49435,03-DEC-19,031219,49435
31993,58595,03-DEC-19,031219,58595
31994,5474350,06-DEC-19,061219,146862
31995,591261,06-DEC-19,061219,2610
31996,29202,06-DEC-19,061219,326
31997,29313,06-DEC-19,061219,61116
31998,967418,06-DEC-19,061219,330
31999,951317,06-DEC-19,061219,295
32000,40264,06-DEC-19,061219,15300
32001,40214,06-DEC-19,061219,38973
32002,44705,06-DEC-19,061219,44705
32003,947107,20-NOV-19,201119,3150
32004,A947105,20-NOV-19,201119,2380
32005,721483,20-NOV-19,201119,2565
32006,721482,20-NOV-19,201119,2065
32007,15596,20-NOV-19,201119,715
32008,17907,20-NOV-19,201119,1455
32009,17908,20-NOV-19,201119,1360
32010,A505670,20-NOV-19,201119,11520
32011,4335,20-NOV-19,201119,4335
32012,5060,20-NOV-19,201119,5060
32013,30675,20-NOV-19,201119,30675
32014,255766,02-DEC-19,021219,515
32015,255677,02-DEC-19,021219,11341
32016,256162,02-DEC-19,021219,595174
32017,951332,02-DEC-19,021219,5370
32018,951281,02-DEC-19,021219,65000
32019,98761,02-DEC-19,021219,259605
32020,21629,02-DEC-19,021219,3308
32021,21536,02-DEC-19,021219,24665
32022,21633,02-DEC-19,021219,225
32023,21634,02-DEC-19,021219,15750
32024,21501,02-DEC-19,021219,425
32025,21587,02-DEC-19,021219,3245
32026,470830,02-DEC-19,021219,2075
32027,160665,02-DEC-19,021219,84985
32028,966399,02-DEC-19,021219,50000
32029,6148,02-DEC-19,021219,679019
32030,578198,02-DEC-19,021219,2475
32031,591257,02-DEC-19,021219,26625
32032,64705,03-DEC-19,031219,64705
32033,4420,03-DEC-19,031219,4420
32034,255618,03-DEC-19,031219,81285
32035,43980,03-DEC-19,031219,85920
32036,15651,03-DEC-19,031219,690
32037,43525,03-DEC-19,031219,340
32038,43576,03-DEC-19,031219,173235
32039,38305,03-DEC-19,031219,4300
32040,38185,03-DEC-19,031219,1265
32041,38269,03-DEC-19,031219,1600
32042,38369,03-DEC-19,031219,43990
32043,38431,03-DEC-19,031219,3230
32044,12305,03-DEC-19,031219,4935
32045,38490,03-DEC-19,031219,285
32046,4355,06-DEC-19,061219,4355
32047,39505,06-DEC-19,061219,16600
32048,43985,06-DEC-19,061219,118940
32049,43552,06-DEC-19,061219,400
32050,38308,06-DEC-19,061219,3600
32051,38274,06-DEC-19,061219,1940
32052,38189,06-DEC-19,061219,1755
32053,38364,06-DEC-19,061219,34620
32054,12309,06-DEC-19,061219,4385
32055,38434,06-DEC-19,061219,635
32056,38494,06-DEC-19,061219,875
32057,473135,06-DEC-19,061219,491359
32058,247057,06-DEC-19,061219,578940
32059,10135,06-DEC-19,061219,10135
32060,152180,06-DEC-19,061219,152180
32061,999812,20-NOV-19,201119,29990
32062,5636,20-NOV-19,201119,7615
32063,21931,20-NOV-19,201119,645
32064,21932,20-NOV-19,201119,580
32065,A806482,20-NOV-19,201119,41680
32066,981001,20-NOV-19,201119,71800
32067,IKOC9090388,20-NOV-19,201119,1585307
32068,18216,28-NOV-19,281119,11805
32069,12136,28-NOV-19,281119,10010
32070,18790,28-NOV-19,281119,635
32071,18768,28-NOV-19,281119,397115
32072,12137,28-NOV-19,281119,4405
32073,A982681,28-NOV-19,281119,86265
32074,76004,02-DEC-19,021219,4429
32075,29036,02-DEC-19,021219,1210
32076,67464,02-DEC-19,021219,79030
32077,967413,02-DEC-19,021219,650
32078,135,02-DEC-19,021219,135
32079,15806,02-DEC-19,021219,1140
32080,40260,02-DEC-19,021219,10291
32081,40210,02-DEC-19,021219,27654
32082,39425,02-DEC-19,021219,39425
32083,5970,02-DEC-19,021219,5970
32084,43979,02-DEC-19,021219,91370
32085,473131,03-DEC-19,031219,360700
32086,247053,03-DEC-19,031219,422350
32087,A110200,03-DEC-19,031219,5000
32088,B110200,03-DEC-19,031219,400000
32089,C110200,03-DEC-19,031219,900000
32090,993868,03-DEC-19,031219,395
32091,20000,03-DEC-19,031219,3329072
32092,993646,03-DEC-19,031219,660
32093,626966,03-DEC-19,031219,14775
32094,626014,03-DEC-19,031219,55
32095,8524,03-DEC-19,031219,830
32096,8525,03-DEC-19,031219,835
32097,0554624,03-DEC-19,031219,1650
32098,0554625,03-DEC-19,031219,1370
32099,0399343,03-DEC-19,031219,1045
32100,0399345,03-DEC-19,031219,620
32101,0554676,03-DEC-19,031219,1961
32102,0399344,03-DEC-19,031219,865
32103,21206,03-DEC-19,031219,21090
32104,40393,03-DEC-19,031219,5960
32105,40392,03-DEC-19,031219,6325
32106,21207,03-DEC-19,031219,31740
32107,993578,06-DEC-19,061219,2876395
32108,993872,06-DEC-19,061219,375
32109,266054,06-DEC-19,061219,50
32110,44804,06-DEC-19,061219,2855
32111,38409,06-DEC-19,061219,5000
32112,38408,06-DEC-19,061219,14350
32113,0399347,06-DEC-19,061219,860
32114,947123,06-DEC-19,061219,2595
32115,721497,06-DEC-19,061219,2575
32116,721496,06-DEC-19,061219,2305
32117,721498,06-DEC-19,061219,2220
32118,721499,06-DEC-19,061219,2445
32119,17977,06-DEC-19,061219,36721
32120,10350,06-DEC-19,061219,10350
32121,2595,06-DEC-19,061219,2595
32122,21949,06-DEC-19,061219,415
32123,A113030,28-NOV-19,281119,10760
32124,255934,28-NOV-19,281119,845
32125,255678,28-NOV-19,281119,707474
32126,951329,28-NOV-19,281119,2985
32127,951278,28-NOV-19,281119,71760
32128,319021,28-NOV-19,281119,107865
32129,A319021,28-NOV-19,281119,255270
32130,21533,28-NOV-19,281119,4000
32131,31625,28-NOV-19,281119,430
32132,21532,28-NOV-19,281119,24385
32133,14723,28-NOV-19,281119,255
32134,21584,28-NOV-19,281119,4045
32135,433449,28-NOV-19,281119,143193
32136,433506,28-NOV-19,281119,41615
32137,3494179,28-NOV-19,281119,341950
32138,160662,28-NOV-19,281119,82530
32139,578195,28-NOV-19,281119,4820
32140,591254,28-NOV-19,281119,4585
32141,15650,02-DEC-19,021219,780
32142,43549,02-DEC-19,021219,7950
32143,43550,02-DEC-19,021219,398
32144,43524,02-DEC-19,021219,420
32145,43548,02-DEC-19,021219,191660
32146,38184,02-DEC-19,021219,765
32147,38304,02-DEC-19,021219,1860
32148,38268,02-DEC-19,021219,328
32149,38359,02-DEC-19,021219,32830
32150,38430,02-DEC-19,021219,1950
32151,12304,02-DEC-19,021219,3395
32152,38489,02-DEC-19,021219,380
32153,473130,02-DEC-19,021219,378803
32154,247052,02-DEC-19,021219,414237
32155,8485,02-DEC-19,021219,8485
32156,126487,02-DEC-19,021219,126487
32157,A990594,02-DEC-19,021219,6144
32158,B990594,02-DEC-19,021219,76950
32159,1999,02-DEC-19,021219,2698763
32160,993867,02-DEC-19,021219,745
32161,993645,02-DEC-19,021219,850
32162,947119,03-DEC-19,031219,3762
32163,1950,03-DEC-19,031219,1950
32164,2090,03-DEC-19,031219,2090
32165,88089,03-DEC-19,031219,8690
32166,999783,03-DEC-19,031219,3345
32167,999822,03-DEC-19,031219,4705
32168,21944,03-DEC-19,031219,770
32169,592432,03-DEC-19,031219,14310
32170,592484,03-DEC-19,031219,4375
32171,15855,03-DEC-19,031219,32440
32172,15830,03-DEC-19,031219,2040
32173,21589,04-DEC-19,041219,6760
32174,21504,04-DEC-19,041219,390
32175,21505,04-DEC-19,041219,320
32176,162073,04-DEC-19,041219,660705
32177,A162073,04-DEC-19,041219,692230
32178,349185,04-DEC-19,041219,231850
32179,160667,04-DEC-19,041219,190075
32180,592488,06-DEC-19,061219,7425
32181,592436,06-DEC-19,061219,1595
32182,48065,06-DEC-19,061219,690
32183,48086,06-DEC-19,061219,760
32184,48069,06-DEC-19,061219,52931
32185,IKOC9137968,06-DEC-19,061219,888182
32186,IKOC9138143,06-DEC-19,061219,475983
32187,217479,06-DEC-19,061219,39252
32188,217481,06-DEC-19,061219,149261
32189,217468,06-DEC-19,061219,35074
32190,18478,10-DEC-19,101219,40580
32191,982693,10-DEC-19,101219,57240
32192,17956,10-DEC-19,101219,26137
32193,A504034,10-DEC-19,101219,417286
32194,A505731,10-DEC-19,101219,390716
32195,256226,10-DEC-19,101219,390
32196,256458,10-DEC-19,101219,988483
32197,529315,10-DEC-19,101219,142800
32198,951340,10-DEC-19,101219,4415
32199,951288,10-DEC-19,101219,64145
32200,21545,10-DEC-19,101219,19515
32201,21648,10-DEC-19,101219,380
32202,21649,10-DEC-19,101219,23153
32203,29301,28-NOV-19,281119,74975
32204,29302,28-NOV-19,281119,65940
32205,29303,28-NOV-19,281119,78535
32206,29304,28-NOV-19,281119,131120
32207,52265,28-NOV-19,281119,52265
32208,15803,28-NOV-19,281119,1715
32209,992217,28-NOV-19,281119,5063
32210,40207,28-NOV-19,281119,50305
32211,40257,28-NOV-19,281119,18168
32212,80140,28-NOV-19,281119,80140
32213,5780,28-NOV-19,281119,5780
32214,256016,28-NOV-19,281119,87105
32215,3420,02-DEC-19,021219,3420
32216,7660,02-DEC-19,021219,7660
32217,301730,02-DEC-19,021219,1510
32218,947118,02-DEC-19,021219,43870
32219,721494,02-DEC-19,021219,1080
32220,17917,02-DEC-19,021219,655
32221,17916,02-DEC-19,021219,700
32222,999821,02-DEC-19,021219,4925
32223,999782,02-DEC-19,021219,3540
32224,21943,02-DEC-19,021219,855
32225,592431,02-DEC-19,021219,1060
32226,592483,02-DEC-19,021219,4540
32227,15854,02-DEC-19,021219,35015
32228,15829,02-DEC-19,021219,1350
32229,A886105,04-DEC-19,041219,1000
32230,578200,04-DEC-19,041219,8805
32231,591259,04-DEC-19,041219,3507
32232,29308,04-DEC-19,041219,70105
32233,29309,04-DEC-19,041219,56460
32234,29310,04-DEC-19,041219,13960
32235,29311,04-DEC-19,041219,75985
32236,957055,10-DEC-19,101219,12860
32237,21510,10-DEC-19,101219,420
32238,21594,10-DEC-19,101219,2915
32239,162080,10-DEC-19,101219,9075
32240,A162080,10-DEC-19,101219,528490
32241,160673,10-DEC-19,101219,77724
32242,29205,10-DEC-19,101219,2195
32243,535140,10-DEC-19,101219,10080
32244,591264,10-DEC-19,101219,9035
32245,947028,10-DEC-19,101219,365
32246,29316,10-DEC-19,101219,66496
32247,9531320,10-DEC-19,101219,40
32248,38124,10-DEC-19,101219,100
32249,43975,28-NOV-19,281119,13750
32250,43974,28-NOV-19,281119,84560
32251,43976,28-NOV-19,281119,8375
32252,15647,28-NOV-19,281119,1200
32253,43544,28-NOV-19,281119,25000
32254,43521,28-NOV-19,281119,530
32255,43545,28-NOV-19,281119,227605
32256,38301,28-NOV-19,281119,4005
32257,38181,28-NOV-19,281119,995
32258,38266,28-NOV-19,281119,1335
32259,38356,28-NOV-19,281119,29885
32260,12301,28-NOV-19,281119,4810
32261,38427,28-NOV-19,281119,3875
32262,38486,28-NOV-19,281119,395
32263,473127,28-NOV-19,281119,395080
32264,16026,28-NOV-19,281119,16026
32265,162761,28-NOV-19,281119,162761
32266,110198,28-NOV-19,281119,50000
32267,IKOC9128983,02-DEC-19,021219,2063549
32268,IKOC9129697,02-DEC-19,021219,1352660
32269,IKOC9130952,03-DEC-19,031219,912610
32270,IKOC9130797,03-DEC-19,031219,1056216
32271,29201,05-DEC-19,051219,2415
32272,591260,05-DEC-19,051219,3273
32273,38120,05-DEC-19,051219,220
32274,967417,05-DEC-19,051219,980
32275,951316,05-DEC-19,051219,180
32276,967415,04-DEC-19,041219,775
32277,967416,04-DEC-19,041219,760
32278,951315,04-DEC-19,041219,345
32279,951314,04-DEC-19,041219,145
32280,2936,04-DEC-19,041219,230
32281,15809,04-DEC-19,041219,1110
32282,15603,04-DEC-19,041219,1370
32283,40262,04-DEC-19,041219,22474
32284,40212,04-DEC-19,041219,55102
32285,41590,04-DEC-19,041219,41590
32286,59365,04-DEC-19,041219,59365
32287,36505,04-DEC-19,041219,5125
32288,26751,04-DEC-19,041219,86955
32289,A26751,04-DEC-19,041219,81005
32290,256204,04-DEC-19,041219,88490
32291,255516,04-DEC-19,041219,46690
32292,255594,04-DEC-19,041219,500
32293,262526,04-DEC-19,041219,345
32294,8203,10-DEC-19,101219,4010
32295,202,10-DEC-19,101219,2625
32296,203,10-DEC-19,101219,698
32297,40267,10-DEC-19,101219,26101
32298,40217,10-DEC-19,101219,35480
32299,58395,10-DEC-19,101219,58395
32300,39508,10-DEC-19,101219,13970
32301,43988,10-DEC-19,101219,104990
32302,43989,10-DEC-19,101219,7250
32303,937246,10-DEC-19,101219,1090
32304,937247,10-DEC-19,101219,60
32305,15653,10-DEC-19,101219,83
32306,43555,10-DEC-19,101219,150
32307,43588,10-DEC-19,101219,177665
32308,38277,10-DEC-19,101219,1755
32309,38192,10-DEC-19,101219,865
32310,38311,10-DEC-19,101219,4530
32311,38367,10-DEC-19,101219,34425
32312,12312,10-DEC-19,101219,3885
32313,A990591,28-NOV-19,281119,17388
32314,1996,28-NOV-19,281119,3331796
32315,9795049,28-NOV-19,281119,2955
32316,21203,28-NOV-19,281119,25363
32317,40389,28-NOV-19,281119,9085
32318,947115,28-NOV-19,281119,3625
32319,721490,28-NOV-19,281119,2555
32320,721488,28-NOV-19,281119,2510
32321,721489,28-NOV-19,281119,2965
32322,721491,28-NOV-19,281119,2330
32323,A560668,28-NOV-19,281119,167434
32324,A560667,28-NOV-19,281119,55970
32325,17913,28-NOV-19,281119,2430
32326,7035,28-NOV-19,281119,7035
32327,15810,05-DEC-19,051219,3430
32328,40263,05-DEC-19,051219,33302
32329,40213,05-DEC-19,051219,46764
32330,53650,05-DEC-19,051219,53650
32331,83900,05-DEC-19,051219,83900
32332,174682,05-DEC-19,051219,99470
32333,39504,05-DEC-19,051219,10230
32334,43984,05-DEC-19,051219,123025
32335,43551,05-DEC-19,051219,200
32336,43582,05-DEC-19,051219,226055
32337,38307,05-DEC-19,051219,3500
32338,38188,05-DEC-19,051219,535
32339,38279,05-DEC-19,051219,1385
32340,38363,05-DEC-19,051219,18575
32341,38493,05-DEC-19,051219,425
32342,12308,05-DEC-19,051219,6525
32343,38433,05-DEC-19,051219,1490
32344,39502,04-DEC-19,041219,23295
32345,39503,04-DEC-19,041219,5835
32346,43981,04-DEC-19,041219,191425
32347,43982,04-DEC-19,041219,9750
32348,43983,04-DEC-19,041219,170845
32349,15652,04-DEC-19,041219,1015
32350,43578,04-DEC-19,041219,75
32351,43579,04-DEC-19,041219,310
32352,43587,04-DEC-19,041219,208370
32353,43581,04-DEC-19,041219,227300
32354,12307,04-DEC-19,041219,5125
32355,12306,04-DEC-19,041219,5085
32356,38432,04-DEC-19,041219,3230
32357,38491,04-DEC-19,041219,185
32358,38492,04-DEC-19,041219,340
32359,38437,10-DEC-19,101219,2035
32360,38497,10-DEC-19,101219,145
32361,473138,10-DEC-19,101219,336890
32362,247060,10-DEC-19,101219,470225
32363,8270,10-DEC-19,101219,8270
32364,993581,10-DEC-19,101219,2955342
32365,266910,10-DEC-19,101219,120
32366,44807,10-DEC-19,101219,715
32367,1560,10-DEC-19,101219,1560
32368,21214,10-DEC-19,101219,21305
32369,40400,10-DEC-19,101219,5820
32370,21940,28-NOV-19,281119,1225
32371,31006,28-NOV-19,281119,8885
32372,592480,28-NOV-19,281119,6020
32373,592428,28-NOV-19,281119,1465
32374,15851,28-NOV-19,281119,58450
32375,15826,28-NOV-19,281119,1500
32376,217465,28-NOV-19,281119,48710
32377,217467,28-NOV-19,281119,239850
32378,217466,28-NOV-19,281119,31128
32379,18941,29-NOV-19,291119,9795
32380,16201,29-NOV-19,291119,9100
32381,12138,29-NOV-19,291119,2840
32382,18769,29-NOV-19,291119,585896
32383,18791,29-NOV-19,291119,5970
32384,982682,29-NOV-19,291119,77330
32385,255682,29-NOV-19,291119,630
32386,256176,29-NOV-19,291119,728757
32387,473134,05-DEC-19,051219,485570
32388,247056,05-DEC-19,051219,629130
32389,A777845,05-DEC-19,051219,12455
32390,139682,05-DEC-19,051219,139682
32391,2155,05-DEC-19,051219,2155
32392,993577,05-DEC-19,051219,3694924
32393,265772,05-DEC-19,051219,65
32394,40396,05-DEC-19,051219,2420
32395,21210,05-DEC-19,051219,33730
32396,947122,05-DEC-19,051219,3355
32397,3740,05-DEC-19,051219,3740
32398,247054,04-DEC-19,041219,449481
32399,247055,04-DEC-19,041219,408530
32400,473133,04-DEC-19,041219,302290
32401,473132,04-DEC-19,041219,334144
32402,17165,04-DEC-19,041219,17165
32403,119632,04-DEC-19,041219,119632
32404,993576,04-DEC-19,041219,5673501
32405,993871,04-DEC-19,041219,240
32406,993870,04-DEC-19,041219,415
32407,476,10-DEC-19,101219,3440
32408,947129,10-DEC-19,101219,2325
32409,17922,10-DEC-19,101219,1130
32410,17923,10-DEC-19,101219,800
32411,17980,10-DEC-19,101219,65410
32412,2865,10-DEC-19,101219,2865
32413,3595,10-DEC-19,101219,3595
32414,42152,10-DEC-19,101219,525
32415,592491,10-DEC-19,101219,5820
32416,592439,10-DEC-19,101219,1065
32417,548116,10-DEC-19,101219,1725
32418,548189,10-DEC-19,101219,710
32419,548149,10-DEC-19,101219,30865
32420,217489,10-DEC-19,101219,49876
32421,438697,29-NOV-19,291119,438697
32422,951330,29-NOV-19,291119,2705
32423,951279,29-NOV-19,291119,84440
32424,981762,29-NOV-19,291119,252020
32425,981893,29-NOV-19,291119,3520
32426,21628,29-NOV-19,291119,2048
32427,21534,29-NOV-19,291119,23220
32428,21627,29-NOV-19,291119,610
32429,21585,29-NOV-19,291119,3740
32430,14724,29-NOV-19,291119,335
32431,433450,29-NOV-19,291119,243153
32432,433507,29-NOV-19,291119,26695
32433,160663,29-NOV-19,291119,87520
32434,24087,29-NOV-19,291119,6745
32435,578196,29-NOV-19,291119,3015
32436,591255,29-NOV-19,291119,3665
32437,992343,29-NOV-19,291119,900
32438,21948,05-DEC-19,051219,460
32439,592487,05-DEC-19,051219,5650
32440,592435,05-DEC-19,051219,1745
32441,48097,05-DEC-19,051219,42726
32442,48098,05-DEC-19,051219,430
32443,48077,05-DEC-19,051219,695
32444,IKOC9136408,05-DEC-19,051219,5521588
32445,217469,05-DEC-19,051219,57113
32446,217472,05-DEC-19,051219,24591
32447,255531,13-DEC-19,131219,50000
32448,256265,13-DEC-19,131219,659961
32449,590578,13-DEC-19,131219,298466
32450,42164,21-DEC-19,211219,420
32451,592401,21-DEC-19,211219,780
32452,592453,21-DEC-19,211219,3000
32453,A674376,21-DEC-19,211219,41911
32454,18368,27-DEC-19,271219,3530
32455,18083,27-DEC-19,271219,3815
32456,953830,27-DEC-19,271219,1270
32457,953831,27-DEC-19,271219,3180
32458,953832,27-DEC-19,271219,595
32459,A983709,27-DEC-19,271219,21070
32460,986805,27-DEC-19,271219,4723823
32461,255637,27-DEC-19,271219,425
32462,986870,27-DEC-19,271219,624543
32463,590591,27-DEC-19,271219,222366
32464,529232,27-DEC-19,271219,117425
32465,951255,27-DEC-19,271219,46630
32466,967107,27-DEC-19,271219,6485
32467,951448,27-DEC-19,271219,190
32468,967068,27-DEC-19,271219,16975
32469,967133,27-DEC-19,271219,4130
32470,21523,27-DEC-19,271219,485
32471,142351,27-DEC-19,271219,142351
32472,44735,27-DEC-19,271219,44735
32473,1525000,27-DEC-19,271219,1525000
32474,429758,27-DEC-19,271219,425300
32475,470838,27-DEC-19,271219,2315
32476,385000,27-DEC-19,271219,5165
32477,160691,30-DEC-19,301219,318714
32478,A896188,30-DEC-19,301219,10
32479,86661,30-DEC-19,301219,91840
32480,A86661,30-DEC-19,301219,80170
32481,4322,30-DEC-19,301219,121280
32482,4321,30-DEC-19,301219,142334
32483,949382,30-DEC-19,301219,74750
32484,949383,30-DEC-19,301219,59257
32485,29219,30-DEC-19,301219,3455
32486,A947045,30-DEC-19,301219,600
32487,947047,30-DEC-19,301219,280
32488,43994,16-DEC-19,161219,223845
32489,15658,16-DEC-19,161219,945
32490,43595,16-DEC-19,161219,217930
32491,43560,16-DEC-19,161219,205
32492,38315,16-DEC-19,161219,4775
32493,38196,16-DEC-19,161219,970
32494,38281,16-DEC-19,161219,1230
32495,38372,16-DEC-19,161219,37780
32496,543776,16-DEC-19,161219,260
32497,12316,16-DEC-19,161219,5305
32498,38441,16-DEC-19,161219,3190
32499,247065,16-DEC-19,161219,543448
32500,473143,16-DEC-19,161219,489695
32501,9795,16-DEC-19,161219,9795
32502,140892,16-DEC-19,161219,140892
32503,993585,16-DEC-19,161219,2759287
32504,18709,31-DEC-19,311219,7780
32505,21195,31-DEC-19,311219,4890
32506,496,31-DEC-19,311219,1040
32507,947149,31-DEC-19,311219,1470
32508,17994,31-DEC-19,311219,31613
32509,355,31-DEC-19,311219,355
32510,185,31-DEC-19,311219,185
32511,25663,31-DEC-19,311219,1505
32512,25650,31-DEC-19,311219,192995
32513,986179,31-DEC-19,311219,1660
32514,38230,31-DEC-19,311219,18660
32515,999843,31-DEC-19,311219,2695
32516,4233,30-DEC-19,301219,34075
32517,4234,30-DEC-19,301219,19065
32518,681104,30-DEC-19,301219,20715
32519,681105,30-DEC-19,301219,32000
32520,475030,30-DEC-19,301219,840
32521,8217,30-DEC-19,301219,6420
32522,310,30-DEC-19,301219,4230
32523,311,30-DEC-19,301219,1330
32524,312,30-DEC-19,301219,100
32525,40306,30-DEC-19,301219,47547
32526,40318,30-DEC-19,301219,35563
32527,41020,30-DEC-19,301219,41020
32528,25150,30-DEC-19,301219,25150
32529,53610,30-DEC-19,301219,53610
32530,174272,30-DEC-19,301219,66480
32531,174517,30-DEC-19,301219,58980
32532,44753,30-DEC-19,301219,1660
32533,15671,30-DEC-19,301219,400
32534,15672,30-DEC-19,301219,440
32535,43615,30-DEC-19,301219,188905
32536,43616,30-DEC-19,301219,184108
32537,43574,30-DEC-19,301219,305
32538,43573,30-DEC-19,301219,70
32539,38292,30-DEC-19,301219,2855
32540,38006,30-DEC-19,301219,1780
32541,A947885,30-DEC-19,301219,29240
32542,44811,16-DEC-19,161219,935
32543,44812,16-DEC-19,161219,485
32544,21218,16-DEC-19,161219,26695
32545,21219,16-DEC-19,161219,40040
32546,21180,16-DEC-19,161219,6125
32547,21179,16-DEC-19,161219,6480
32548,481,16-DEC-19,161219,2710
32549,947134,16-DEC-19,161219,4136
32550,17983,16-DEC-19,161219,60665
32551,42172,31-DEC-19,311219,150
32552,592461,31-DEC-19,311219,2540
32553,592409,31-DEC-19,311219,620
32554,653482,31-DEC-19,311219,32380
32555,653432,31-DEC-19,311219,1102
32556,29317,12-DEC-19,121219,47990
32557,29318,12-DEC-19,121219,56185
