Sr.No.,Challan No.,Scroll Date,Scroll No.,Scroll Amt,Match,Match_Num,Chalan_Dates
633,6415,25-09-2017,250917,6415,,0,
634,69393,09-10-2017,91017,2103,,0,
635,69394,09-10-2017,91017,3897,,0,
636,40862,09-10-2017,91017,7157,,0,
637,40863,09-10-2017,91017,5785,,0,
638,16355,05-10-2017,51017,16355,,0,
639,3545,24-10-2017,241017,3545,,0,
640,3566,16-10-2017,161017,3566,,0,
641,37195,16-10-2017,161017,81336,,0,
642,20035,27-10-2017,271017,43495,,0,
643,26240,24-10-2017,241017,1170,,0,
644,2480,17-10-2017,171017,2480,,0,
645,5435,25-10-2017,251017,163100,,0,
646,1230,25-10-2017,251017,1230,,0,
647,7110,26-10-2017,261017,4255,,0,
648,5300,06-11-2017,61117,5300,,0,
649,7081,25-10-2017,251017,19655,,0,
650,7109,25-10-2017,251017,10440,,0,
651,40875,24-10-2017,241017,5810,,0,
652,6452,24-10-2017,241017,60991,,0,
653,1745,25-10-2017,251017,1745,,0,
654,22353,25-10-2017,251017,1990,,0,
655,2365,06-11-2017,61117,2365,,0,
656,20036,30-10-2017,301017,32150,,0,
657,40868,16-10-2017,161017,6170,,0,
658,40869,16-10-2017,161017,6180,,0,
659,37200,21-10-2017,211017,89616,,0,
660,5440,31-10-2017,311017,151418,,0,
661,2175,31-10-2017,311017,2175,,0,
662,54207,17-10-2017,171017,4917,,0,
663,40870,17-10-2017,171017,5180,,0,
664,12485,17-10-2017,171017,1915,,0,
665,15401,25-10-2017,251017,15401,,0,
666,360,26-10-2017,261017,360,,0,
667,6400,26-10-2017,261017,6400,,0,
668,40874,21-10-2017,211017,5980,,0,
669,40873,18-10-2017,181017,5246,,0,
670,40872,18-10-2017,181017,4850,,0,
671,40871,18-10-2017,181017,6260,,0,
672,6323,18-10-2017,181017,67615,,0,
673,6324,18-10-2017,181017,67081,,0,
674,6451,21-10-2017,211017,68120,,0,
675,17720,07-11-2017,71117,17720,,0,
676,10005,30-10-2017,301017,10005,,0,
677,22361,01-11-2017,11117,3590,,0,
678,35855,09-11-2017,91117,35855,,0,
679,2895,16-11-2017,161117,2895,,0,
680,36700,02-11-2017,21117,36700,,0,
681,5635,02-11-2017,21117,5635,,0,
682,440,16-11-2017,161117,2510,,0,
683,5790,23-11-2017,231117,5790,,0,
684,6975,01-11-2017,11117,3755,,0,
685,2220,20-11-2017,201117,2220,,0,
686,6365,17-11-2017,171117,6365,,0,
687,625,08-11-2017,81117,625,,0,
688,255,13-11-2017,131117,2080,,0,
689,9260,20-11-2017,201117,79581,,0,
690,9259,20-11-2017,201117,6581,,0,
691,7030,13-11-2017,131117,7030,,0,
692,260,20-11-2017,201117,2305,,0,
693,427,03-11-2017,31117,1990,,0,
694,9255,17-11-2017,171117,106553,,0,
695,435,13-11-2017,131117,1910,,0,
696,5720,10-11-2017,101117,5720,,0,
697,5400,15-11-2017,151117,47130,,0,
698,1475,10-11-2017,101117,1475,,0,
699,6450,10-11-2017,101117,6450,,0,
700,46688,12-12-2017,121217,725,,0,
701,2615,21-11-2017,211117,2615,,0,
702,20048,09-11-2017,91117,22720,,0,
703,31500,21-11-2017,211117,5930,,0,
704,6473,10-11-2017,101117,111731,,0,
705,430,08-11-2017,81117,9875,,0,
706,14156,15-11-2017,151117,14156,,0,
707,439,15-11-2017,151117,1715,,0,
708,9258,18-11-2017,181117,118452,,0,
709,4170,20-11-2017,201117,4170,,0,
710,20045,08-11-2017,81117,37190,,0,
711,66294,29-11-2017,291117,81130,,0,
712,66296,29-11-2017,291117,54145,,0,
713,30,21-11-2017,211117,1150,,0,
714,840,07-12-2017,71217,840,,0,
715,450,28-11-2017,281117,11355,,0,
716,11858,14-12-2017,141217,53461,,0,
717,220,05-12-2017,51217,11908,,0,
718,9275,30-11-2017,301117,14530,,0,
719,20594,02-12-2017,21217,20594,,0,
720,5705,07-12-2017,71217,5705,,0,
721,16126,08-12-2017,81217,16126,,0,
722,22217,29-11-2017,291117,113140,,0,
723,14760,29-11-2017,291117,14760,,0,
724,60,02-12-2017,21217,60,,0,
725,8700,07-12-2017,71217,8700,,0,
726,22218,30-11-2017,301117,125188,,0,
727,300,24-01-2018,240118,5010,,0,
728,46681,05-12-2017,51217,1665,,0,
729,6445,27-11-2017,271117,6445,,0,
730,5315,11-12-2017,111217,221885,,0,
731,12082,06-12-2017,61217,728542,,0,
732,448,24-11-2017,241117,2965,,0,
733,39428,12-12-2017,121217,4853,,0,
734,46682,06-12-2017,61217,1205,,0,
735,46683,06-12-2017,61217,2075,,0,
736,46684,06-12-2017,61217,1445,,0,
737,45,06-12-2017,61217,2200,,0,
738,46,06-12-2017,61217,1450,,0,
739,6275,28-11-2017,281117,6275,,0,
740,67178,21-11-2017,211117,7418,,0,
741,9272,28-11-2017,281117,7565,,0,
742,9273,28-11-2017,281117,73136,,0,
743,9262,21-11-2017,211117,102451,,0,
744,270,02-12-2017,21217,7655,,0,
745,46679,02-12-2017,21217,1070,,0,
746,46680,02-12-2017,21217,1435,,0,
747,670,20-12-2017,201217,14565,,0,
748,275,11-12-2017,111217,3235,,0,
749,46687,11-12-2017,111217,875,,0,
750,2500,11-12-2017,111217,2500,,0,
751,46678,30-11-2017,301117,1190,,0,
752,46677,30-11-2017,301117,990,,0,
753,4475,22-12-2017,221217,4475,,0,
754,20305,19-12-2017,191217,5470,,0,
755,1455,16-12-2017,161217,2075,,0,
756,79778,18-12-2017,181217,960,,0,
757,1470,05-01-2018,50118,1990,,0,
758,1160,26-12-2017,261217,1160,,0,
759,79782,22-12-2017,221217,1305,,0,
760,4950,19-12-2017,191217,4950,,0,
761,79786,29-12-2017,291217,830,,0,
762,7253,13-12-2017,131217,120490,,0,
763,455,15-12-2017,151217,3130,,0,
764,46695,18-12-2017,181217,780,,0,
765,20304,18-12-2017,181217,3510,,0,
766,79785,28-12-2017,281217,4605,,0,
767,5535,29-12-2017,291217,5535,,0,
768,79776,15-12-2017,151217,955,,0,
769,36511,05-01-2018,50118,510,,0,
770,79780,20-12-2017,201217,1600,,0,
771,79777,16-12-2017,161217,1320,,0,
772,465,28-12-2017,281217,8765,,0,
773,1460,22-12-2017,221217,1145,,0,
774,79787,30-12-2017,301217,975,,0,
775,79781,21-12-2017,211217,1875,,0,
776,46700,22-12-2017,221217,390,,0,
777,20309,22-12-2017,221217,6170,,0,
778,1240,13-12-2017,131217,1240,,0,
779,1790,13-12-2017,131217,1790,,0,
780,66256,03-01-2018,30118,26425,,0,
781,66255,03-01-2018,30118,29000,,0,
782,79783,26-12-2017,261217,1205,,0,
783,1610,21-12-2017,211217,1610,,0,
784,20308,21-12-2017,211217,4980,,0,
785,11857,13-12-2017,131217,32025,,0,
786,11855,13-12-2017,131217,34970,,0,
787,20303,16-12-2017,161217,5780,,0,
788,9095,19-01-2018,190118,3210,,0,
789,5530,28-12-2017,281217,5530,,0,
790,5640,16-12-2017,161217,5640,,0,
791,467,30-12-2017,301217,2285,,0,
792,66252,30-12-2017,301217,95355,,0,
793,4560,30-12-2017,301217,4560,,0,
794,3665,28-12-2017,281217,50705,,0,
795,1465,30-12-2017,301217,2100,,0,
796,1115,20-12-2017,201217,1115,,0,
797,765,20-12-2017,201217,765,,0,
798,990,20-12-2017,201217,990,,0,
799,460,20-12-2017,201217,4745,,0,
800,79779,19-12-2017,191217,1265,,0,
801,66273,20-01-2018,200118,61595,,0,
802,38798,02-01-2018,20118,1600,,0,
803,9097,22-01-2018,220118,2500,,0,
804,4215,17-01-2018,170118,2227691,,0,
805,4213,17-01-2018,170118,2883658,,0,
806,4214,17-01-2018,170118,2198858,,0,
807,20319,02-01-2018,20118,5706,,0,
808,32170,31-01-2018,310118,2235,,0,
809,9098,23-01-2018,230118,2842,,0,
810,475,09-01-2018,90118,435,,0,
811,68942,29-01-2018,290118,685,,0,
812,9279,29-01-2018,290118,1190,,0,
813,10975,17-01-2018,170118,10975,,0,
814,14167,17-01-2018,170118,14167,,0,
815,11074,25-01-2018,250118,48050,,0,
816,7510,22-01-2018,220118,13220,,0,
817,470,03-01-2018,30118,4675,,0,
818,54454,31-01-2018,310118,60456,,0,
819,54453,31-01-2018,310118,63055,,0,
820,54452,31-01-2018,310118,55110,,0,
821,54455,31-01-2018,310118,80241,,0,
822,54451,31-01-2018,310118,66080,,0,
823,11075,29-01-2018,290118,33303,,0,
824,103334,01-01-2018,10118,1105,,0,
825,79788,01-01-2018,10118,910,,0,
826,1985,31-01-2018,310118,1985,,0,
827,290,16-01-2018,160118,2855,,0,
828,232396,31-01-2018,310118,3380,,0,
829,6880,31-01-2018,310118,4520,,0,
830,79791,09-01-2018,90118,510,,0,
831,20318,01-01-2018,10118,2690,,0,
832,465,29-01-2018,290118,465,,0,
833,9278,25-01-2018,250118,1105,,0,
834,79789,02-01-2018,20118,735,,0,
835,33351,31-01-2018,310118,28032,,0,
836,7515,25-01-2018,250118,16860,,0,
837,11060,22-01-2018,220118,14415,,0,
838,785,09-01-2018,90118,785,,0,
839,32223,09-01-2018,90118,1430,,0,
840,60234,20-02-2018,200218,1180,,0,
841,21855,12-02-2018,120218,36005,,0,
842,32225,10-01-2018,100118,1520,,0,
843,32224,10-01-2018,100118,2030,,0,
844,21854,09-02-2018,90218,36780,,0,
845,5640,18-01-2018,180118,5640,,0,
846,1200,17-02-2018,170218,1200,,0,
847,1665,17-02-2018,170218,1665,,0,
848,33787,17-02-2018,170218,13623,,0,
849,21862,17-02-2018,170218,64815,,0,
850,21861,17-02-2018,170218,30485,,0,
851,21853,08-02-2018,80218,65245,,0,
852,975,20-02-2018,200218,975,,0,
853,9293,20-02-2018,200218,1530,,0,
854,26225,06-02-2018,60218,3210,,0,
855,11657,20-02-2018,200218,1050,,0,
856,980,20-02-2018,200218,980,,0,
857,21866,21-02-2018,210218,31395,,0,
858,9282,01-02-2018,10218,1340,,0,
859,9094,18-01-2018,180118,2770,,0,
860,36525,12-01-2018,120118,365,,0,
861,1430,10-01-2018,100118,1430,,0,
862,79792,10-01-2018,100118,1930,,0,
863,54457,02-02-2018,20218,78050,,0,
864,54460,06-02-2018,60218,95877,,0,
865,630,06-02-2018,60218,630,,0,
866,A325,06-02-2018,60218,325,,0,
867,3326,07-02-2018,70218,18100,,0,
868,54461,07-02-2018,70218,74627,,0,
869,3327,08-02-2018,80218,52190,,0,
870,1580,20-02-2018,200218,1580,,0,
871,1055,20-02-2018,200218,1055,,0,
872,54459,05-02-2018,50218,49802,,0,
873,11659,21-02-2018,210218,1560,,0,
874,7005,12-02-2018,120218,3590,,0,
875,6890,12-02-2018,120218,5340,,0,
876,9292,20-02-2018,200218,1145,,0,
877,895,21-02-2018,210218,895,,0,
878,1505,21-02-2018,210218,1505,,0,
879,285,10-01-2018,100118,85,,0,
880,21863,20-02-2018,200218,55520,,0,
881,4216,18-01-2018,180118,2503169,,0,
882,66262,10-01-2018,100118,44925,,0,
883,5940,10-01-2018,100118,5940,,0,
884,54464,09-02-2018,90218,86870,,0,
885,56744,17-02-2018,170218,63315,,0,
886,670,17-02-2018,170218,17727,,0,
887,1155,08-02-2018,80218,1155,,0,
888,1230,08-02-2018,80218,1230,,0,
889,3340,21-02-2018,210218,26110,,0,
890,1710,09-02-2018,90218,1710,,0,
891,765,09-02-2018,90218,765,,0,
892,21864,20-02-2018,200218,75091,,0,
893,54462,07-02-2018,70218,74012,,0,
894,905,07-02-2018,70218,905,,0,
895,540,07-02-2018,70218,540,,0,
896,1020,07-02-2018,70218,1020,,0,
897,2895,07-02-2018,70218,2895,,0,
898,54463,08-02-2018,80218,110387,,0,
899,1475,10-01-2018,100118,3005,,0,
900,1355,21-02-2018,210218,1355,,0,
901,33792,21-02-2018,210218,8127,,0,
902,325,12-02-2018,120218,325,,0,
903,970,12-02-2018,120218,970,,0,
904,66271,18-01-2018,180118,98505,,0,
905,33352,01-02-2018,10218,188592,,0,
906,33357,07-02-2018,70218,60711,,0,
907,21851,07-02-2018,70218,29285,,0,
908,21852,07-02-2018,70218,39590,,0,
909,3330,14-02-2018,140218,36525,,0,
910,850,14-02-2018,140218,850,,0,
911,1615,05-02-2018,50218,1615,,0,
912,75,05-02-2018,50218,75,,0,
913,10961,06-03-2018,60318,10961,,0,
914,242625,06-03-2018,60318,770,,0,
915,3650,16-03-2018,160318,64470,,0,
916,1410,22-03-2018,220318,1410,,0,
917,1270,22-03-2018,220318,1270,,0,
918,210,06-03-2018,60318,210,,0,
919,255,06-03-2018,60318,255,,0,
920,840,06-03-2018,60318,840,,0,
921,2185,06-03-2018,60318,2185,,0,
922,9296,26-02-2018,260218,2330,,0,
923,10085,27-02-2018,270218,10085,,0,
924,33302,06-03-2018,60318,31400,,0,
925,33375,06-03-2018,60318,68327,,0,
926,60230,14-02-2018,140218,835,,0,
927,60231,14-02-2018,140218,1235,,0,
928,69938,14-02-2018,140218,92646,,0,
929,1040,27-02-2018,270218,1040,,0,
930,1730,17-03-2018,170318,1730,,0,
931,1855,23-02-2018,230218,1855,,0,
932,1045,28-02-2018,280218,1045,,0,
933,1070,28-02-2018,280218,1070,,0,
934,1450,28-02-2018,280218,1450,,0,
935,1175,28-02-2018,280218,1175,,0,
936,1350,28-02-2018,280218,1350,,0,
937,1785,26-02-2018,260218,1785,,0,
938,1195,26-02-2018,260218,1195,,0,
939,33311,17-03-2018,170318,15510,,0,
940,30540,17-03-2018,170318,8745,,0,
941,54458,03-02-2018,30218,95205,,0,
942,98216,22-03-2018,220318,3035,,0,
943,69140,22-03-2018,220318,28790,,0,
944,9297,27-02-2018,270218,2150,,0,
945,735,14-02-2018,140218,735,,0,
946,1090,14-02-2018,140218,1090,,0,
947,915,14-02-2018,140218,915,,0,
948,495,14-02-2018,140218,495,,0,
949,1905,16-03-2018,160318,1905,,0,
950,2205,12-03-2018,120318,2205,,0,
951,1295,12-03-2018,120318,1295,,0,
952,23651,12-03-2018,120318,1480,,0,
953,33329,12-03-2018,120318,52766,,0,
954,670,17-03-2018,170318,670,,0,
955,9295,23-02-2018,230218,2755,,0,
956,69141,23-03-2018,230318,21920,,0,
957,69134,17-03-2018,170318,37405,,0,
958,890,14-02-2018,140218,890,,0,
959,69126,13-03-2018,130318,21260,,0,
960,69127,13-03-2018,130318,4072,,0,
961,673,31-03-2018,310318,7425,,0,
962,69149,04-04-2018,40418,31575,,0,
963,69150,04-04-2018,40418,24820,,0,
964,9290,16-02-2018,160218,1490,,0,
965,2168,20-03-2018,200318,2168,,0,
966,17518,22-02-2018,220218,17518,,0,
967,1025,22-02-2018,220218,1025,,0,
968,1220,22-02-2018,220218,1220,,0,
969,1445,20-03-2018,200318,1445,,0,
970,1070,20-03-2018,200318,1070,,0,
971,565,20-03-2018,200318,3035,,0,
972,21867,22-02-2018,220218,57680,,0,
973,39606,31-03-2018,310318,39606,,0,
974,33363,16-02-2018,160218,52926,,0,
975,21859,16-02-2018,160218,29580,,0,
976,21858,16-02-2018,160218,50730,,0,
977,21857,16-02-2018,160218,47270,,0,
978,21860,16-02-2018,160218,55370,,0,
979,23652,13-03-2018,130318,1065,,0,
980,33307,13-03-2018,130318,18397,,0,
981,69144,28-03-2018,280318,18491,,0,
982,69145,28-03-2018,280318,20105,,0,
983,325,28-03-2018,280318,5670,,0,
984,430,04-04-2018,40418,430,,0,
985,20327,20-03-2018,200318,20327,,0,
986,310,13-03-2018,130318,2990,,0,
987,69136,20-03-2018,200318,19660,,0,
988,69148,31-03-2018,310318,19431,,0,
989,33312,20-03-2018,200318,28521,,0,
990,12905,20-03-2018,200318,12905,,0,
991,665,26-03-2018,260318,4750,,0,
992,98203,16-03-2018,160318,1370,,0,
993,98205,16-03-2018,160318,755,,0,
994,98204,16-03-2018,160318,2400,,0,
995,98202,16-03-2018,160318,3231,,0,
996,69133,16-03-2018,160318,20190,,0,
997,98219,26-03-2018,260318,1320,,0,
998,98218,26-03-2018,260318,2930,,0,
999,98220,26-03-2018,260318,3010,,0,
1000,69142,26-03-2018,260318,27121,,0,
1001,1780,16-02-2018,160218,1780,,0,
1002,320,21-03-2018,210318,3845,,0,
1003,98213,21-03-2018,210318,2410,,0,
1004,98214,21-03-2018,210318,885,,0,
1005,98211,21-03-2018,210318,805,,0,
1006,69139,21-03-2018,210318,10226,,0,
1007,69138,21-03-2018,210318,24845,,0,
1008,98209,20-03-2018,200318,965,,0,
1009,98208,20-03-2018,200318,2160,,0,
1010,69135,20-03-2018,200318,24550,,0,
1011,69137,04-04-2018,40418,950000,,0,
1012,33817,04-04-2018,40418,146011,,0,
1013,1040,26-03-2018,260318,1040,,0,
1014,11660,22-02-2018,220218,2310,,0,
1015,315,16-03-2018,160318,3270,,0,
1016,11667,01-03-2018,10318,845,,0,
1017,945,01-03-2018,10318,945,,0,
1018,45936,25-04-2018,250418,6470,,0,
1019,45937,25-04-2018,250418,6155,,0,
1020,45938,25-04-2018,250418,11760,,0,
1021,19802,25-04-2018,250418,2635,,0,
1022,11686,05-04-2018,50418,4125,,0,
1023,2250,01-03-2018,10318,2250,,0,
1024,45935,23-04-2018,230418,5685,,0,
1025,19801,25-04-2018,250418,2755,,0,
1026,45939,26-04-2018,260418,5791,,0,
1027,1355,07-03-2018,70318,1355,,0,
1028,A310,07-03-2018,70318,310,,0,
1029,45662,27-04-2018,270418,155,,0,
1030,55960,14-03-2018,140318,17855,,0,
1031,1545,14-03-2018,140318,1545,,0,
1032,1210,14-03-2018,140318,1210,,0,
1033,45934,21-04-2018,210418,15995,,0,
1034,9299,01-03-2018,10318,1650,,0,
1035,23654,14-03-2018,140318,1110,,0,
1036,45940,27-04-2018,270418,6915,,0,
1037,305,07-03-2018,70318,570,,0,
1038,14891,26-04-2018,260418,99660,,0,
1039,30530,07-03-2018,70318,9650,,0,
1040,1320,05-03-2018,50318,1320,,0,
1041,14890,25-04-2018,250418,178082,,0,
1042,14892,27-04-2018,270418,54938,,0,
1043,23653,14-03-2018,140318,5410,,0,
1044,1830,09-03-2018,90318,1830,,0,
1045,1800,09-03-2018,90318,1800,,0,
1046,33305,09-03-2018,90318,38245,,0,
1047,45660,25-04-2018,250418,10,,0,
1048,45659,25-04-2018,250418,205,,0,
1049,60246,07-03-2018,70318,3045,,0,
1050,45927,16-04-2018,160418,4470,,0,
1051,9300,05-03-2018,50318,1040,,0,
1052,985,14-03-2018,140318,985,,0,
1053,45661,26-04-2018,260418,180,,0,
1054,14881,23-04-2018,230418,3350,,0,
1055,33308,14-03-2018,140318,62115,,0,
1056,14950,25-04-2018,250418,2495,,0,
1057,12170,25-04-2018,250418,4370,,0,
1058,700,08-05-2018,80518,700,,0,
1059,45949,08-05-2018,80518,5501,,0,
1060,45950,08-05-2018,80518,8256,,0,
1061,14889,24-04-2018,240418,52545,,0,
1062,45941,02-05-2018,20518,10865,,0,
1063,45943,03-05-2018,30518,13195,,0,
1064,45944,03-05-2018,30518,7300,,0,
1065,45945,03-05-2018,30518,6060,,0,
1066,45946,03-05-2018,30518,7761,,0,
1067,14898,07-05-2018,70518,44665,,0,
1068,14900,09-05-2018,90518,137741,,0,
1069,45663,02-05-2018,20518,135,,0,
1070,900,18-04-2018,180418,1120,,0,
1071,33304,08-03-2018,80318,26407,,0,
1072,33327,08-03-2018,80318,76455,,0,
1073,14899,08-05-2018,80518,54936,,0,
1074,45942,02-05-2018,20518,5871,,0,
1075,14880,18-04-2018,180418,145833,,0,
1076,5254,12-04-2018,120418,5254,,0,
1077,14895,03-05-2018,30518,334721,,0,
1078,14893,02-05-2018,20518,57505,,0,
1079,45651,18-04-2018,180418,145,,0,
1080,45653,18-04-2018,180418,165,,0,
1081,45652,18-04-2018,180418,100,,0,
1082,6670,12-04-2018,120418,6670,,0,
1083,4758,24-05-2018,240518,4695,,0,
1084,4760,29-05-2018,290518,4690,,0,
1085,17932,19-04-2018,190418,2040,,0,
1086,4756,23-05-2018,230518,3610,,0,
1087,4757,23-05-2018,230518,4515,,0,
1088,350,23-05-2018,230518,350,,0,
1089,45948,05-05-2018,50518,6065,,0,
1090,14897,05-05-2018,50518,85446,,0,
1091,4762,30-05-2018,300518,4100,,0,
1092,4755,22-05-2018,220518,4635,,0,
1093,4751,17-05-2018,170518,4575,,0,
1094,71471,17-05-2018,170518,3750,,0,
1095,14877,13-04-2018,130418,24927,,0,
1096,4761,29-05-2018,290518,3650,,0,
1097,14927,13-04-2018,130418,1305,,0,
1098,23340,16-05-2018,160518,23340,,0,
1099,33823,10-04-2018,100418,58912,,0,
1100,4752,18-05-2018,180518,4600,,0,
1101,4759,25-05-2018,250518,5250,,0,
1102,24975,13-06-2018,130618,2495,,0,
1103,137,25-06-2018,250618,137,,0,
1104,4825,25-06-2018,250618,7265,,0,
1105,4753,19-05-2018,190518,3250,,0,
1106,37800,06-06-2018,60618,37800,,0,
1107,4780,28-06-2018,280618,7655,,0,
1108,69457,20-06-2018,200618,19875,,0,
1109,35882,20-07-2018,200718,47265,,0,
1110,50000,05-07-2018,50718,50000,,0,
1111,78942,05-07-2018,50718,275,,0,
1112,1320,06-06-2018,60618,1320,,0,
1113,26960,05-07-2018,50718,26960,,0,
1114,6450,05-07-2018,50718,6450,,0,
1115,10,04-08-2018,40818,6481,,0,
1116,50000,19-06-2018,190618,50000,,0,
1117,2185,31-07-2018,310718,2185,,0,
1118,1925,31-07-2018,310718,1925,,0,
1119,600,31-07-2018,310718,600,,0,
1120,610,04-08-2018,40818,41035,,0,
1121,603,31-07-2018,310718,44770,,0,
1122,98839,04-08-2018,40818,325,,0,
1123,4705,27-07-2018,270718,1170,,0,
1124,615,09-08-2018,90818,45360,,0,
1125,35881,09-08-2018,90818,37525,,0,
1126,675,09-08-2018,90818,675,,0,
1127,880,09-08-2018,90818,880,,0,
1128,525,12-07-2018,120718,525,,0,
1129,5725,23-08-2018,230818,5725,,0,
1130,2050,24-07-2018,240718,2050,,0,
1131,1575,19-07-2018,190718,1575,,0,
1132,607,01-08-2018,10818,38155,,0,
1133,605,01-08-2018,10818,54100,,0,
1134,42660,29-06-2018,290618,120791,,0,
1135,35880,16-08-2018,160818,45750,,0,
1136,44355,30-08-2018,300818,44355,,0,
1137,35887,18-08-2018,180818,33265,,0,
1138,767623,16-08-2018,160818,120,,0,
1139,70923,27-08-2018,270818,10470,,0,
1140,1455,27-08-2018,270818,1455,,0,
1141,1035,27-08-2018,270818,1035,,0,
1142,150,28-08-2018,280818,150,,0,
1143,3137145058,13-08-2018,130818,560,,0,
1144,35891,13-08-2018,130818,81020,,0,
1145,620,16-08-2018,160818,39380,,0,
1146,630,24-08-2018,240818,42000,,0,
1147,35893,21-08-2018,210818,27095,,0,
1148,175,07-09-2018,70918,175,,0,
1149,6755,06-09-2018,60918,6755,,0,
1150,2335,06-09-2018,60918,2335,,0,
1151,77392,12-09-2018,120918,3955,,0,
1152,3900,12-09-2018,120918,3900,,0,
1153,1430,12-09-2018,120918,1430,,0,
1154,2930,12-09-2018,120918,2930,,0,
1155,1980,03-09-2018,30918,1980,,0,
1156,23539,05-09-2018,50918,23539,,0,
1157,2150,11-09-2018,110918,2150,,0,
1158,645,06-09-2018,60918,43550,,0,
1159,646,06-09-2018,60918,34885,,0,
1160,3650,31-08-2018,310818,3650,,0,
1161,7200,12-09-2018,120918,7200,,0,
1162,10085,12-09-2018,120918,10085,,0,
1163,642,05-09-2018,50918,52480,,0,
1164,790,01-09-2018,10918,790,,0,
1165,650,12-09-2018,120918,34500,,0,
1166,152,12-09-2018,120918,43600,,0,
1167,4615,29-08-2018,290818,4615,,0,
1168,1770,29-08-2018,290818,1770,,0,
1169,635,29-08-2018,290818,31745,,0,
1170,415,07-09-2018,70918,415,,0,
1171,155,03-09-2018,30918,155,,0,
1172,115,03-09-2018,30918,115,,0,
1173,260,03-09-2018,30918,260,,0,
1174,200,03-09-2018,30918,200,,0,
1175,7045,05-09-2018,50918,7045,,0,
1176,88554,29-08-2018,290818,6815,,0,
1177,245,03-09-2018,30918,245,,0,
1178,640,01-09-2018,10918,60230,,0,
1179,810,14-09-2018,140918,810,,0,
1180,24144,14-09-2018,140918,230,,0,
1181,305,19-09-2018,190918,25065,,0,
1182,172685,19-09-2018,190918,177335,,0,
1183,1745,10-10-2018,101018,1745,,0,
1184,1585,17-09-2018,170918,1585,,0,
1185,67527,29-09-2018,290918,38674,,0,
1186,1940,15-09-2018,150918,1940,,0,
1187,77398,17-09-2018,170918,975,,0,
1188,833981,29-09-2018,290918,1365,,0,
1189,97650,27-09-2018,270918,64880,,0,
1190,77400,19-09-2018,190918,1985,,0,
1191,1530,27-09-2018,270918,1530,,0,
1192,1010,27-09-2018,270918,1010,,0,
1193,1115,27-09-2018,270918,1115,,0,
1194,160,19-09-2018,190918,37200,,0,
1195,2196,19-09-2018,190918,2196,,0,
1196,45947,04-05-2018,40518,2637,,0,
1197,5000,04-05-2018,40518,2090,,0,
1198,165,27-09-2018,270918,31470,,0,
1199,2410,14-09-2018,140918,2410,,0,
1200,14896,04-05-2018,40518,115696,,0,
1201,1225,29-09-2018,290918,1225,,0,
1202,955,29-09-2018,290918,955,,0,
1203,77399,18-09-2018,180918,2030,,0,
1204,3165,15-09-2018,150918,3165,,0,
1205,77396,14-09-2018,140918,2527,,0,
1206,1025,19-09-2018,190918,1025,,0,
1207,97644,03-10-2018,31018,63830,,0,
1208,395,05-10-2018,51018,395,,0,
1209,645,05-10-2018,51018,645,,0,
1210,3445,05-10-2018,51018,3445,,0,
1211,90,25-09-2018,250918,90,,0,
1212,325,25-09-2018,250918,325,,0,
1213,A160,25-09-2018,250918,160,,0,
1214,2590,25-09-2018,250918,2590,,0,
1215,2555,25-09-2018,250918,2555,,0,
1216,2425,06-10-2018,61018,2425,,0,
1217,3216,21-09-2018,210918,3216,,0,
1218,1305,21-09-2018,210918,1305,,0,
1219,175,05-10-2018,51018,36435,,0,
1220,88495,25-09-2018,250918,88495,,0,
1221,97745,01-10-2018,11018,385,,0,
1222,6343,10-10-2018,101018,6343,,0,
1223,69173,03-08-2018,30818,17115,,0,
1224,3300,09-10-2018,91018,3300,,0,
1225,2115,05-10-2018,51018,2115,,0,
1226,35885,20-08-2018,200818,26310,,0,
1227,97746,03-10-2018,31018,775,,0,
1228,97643,09-10-2018,91018,60245,,0,
1229,87171,05-10-2018,51018,4175000,,0,
1230,20420,04-10-2018,41018,20420,,0,
1231,5645,05-10-2018,51018,5645,,0,
1232,10385,05-10-2018,51018,10385,,0,
1233,97642,06-10-2018,61018,84897,,0,
1234,290,03-10-2018,31018,290,,0,
1235,97630,19-10-2018,191018,93972,,0,
1236,87200,08-10-2018,81018,385750,,0,
1237,97641,15-10-2018,151018,66161,,0,
1238,98835,06-08-2018,60818,250,,0,
