Sr.No.,Bank,Challan No.,Challan Date,Challan Amt,ACC Unit,TC Number
5434,SBI KAKORE,483237,14-Feb-22,13398,NCR ALD 02,3.21102E+14
5435,SBI KAKORE,483238,14-Feb-22,10671,NCR ALD 02,3.21102E+14
5436,SBI KAKORE,483239,18-Feb-22,16144,NCR ALD 02,3.21102E+14
5437,SBI KAKORE,483240,16-Feb-22,10960,NCR ALD 02,3.21102E+14
5438,SBI KAKORE,483241,17-Feb-22,11589,NCR ALD 02,3.21102E+14
5439,SBI KAKORE,483243,19-Feb-22,11029,NCR ALD 02,3.21102E+14
5440,SBI KAKORE,483244,21-Feb-22,9463,NCR ALD 02,3.21102E+14
5441,SBI KAKORE,483245,21-Feb-22,11817,NCR ALD 02,3.21102E+14
5442,SBI KAKORE,483246,22-Feb-22,13622,NCR ALD 02,3.21102E+14
5443,SBI KAKORE,483247,23-Feb-22,10167,NCR ALD 02,3.21102E+14
5444,SBI KAKORE,483248,23-Feb-22,8700,NCR ALD 02,3.21102E+14
5445,SBI KAKORE,483249,25-Feb-22,7396,NCR ALD 02,3.21102E+14
5446,SBI KAKORE,483250,25-Feb-22,14562,NCR ALD 02,3.21102E+14
5447,SBI KAKORE,483251,28-Feb-22,14974,NCR ALD 02,3.21102E+14
5448,SBI KAKORE,483252,28-Feb-22,8308,NCR ALD 02,3.21102E+14
5449,SBI KAKORE,483253,02-Mar-22,20253,NCR ALD 02,3.21102E+14
5450,SBI KAKORE,483254,02-Mar-22,15629,NCR ALD 02,3.21102E+14
5451,SBI KAKORE,483255,03-Mar-22,27254,NCR ALD 02,3.21102E+14
5452,SBI KAKORE,483256,04-Mar-22,15128,NCR ALD 02,3.21102E+14
5453,SBI KAKORE,483257,05-Mar-22,15872,NCR ALD 02,3.21102E+14
5454,SBI KAKORE,483258,07-Mar-22,10288,NCR ALD 02,3.21102E+14
5455,SBI KAKORE,483259,07-Mar-22,11764,NCR ALD 02,3.21102E+14
5456,SBI KAKORE,483260,08-Mar-22,17982,NCR ALD 02,3.21102E+14
5457,SBI KAKORE,483261,09-Mar-22,10837,NCR ALD 02,3.21102E+14
5458,SBI KAKORE,483262,10-Mar-22,10844,NCR ALD 02,3.21102E+14
5459,SBI KAKORE,483263,11-Mar-22,10781,NCR ALD 02,3.21102E+14
5460,SBI KAKORE,483264,14-Mar-22,15974,NCR ALD 02,3.21102E+14
5461,SBI KAKORE,483265,14-Mar-22,13538,NCR ALD 02,3.21102E+14
5462,SBI KAKORE,483266,14-Mar-22,10790,NCR ALD 02,3.21102E+14
5463,SBI KAKORE,483267,15-Mar-22,15486,NCR ALD 02,3.21102E+14
5464,SBI KAKORE,483268,16-Mar-22,12140,NCR ALD 02,3.21102E+14
5465,SBI KAKORE,483269,21-Mar-22,9297,NCR ALD 02,3.21102E+14
5466,SBI KAKORE,483270,21-Mar-22,5327,NCR ALD 02,3.21102E+14
5467,SBI KAKORE,483272,21-Mar-22,9741,NCR ALD 02,3.21102E+14
5468,SBI KAKORE,483273,21-Mar-22,10210,NCR ALD 02,3.21102E+14
5469,SBI KAKORE,483274,22-Mar-22,17865,NCR ALD 02,3.21102E+14
5470,SBI KAKORE,483275,23-Mar-22,15186,NCR ALD 02,3.21102E+14
5471,SBI KAKORE,483276,24-Mar-22,9962,NCR ALD 02,3.21102E+14
5472,SBI KAKORE,483277,25-Mar-22,6962,NCR ALD 02,3.21102E+14
5473,SBI KAKORE,483278,28-Mar-22,11846,NCR ALD 02,3.21102E+14
5474,SBI KAKORE,483279,28-Mar-22,7661,NCR ALD 02,3.21102E+14
5475,SBI KAKORE,483280,28-Mar-22,9512,NCR ALD 02,3.21102E+14
5476,SBI KAKORE,483281,29-Mar-22,11718,NCR ALD 02,3.21102E+14
5477,SBI KAKORE,483282,30-Mar-22,10659,NCR ALD 02,3.21102E+14
5478,SBI KAKORE,483283,31-Mar-22,7797,NCR ALD 02,3.21102E+14
5479,S B I KHURJA,483351,14-Sep-21,27649,NCR ALD 02,3.21102E+14
5480,S B I KHURJA,483364,27-Sep-21,71230,NCR ALD 02,3.21102E+14
5481,S B I KHURJA,483378,11-Oct-21,44299,NCR ALD 02,3.21102E+14
5482,S B I KHURJA,483379,11-Oct-21,25725,NCR ALD 02,3.21102E+14
5483,S B I KHURJA,483386,18-Oct-21,32249,NCR ALD 02,3.21102E+14
5484,S B I KHURJA,483388,20-Oct-21,86949,NCR ALD 02,3.21102E+14
5485,S B I KHURJA,483392,25-Oct-21,30809,NCR ALD 02,3.21102E+14
5486,S B I DADRI,483478,04-Jan-22,3307,NCR ALD 02,3.21102E+14
5487,S B I KHURJA,484304,08-Nov-21,37451,NCR ALD 02,3.21102E+14
5488,S B I KHURJA,484305,08-Nov-21,67061,NCR ALD 02,3.21102E+14
5489,S B I KHURJA,484306,08-Nov-21,108660,NCR ALD 02,3.21102E+14
5490,S B I KHURJA,484307,08-Nov-21,54352,NCR ALD 02,3.21102E+14
5491,S B I KHURJA,484313,15-Nov-21,60193,NCR ALD 02,3.21102E+14
5492,S B I KHURJA,484314,15-Nov-21,36328,NCR ALD 02,3.21102E+14
5493,S B I KHURJA,48432,15-Nov-21,56407,NCR ALD 02,3.21102E+14
5494,S B I KHURJA,484328,29-Nov-21,34903,NCR ALD 02,3.21102E+14
5495,S B I KHURJA,484335,06-Dec-21,33007,NCR ALD 02,3.21102E+14
5496,S B I KHURJA,484342,13-Dec-21,37056,NCR ALD 02,3.21102E+14
5497,S B I KHURJA,484346,18-Dec-21,56197,NCR ALD 02,3.21102E+14
5498,S B I KHURJA,484347,18-Dec-21,63441,NCR ALD 02,3.21102E+14
5499,S B I KHURJA,484349,20-Dec-21,26247,NCR ALD 02,3.21102E+14
5500,S B I KHURJA,484355,27-Dec-21,39635,NCR ALD 02,3.21102E+14
5501,S B I KHURJA,484356,27-Dec-21,27739,NCR ALD 02,3.21102E+14
5502,S B I KHURJA,484363,03-Jan-22,27174,NCR ALD 02,3.21102E+14
5503,S B I KHURJA,484368,10-Jan-22,43546,NCR ALD 02,3.21102E+14
5504,S B I KHURJA,484370,10-Jan-22,17292,NCR ALD 02,3.21102E+14
5505,S B I KHURJA,484377,17-Jan-22,19401,NCR ALD 02,3.21102E+14
5506,S B I KHURJA,484383,24-Jan-22,46301,NCR ALD 02,3.21102E+14
5507,S B I KHURJA,484384,24-Jan-22,15116,NCR ALD 02,3.21102E+14
5508,S B I KHURJA,484387,27-Jan-22,22627,NCR ALD 02,3.21102E+14
5509,S B I KHURJA,484391,31-Jan-22,32177,NCR ALD 02,3.21102E+14
5510,SBI KAKORE,484401,15-Jan-22,13536,NCR ALD 02,3.21102E+14
5511,SBI KAKORE,484402,17-Jan-22,9695,NCR ALD 02,3.21102E+14
5512,SBI KAKORE,484403,17-Jan-22,10330,NCR ALD 02,3.21102E+14
5513,SBI KAKORE,484404,18-Jan-22,27863,NCR ALD 02,3.21102E+14
5514,SBI KAKORE,484405,19-Jan-22,18124,NCR ALD 02,3.21102E+14
5515,SBI KAKORE,484406,20-Jan-22,12797,NCR ALD 02,3.21102E+14
5516,SBI KAKORE,484407,24-Jan-22,10492,NCR ALD 02,3.21102E+14
5517,SBI KAKORE,484408,24-Jan-22,11866,NCR ALD 02,3.21102E+14
5518,SBI KAKORE,484409,24-Jan-22,6129,NCR ALD 02,3.21102E+14
5519,SBI KAKORE,484410,24-Jan-22,15995,NCR ALD 02,3.21102E+14
5520,SBI KAKORE,484411,25-Jan-22,17212,NCR ALD 02,3.21102E+14
5521,SBI KAKORE,484412,27-Jan-22,9371,NCR ALD 02,3.21102E+14
5522,SBI KAKORE,484413,27-Jan-22,8551,NCR ALD 02,3.21102E+14
5523,SBI KAKORE,484415,29-Jan-22,16798,NCR ALD 02,3.21102E+14
5524,SBI KAKORE,484416,31-Jan-22,13931,NCR ALD 02,3.21102E+14
5525,SBI KAKORE,484417,30-Jan-22,12500,NCR ALD 02,3.21102E+14
5526,SBI KAKORE,484418,01-Feb-22,29080,NCR ALD 02,3.21102E+14
5527,SBI KAKORE,484419,02-Feb-22,21477,NCR ALD 02,3.21102E+14
5528,SBI KAKORE,484420,02-Feb-22,11171,NCR ALD 02,3.21102E+14
5529,SBI KAKORE,484421,04-Feb-22,21360,NCR ALD 02,3.21102E+14
5530,SBI KAKORE,484423,07-Feb-22,15580,NCR ALD 02,3.21102E+14
5531,SBI KAKORE,484424,07-Feb-22,17675,NCR ALD 02,3.21102E+14
5532,SBI KAKORE,484425,08-Feb-22,28114,NCR ALD 02,3.21102E+14
5533,SBI KAKORE,484426,14-Feb-22,21499,NCR ALD 02,3.21102E+14
5534,SBI KAKORE,484427,14-Feb-22,15586,NCR ALD 02,3.21102E+14
5535,SBI KAKORE,484428,14-Feb-22,13781,NCR ALD 02,3.21102E+14
5536,SBI KAKORE,484429,14-Feb-22,31503,NCR ALD 02,3.21102E+14
5537,SBI KAKORE,484430,14-Feb-22,20375,NCR ALD 02,3.21102E+14
5538,SBI KAKORE,484431,14-Feb-22,20677,NCR ALD 02,3.21102E+14
5539,SBI KAKORE,484432,16-Feb-22,30338,NCR ALD 02,3.21102E+14
5540,SBI KAKORE,484433,16-Feb-22,17879,NCR ALD 02,3.21102E+14
5541,SBI KAKORE,484434,17-Feb-22,22385,NCR ALD 02,3.21102E+14
5542,SBI KAKORE,484435,18-Feb-22,20858,NCR ALD 02,3.21102E+14
5543,SBI KAKORE,484436,19-Feb-22,21066,NCR ALD 02,3.21102E+14
5544,SBI KAKORE,484437,21-Feb-22,21610,NCR ALD 02,3.21102E+14
5545,SBI KAKORE,484438,21-Feb-22,18431,NCR ALD 02,3.21102E+14
5546,SBI KAKORE,484439,22-Feb-22,26940,NCR ALD 02,3.21102E+14
5547,SBI KAKORE,484440,23-Feb-22,25449,NCR ALD 02,3.21102E+14
5548,SBI KAKORE,484441,23-Feb-22,20279,NCR ALD 02,3.21102E+14
5549,SBI KAKORE,484442,25-Feb-22,19990,NCR ALD 02,3.21102E+14
5550,SBI KAKORE,484443,28-Feb-22,35360,NCR ALD 02,3.21102E+14
5551,SBI KAKORE,484444,28-Feb-22,26960,NCR ALD 02,3.21102E+14
5552,SBI KAKORE,484445,28-Feb-22,21669,NCR ALD 02,3.21102E+14
5553,SBI KAKORE,484446,02-Mar-22,30948,NCR ALD 02,3.21102E+14
5554,SBI KAKORE,484447,02-Mar-22,20443,NCR ALD 02,3.21102E+14
5555,SBI KAKORE,484448,03-Mar-22,46577,NCR ALD 02,3.21102E+14
5556,SBI KAKORE,484449,04-Mar-22,28623,NCR ALD 02,3.21102E+14
5557,SBI KAKORE,484450,05-Mar-22,29644,NCR ALD 02,3.21102E+14
5558,SBI KAKORE,484451,07-Mar-22,25029,NCR ALD 02,3.21102E+14
5559,SBI KAKORE,484452,07-Mar-22,23948,NCR ALD 02,3.21102E+14
5560,SBI KAKORE,484453,08-Mar-22,37969,NCR ALD 02,3.21102E+14
5561,SBI KAKORE,484455,10-Mar-22,23457,NCR ALD 02,3.21102E+14
5562,SBI KAKORE,484456,11-Mar-22,19282,NCR ALD 02,3.21102E+14
5563,SBI KAKORE,484457,14-Mar-22,22543,NCR ALD 02,3.21102E+14
5564,SBI KAKORE,484458,14-Mar-22,20448,NCR ALD 02,3.21102E+14
5565,SBI KAKORE,484459,14-Mar-22,23018,NCR ALD 02,3.21102E+14
5566,SBI KAKORE,484460,15-Mar-22,28722,NCR ALD 02,3.21102E+14
5567,SBI KAKORE,484461,16-Mar-22,20679,NCR ALD 02,3.21102E+14
5568,SBI KAKORE,484462,21-Mar-22,12375,NCR ALD 02,3.21102E+14
5569,SBI KAKORE,484463,21-Mar-22,9157,NCR ALD 02,3.21102E+14
5570,SBI KAKORE,484465,21-Mar-22,15286,NCR ALD 02,3.21102E+14
5571,SBI KAKORE,484466,21-Mar-22,25097,NCR ALD 02,3.21102E+14
5572,SBI KAKORE,484467,22-Mar-22,33663,NCR ALD 02,3.21102E+14
5573,SBI KAKORE,484469,24-Mar-22,19513,NCR ALD 02,3.21102E+14
5574,SBI KAKORE,484471,28-Mar-22,17737,NCR ALD 02,3.21102E+14
5575,SBI KAKORE,484472,28-Mar-22,17491,NCR ALD 02,3.21102E+14
5576,SBI KAKORE,484474,29-Mar-22,22132,NCR ALD 02,3.21102E+14
5577,SBI KAKORE,484475,30-Mar-22,18039,NCR ALD 02,3.21102E+14
5578,SBI KAKORE,484476,31-Mar-22,14848,NCR ALD 02,3.21102E+14
5579,SBI KAKORE,484477,02-Apr-22,14694,NCR ALD 02,3.21102E+14
5580,S B I KHURJA,484603,07-Feb-22,17,NCR ALD 02,3.21102E+14
5581,S B I KHURJA,484606,07-Feb-22,5131,NCR ALD 02,3.21102E+14
5582,S B I KHURJA,484609,14-Feb-22,6505,NCR ALD 02,3.21102E+14
5583,S B I KHURJA,484610,14-Feb-22,5900,NCR ALD 02,3.21102E+14
5584,S B I KHURJA,484611,14-Feb-22,11111,NCR ALD 02,3.21102E+14
5585,S B I KHURJA,484612,14-Feb-22,9032,NCR ALD 02,3.21102E+14
5586,S B I KHURJA,484613,14-Feb-22,8677,NCR ALD 02,3.21102E+14
5587,S B I KHURJA,484615,16-Feb-22,8556,NCR ALD 02,3.21102E+14
5588,S B I KHURJA,484620,21-Feb-22,7817,NCR ALD 02,3.21102E+14
5589,S B I KHURJA,484626,28-Feb-22,11822,NCR ALD 02,3.21102E+14
5590,S B I KHURJA,484627,28-Feb-22,8242,NCR ALD 02,3.21102E+14
5591,S B I KHURJA,484629,02-Mar-22,12953,NCR ALD 02,3.21102E+14
5592,S B I KHURJA,484634,07-Mar-22,6756,NCR ALD 02,3.21102E+14
5593,S B I KHURJA,484640,14-Mar-22,7994,NCR ALD 02,3.21102E+14
5594,S B I KHURJA,484641,14-Mar-22,9352,NCR ALD 02,3.21102E+14
5595,S B I KHURJA,484645,21-Mar-22,3076,NCR ALD 02,3.21102E+14
5596,S B I KHURJA,484646,21-Mar-22,740,NCR ALD 02,3.21102E+14
5597,S B I KHURJA,484647,21-Mar-22,8635,NCR ALD 02,3.21102E+14
5598,S B I KHURJA,484648,21-Mar-22,9541,NCR ALD 02,3.21102E+14
5599,S B I KHURJA,484654,28-Mar-22,5145,NCR ALD 02,3.21102E+14
5600,S B I KHURJA,484655,28-Mar-22,5670,NCR ALD 02,3.21102E+14
5601,S B I DADRI,485116,24-Mar-22,53593,NCR ALD 02,3.21102E+14
5602,S B I KHURJA,485251,14-Feb-22,49163,NCR ALD 02,3.21102E+14
5603,S B I KHURJA,485252,14-Feb-22,46250,NCR ALD 02,3.21102E+14
5604,S B I KHURJA,485253,14-Feb-22,75019,NCR ALD 02,3.21102E+14
5605,S B I KHURJA,485254,14-Feb-22,87253,NCR ALD 02,3.21102E+14
5606,S B I KHURJA,485255,14-Feb-22,38209,NCR ALD 02,3.21102E+14
5607,S B I KHURJA,485257,16-Feb-22,70913,NCR ALD 02,3.21102E+14
5608,S B I KHURJA,485262,21-Feb-22,43465,NCR ALD 02,3.21102E+14
5609,S B I KHURJA,485268,28-Feb-22,98466,NCR ALD 02,3.21102E+14
5610,S B I KHURJA,485269,28-Feb-22,36491,NCR ALD 02,3.21102E+14
5611,S B I KHURJA,485271,02-Mar-22,93968,NCR ALD 02,3.21102E+14
5612,S B I KHURJA,485275,07-Mar-22,93358,NCR ALD 02,3.21102E+14
5613,S B I KHURJA,485282,14-Mar-22,65198,NCR ALD 02,3.21102E+14
5614,S B I KHURJA,485283,14-Mar-22,42248,NCR ALD 02,3.21102E+14
5615,S B I KHURJA,485287,21-Mar-22,66867,NCR ALD 02,3.21102E+14
5616,S B I KHURJA,485288,21-Mar-22,22171,NCR ALD 02,3.21102E+14
5617,S B I KHURJA,485289,21-Mar-22,77352,NCR ALD 02,3.21102E+14
5618,S B I KHURJA,485290,21-Mar-22,53597,NCR ALD 02,3.21102E+14
5619,S B I KHURJA,485296,28-Mar-22,78604,NCR ALD 02,3.21102E+14
5620,S B I KHURJA,485297,28-Mar-22,53905,NCR ALD 02,3.21102E+14
5621,SBI SAIDABAD,485905,06-May-21,30,NCR ALD 02,3.21102E+14
5622,SBI SAIDABAD,485906,06-May-21,30,NCR ALD 02,3.21102E+14
5623,SBI SAIDABAD,485907,06-May-21,720,NCR ALD 02,3.21102E+14
5624,SBI SAIDABAD,485908,06-May-21,1200,NCR ALD 02,3.21102E+14
5625,SBI SAIDABAD,485909,06-May-21,1810,NCR ALD 02,3.21102E+14
5626,SBI SAIDABAD,485910,06-May-21,1690,NCR ALD 02,3.21102E+14
5627,SBI SAIDABAD,485911,06-May-21,915,NCR ALD 02,3.21102E+14
5628,SBI SAIDABAD,485912,06-May-21,430,NCR ALD 02,3.21102E+14
5629,SBI SAIDABAD,485913,06-May-21,3390,NCR ALD 02,3.21102E+14
5630,SBI SAIDABAD,485914,06-May-21,2500,NCR ALD 02,3.21102E+14
5631,SBI SAIDABAD,485915,06-May-21,1190,NCR ALD 02,3.21102E+14
5632,SBI SAIDABAD,485916,07-May-21,4985,NCR ALD 02,3.21102E+14
5633,SBI SAIDABAD,485917,07-May-21,3865,NCR ALD 02,3.21102E+14
5634,SBI SAIDABAD,485918,07-May-21,2310,NCR ALD 02,3.21102E+14
5635,SBI SAIDABAD,485919,07-May-21,2510,NCR ALD 02,3.21102E+14
5636,SBI SAIDABAD,485920,07-May-21,3265,NCR ALD 02,3.21102E+14
5637,SBI SAIDABAD,485921,07-May-21,955,NCR ALD 02,3.21102E+14
5638,SBI SAIDABAD,485922,07-May-21,1460,NCR ALD 02,3.21102E+14
5639,SBI SAIDABAD,485923,07-May-21,2845,NCR ALD 02,3.21102E+14
5640,SBI SAIDABAD,485924,07-May-21,2335,NCR ALD 02,3.21102E+14
5641,SBI SAIDABAD,485925,07-May-21,2640,NCR ALD 02,3.21102E+14
5642,SBI SAIDABAD,485926,07-May-21,2065,NCR ALD 02,3.21102E+14
5643,SBI SAIDABAD,485927,07-May-21,3515,NCR ALD 02,3.21102E+14
5644,SBI SAIDABAD,485928,03-Jun-21,90,NCR ALD 02,3.21102E+14
5645,SBI SAIDABAD,485929,03-Jun-21,670,NCR ALD 02,3.21102E+14
5646,SBI SAIDABAD,485930,07-Jun-21,535,NCR ALD 02,3.21102E+14
5647,SBI SAIDABAD,485931,07-Jun-21,4665,NCR ALD 02,3.21102E+14
5648,SBI SAIDABAD,485932,07-Jun-21,607,NCR ALD 02,3.21102E+14
5649,SBI SAIDABAD,485934,09-Jun-21,4470,NCR ALD 02,3.21102E+14
5650,SBI SAIDABAD,485935,10-Jun-21,3440,NCR ALD 02,3.21102E+14
5651,SBI SAIDABAD,485940,16-Jun-21,2590,NCR ALD 02,3.21102E+14
5652,SBI SAIDABAD,485941,16-Jun-21,7160,NCR ALD 02,3.21102E+14
5653,SBI SAIDABAD,485942,17-Jun-21,4515,NCR ALD 02,3.21102E+14
5654,SBI SAIDABAD,485943,18-Jun-21,2665,NCR ALD 02,3.21102E+14
5655,SBI SAIDABAD,485944,21-Jun-21,5930,NCR ALD 02,3.21102E+14
5656,SBI SAIDABAD,485945,22-Jun-21,4015,NCR ALD 02,3.21102E+14
5657,SBI SAIDABAD,485946,22-Jun-21,6365,NCR ALD 02,3.21102E+14
5658,SBI SAIDABAD,485947,22-Jun-21,8080,NCR ALD 02,3.21102E+14
5659,SBI SAIDABAD,485948,24-Jun-21,6625,NCR ALD 02,3.21102E+14
5660,SBI SAIDABAD,485949,24-Jun-21,6210,NCR ALD 02,3.21102E+14
5661,SBI SAIDABAD,485950,25-Jun-21,4495,NCR ALD 02,3.21102E+14
5662,SBI SAIDABAD,486523,05-Jul-21,17680,NCR ALD 02,3.21102E+14
5663,S B I HATHRAS,487567,07-May-21,1680,NCR ALD 02,3.21102E+14
5664,SBI SASNI,4896132,24-Jan-22,4236,NCR ALD 02,3.21102E+14
5665,S B I HATHRAS,489652,22-Nov-21,76785,NCR ALD 02,3.21102E+14
5666,S B I HATHRAS,489653,22-Nov-21,27405,NCR ALD 02,3.21102E+14
5667,S B I HATHRAS,489654,22-Nov-21,36620,NCR ALD 02,3.21102E+14
5668,S B I HATHRAS,489682,14-Dec-21,49380,NCR ALD 02,3.21102E+14
5669,S B I HATHRAS,489682,15-Dec-21,73670,NCR ALD 02,3.21102E+14
5670,SBI SAIDABAD,489701,03-Dec-21,4855,NCR ALD 02,3.21102E+14
5671,SBI SAIDABAD,489703,06-Dec-21,6830,NCR ALD 02,3.21102E+14
5672,SBI SAIDABAD,489709,13-Dec-21,6185,NCR ALD 02,3.21102E+14
5673,SBI SAIDABAD,489711,13-Dec-21,5770,NCR ALD 02,3.21102E+14
5674,SBI SAIDABAD,489714,16-Dec-21,5800,NCR ALD 02,3.21102E+14
5675,SBI SAIDABAD,489715,18-Dec-21,2911,NCR ALD 02,3.21102E+14
5676,SBI SAIDABAD,489716,18-Dec-21,3875,NCR ALD 02,3.21102E+14
5677,SBI SAIDABAD,489720,22-Dec-21,6985,NCR ALD 02,3.21102E+14
5678,SBI SAIDABAD,489722,24-Dec-21,2240,NCR ALD 02,3.21102E+14
5679,S B I  ALLAHABAD,489727,01-Jan-22,2785,NCR ALD 02,3.21102E+14
5680,SBI SAIDABAD,489738,11-Jan-22,4435,NCR ALD 02,3.21102E+14
5681,SBI SAIDABAD,489744,18-Jan-22,5965,NCR ALD 02,3.21102E+14
5682,S B I HATHRAS,489771,27-Dec-21,36330,NCR ALD 02,3.21102E+14
5683,S B I HATHRAS,489816,28-Mar-22,92850,NCR ALD 02,3.21102E+14
5684,S B I HATHRAS,489886,07-Feb-22,42695,NCR ALD 02,3.21102E+14
5685,S B I HATHRAS,489888,08-Feb-22,47485,NCR ALD 02,3.21102E+14
5686,S B I HATHRAS,490052,27-Jan-22,32680,NCR ALD 02,3.21102E+14
5687,S B I HATHRAS,490055,29-Jan-22,28605,NCR ALD 02,3.21102E+14
5688,S B I HATHRAS,490093,08-Mar-22,64923,NCR ALD 02,3.21102E+14
5689,S B I HATHRAS,490100,15-Mar-22,65825,NCR ALD 02,3.21102E+14
5690,SBI SAIDABAD,490114,14-Feb-22,4925,NCR ALD 02,3.21102E+14
5691,SBI SAIDABAD,490126,24-Feb-22,2085,NCR ALD 02,3.21102E+14
5692,SBI SAIDABAD,490131,02-Mar-22,3851,NCR ALD 02,3.21102E+14
5693,S B I ETAH,490270,10-Feb-22,11580,NCR ALD 02,3.21102E+14
5694,S B I ETAH,490278,18-Feb-22,61525,NCR ALD 02,3.21102E+14
5695,S B I ETAH,490280,21-Feb-22,27864,NCR ALD 02,3.21102E+14
5696,S B I ETAH,490281,21-Feb-22,3325,NCR ALD 02,3.21102E+14
5697,S B I ETAH,490282,22-Feb-22,58020,NCR ALD 02,3.21102E+14
5698,S B I ETAH,490293,05-Mar-22,40401,NCR ALD 02,3.21102E+14
5699,S B I ETAH,490298,10-Mar-22,30770,NCR ALD 02,3.21102E+14
5700,S B I ETAH,490300,14-Mar-22,14925,NCR ALD 02,3.21102E+14
5701,SBI SAIDABAD,490322,14-Mar-22,8265,NCR ALD 02,3.21102E+14
5702,SBI RANIPUR,505068,05-Apr-21,35,NCR JHS 03,3.21102E+14
5703,SBI RANIPUR,505069,05-Apr-21,290,NCR JHS 03,3.21102E+14
5704,SBI RANIPUR,505070,05-Apr-21,270,NCR JHS 03,3.21102E+14
5705,SBI RANIPUR,505071,05-Apr-21,1130,NCR JHS 03,3.21102E+14
5706,SBI RANIPUR,505072,06-Apr-21,960,NCR JHS 03,3.21102E+14
5707,SBI RANIPUR,505074,08-Apr-21,455,NCR JHS 03,3.21102E+14
5708,SBI RANIPUR,505075,08-Apr-21,760,NCR JHS 03,3.21102E+14
5709,SBI RANIPUR,505076,12-Apr-21,320,NCR JHS 03,3.21102E+14
5710,SBI RANIPUR,505077,12-Apr-21,420,NCR JHS 03,3.21102E+14
5711,SBI RANIPUR,505078,12-Apr-21,1065,NCR JHS 03,3.21102E+14
5712,SBI RANIPUR,505079,13-Apr-21,185,NCR JHS 03,3.21102E+14
5713,SBI RANIPUR,505083,17-Apr-21,2050,NCR JHS 03,3.21102E+14
5714,SBI RANIPUR,505084,19-Apr-21,480,NCR JHS 03,3.21102E+14
5715,SBI RANIPUR,505085,19-Apr-21,160,NCR JHS 03,3.21102E+14
5716,SBI RANIPUR,505086,20-Apr-21,240,NCR JHS 03,3.21102E+14
5717,SBI RANIPUR,505087,22-Apr-21,30,NCR JHS 03,3.21102E+14
5718,SBI RANIPUR,505088,22-Apr-21,635,NCR JHS 03,3.21102E+14
5719,SBI RANIPUR,505089,23-Apr-21,160,NCR JHS 03,3.21102E+14
5720,SBI RANIPUR,505090,26-Apr-21,390,NCR JHS 03,3.21102E+14
5721,SBI RANIPUR,505092,07-Jul-21,310,NCR JHS 03,3.21102E+14
5722,SBI RANIPUR,505093,07-Jul-21,365,NCR JHS 03,3.21102E+14
5723,SBI RANIPUR,505094,07-Jul-21,380,NCR JHS 03,3.21102E+14
5724,SBI RANIPUR,505095,07-Jul-21,240,NCR JHS 03,3.21102E+14
5725,SBI RANIPUR,505096,07-Jul-21,460,NCR JHS 03,3.21102E+14
5726,SBI RANIPUR,505097,07-Jul-21,220,NCR JHS 03,3.21102E+14
5727,SBI RANIPUR,505098,07-Jul-21,655,NCR JHS 03,3.21102E+14
5728,SBI RANIPUR,505099,07-Jul-21,1220,NCR JHS 03,3.21102E+14
5729,S B I  GWALIOR,505371,21-Feb-22,24410,NCR JHS 03,3.21102E+14
5730,SBI CHIRGAON,505522,06-Apr-21,30,NCR JHS 03,3.21102E+14
5731,SBI CHIRGAON,505542,16-Oct-21,45,NCR JHS 03,3.21102E+14
5732,SBI BARUASAGAR,505877,26-Jul-21,1785,NCR JHS 03,3.21102E+14
5733,SBI BARUASAGAR,505878,26-Jul-21,1380,NCR JHS 03,3.21102E+14
5734,SBI BARUASAGAR,505899,16-Aug-21,610,NCR JHS 03,3.21102E+14
5735,SBI PICHHOR,506555,06-Nov-21,120,NCR JHS 03,3.21102E+14
5736,S B I  GWALIOR,506589,10-Dec-21,315,NCR JHS 03,3.21102E+14
5737,SBI PICHHOR,506591,13-Dec-21,240,NCR JHS 03,3.21102E+14
5738,SBI MATI,506864,24-Aug-21,195,NCR JHS 03,3.21102E+14
5739,SBI RANIA,506865,24-Aug-21,705,NCR JHS 03,3.21102E+14
5740,SBI RANIA,506866,24-Aug-21,4475,NCR JHS 03,3.21102E+14
5741,SBI RANIA,506881,10-Aug-21,580,NCR JHS 03,3.21102E+14
5742,SBI MATI,506883,10-Sep-21,4950,NCR JHS 03,3.21102E+14
5743,SBI RANIPUR,507063,25-Oct-21,1685,NCR JHS 03,3.21102E+14
5744,SBI RANIPUR,507075,08-Nov-21,630,NCR JHS 03,3.21102E+14
5745,SBI RANIPUR,507076,08-Nov-21,1980,NCR JHS 03,3.21102E+14
5746,SBI RANIPUR,507089,20-Nov-21,3245,NCR JHS 03,3.21102E+14
5747,SBI RANIPUR,507090,20-Nov-21,3100,NCR JHS 03,3.21102E+14
5748,SBI RANIPUR,507105,06-Dec-21,1655,NCR JHS 03,3.21102E+14
5749,SBI RANIPUR,507106,06-Dec-21,3100,NCR JHS 03,3.21102E+14
5750,SBI RANIPUR,507107,07-Dec-21,2740,NCR JHS 03,3.21102E+14
5751,SBI RANIPUR,507108,08-Dec-21,1305,NCR JHS 03,3.21102E+14
5752,SBI RANIPUR,507109,09-Dec-21,2155,NCR JHS 03,3.21102E+14
5753,SBI RANIPUR,507112,13-Dec-21,3540,NCR JHS 03,3.21102E+14
5754,SBI RANIPUR,507113,13-Dec-21,3235,NCR JHS 03,3.21102E+14
5755,SBI RANIPUR,507116,18-Dec-21,1525,NCR JHS 03,3.21102E+14
