Sr.No.,Bank,Challan No.,Challan Date,Challan Amt,ACC Unit,TC Number
1,S B I  ALLAHABAD,.NH21252524600,13-Sep-21,1575393.3,NCR AGC 04,3.20402E+14
2,SBI GOVERDHAN,2,12-Jan-22,820,NCR AGC 04,3.21102E+14
3,S B I  LALITPUR,2,09-Aug-21,130,NCR JHS 03,3.21102E+14
4,SBI GOVERDHAN,3,13-Jan-22,730,NCR AGC 04,3.21102E+14
5,S B I  LALITPUR,3,09-Aug-21,125,NCR JHS 03,3.21102E+14
6,S B I  LALITPUR,6,12-Aug-21,515,NCR JHS 03,3.21102E+14
7,SBI GOVERDHAN,6,19-Jan-22,600,NCR AGC 04,3.21102E+14
8,S B I  LALITPUR,8,16-Aug-21,690,NCR JHS 03,3.21102E+14
9,SBI GOVERDHAN,8,19-Jan-22,980,NCR AGC 04,3.21102E+14
10,SBI GOVERDHAN,14,24-Jan-22,825,NCR AGC 04,3.21102E+14
11,S B I  LALITPUR,14,21-Aug-21,230,NCR JHS 03,3.21102E+14
12,S B I  LALITPUR,16,24-Aug-21,995,NCR JHS 03,3.21102E+14
13,SBI GOVERDHAN,16,27-Jan-22,700,NCR AGC 04,3.21102E+14
14,S B I  LALITPUR,18,24-Aug-21,885,NCR JHS 03,3.21102E+14
15,SBI GOVERDHAN,18,28-Jan-22,345,NCR AGC 04,3.21102E+14
16,S B I  LALITPUR,23,31-Aug-21,635,NCR JHS 03,3.21102E+14
17,SBI GOVERDHAN,23,02-Feb-22,435,NCR AGC 04,3.21102E+14
18,S B I  LALITPUR,24,31-Aug-21,515,NCR JHS 03,3.21102E+14
19,SBI GOVERDHAN,24,03-Feb-22,1885,NCR AGC 04,3.21102E+14
20,S B I  LALITPUR,30,06-Sep-21,560,NCR JHS 03,3.21102E+14
21,SBI GOVERDHAN,30,14-Feb-22,640,NCR AGC 04,3.21102E+14
22,SBI GOVERDHAN,32,14-Feb-22,345,NCR AGC 04,3.21102E+14
23,SBI TALBEHAT,32,06-Sep-21,520,NCR JHS 03,3.21102E+14
24,SBI GOVERDHAN,33,14-Feb-22,2320,NCR AGC 04,3.21102E+14
25,SBI TALBEHAT,33,08-Sep-21,835,NCR JHS 03,3.21102E+14
26,SBI GOVERDHAN,34,14-Feb-22,1405,NCR AGC 04,3.21102E+14
27,SBI TALBEHAT,34,08-Sep-21,430,NCR JHS 03,3.21102E+14
28,SBI TALBEHAT,35,09-Sep-21,210,NCR JHS 03,3.21102E+14
29,SBI GOVERDHAN,35,14-Feb-22,1035,NCR AGC 04,3.21102E+14
30,SBI TALBEHAT,36,10-Sep-21,155,NCR JHS 03,3.21102E+14
31,SBI GOVERDHAN,36,16-Feb-22,1880,NCR AGC 04,3.21102E+14
32,SBI GOVERDHAN,37,16-Feb-22,1155,NCR AGC 04,3.21102E+14
33,SBI TALBEHAT,37,11-Sep-21,1245,NCR JHS 03,3.21102E+14
34,SBI TALBEHAT,39,13-Sep-21,715,NCR JHS 03,3.21102E+14
35,SBI GOVERDHAN,39,18-Feb-22,655,NCR AGC 04,3.21102E+14
36,SBI GOVERDHAN,40,18-Feb-22,865,NCR AGC 04,3.21102E+14
37,SBI TALBEHAT,40,14-Sep-21,720,NCR JHS 03,3.21102E+14
38,SBI TALBEHAT,41,15-Sep-21,390,NCR JHS 03,3.21102E+14
39,SBI GOVERDHAN,41,21-Feb-22,1375,NCR AGC 04,3.21102E+14
40,SBI GOVERDHAN,43,22-Feb-22,1345,NCR AGC 04,3.21102E+14
41,SBI TALBEHAT,43,17-Sep-21,655,NCR JHS 03,3.21102E+14
42,SBI TALBEHAT,44,18-Sep-21,520,NCR JHS 03,3.21102E+14
43,SBI GOVERDHAN,44,23-Feb-22,740,NCR AGC 04,3.21102E+14
44,SBI GOVERDHAN,45,23-Feb-22,695,NCR AGC 04,3.21102E+14
45,SBI TALBEHAT,45,19-Sep-21,525,NCR JHS 03,3.21102E+14
46,SBI GOVERDHAN,47,28-Feb-22,360,NCR AGC 04,3.21102E+14
47,SBI TALBEHAT,47,21-Sep-21,245,NCR JHS 03,3.21102E+14
48,SBI TALBEHAT,48,22-Sep-21,940,NCR JHS 03,3.21102E+14
49,SBI GOVERDHAN,48,28-Feb-22,900,NCR AGC 04,3.21102E+14
50,SBI TALBEHAT,49,23-Sep-21,740,NCR JHS 03,3.21102E+14
51,SBI GOVERDHAN,49,28-Feb-22,1160,NCR AGC 04,3.21102E+14
52,SBI GOVERDHAN,50,02-Mar-22,1055,NCR AGC 04,3.21102E+14
53,SBI TALBEHAT,50,24-Sep-21,715,NCR JHS 03,3.21102E+14
54,SBI GOVERDHAN,51,02-Mar-22,240,NCR AGC 04,3.21102E+14
55,SBI TALBEHAT,51,25-Sep-21,695,NCR JHS 03,3.21102E+14
56,SBI TALBEHAT,52,27-Sep-21,80,NCR JHS 03,3.21102E+14
57,SBI GOVERDHAN,52,03-Mar-22,1010,NCR AGC 04,3.21102E+14
58,SBI GOVERDHAN,55,07-Mar-22,1505,NCR AGC 04,3.21102E+14
59,SBI TALBEHAT,55,30-Sep-21,1080,NCR JHS 03,3.21102E+14
60,SBI TALBEHAT,57,02-Oct-21,450,NCR JHS 03,3.21102E+14
61,SBI GOVERDHAN,57,08-Mar-22,710,NCR AGC 04,3.21102E+14
62,SBI TALBEHAT,59,04-Oct-21,335,NCR JHS 03,3.21102E+14
63,SBI GOVERDHAN,59,10-Mar-22,1125,NCR AGC 04,3.21102E+14
64,SBI TALBEHAT,61,06-Oct-21,780,NCR JHS 03,3.21102E+14
65,SBI GOVERDHAN,61,14-Mar-22,1085,NCR AGC 04,3.21102E+14
66,SBI GOVERDHAN,62,14-Mar-22,565,NCR AGC 04,3.21102E+14
67,SBI TALBEHAT,62,07-Oct-21,900,NCR JHS 03,3.21102E+14
68,SBI GOVERDHAN,63,14-Mar-22,1030,NCR AGC 04,3.21102E+14
69,SBI TALBEHAT,63,08-Oct-21,550,NCR JHS 03,3.21102E+14
70,SBI TALBEHAT,64,09-Oct-21,495,NCR JHS 03,3.21102E+14
71,SBI GOVERDHAN,64,15-Mar-22,685,NCR AGC 04,3.21102E+14
72,SBI TALBEHAT,65,10-Oct-21,410,NCR JHS 03,3.21102E+14
73,SBI GOVERDHAN,65,16-Mar-22,575,NCR AGC 04,3.21102E+14
74,SBI TALBEHAT,66,11-Oct-21,850,NCR JHS 03,3.21102E+14
75,SBI GOVERDHAN,66,21-Mar-22,505,NCR AGC 04,3.21102E+14
76,SBI TALBEHAT,67,12-Oct-21,690,NCR JHS 03,3.21102E+14
77,SBI GOVERDHAN,67,21-Mar-22,2390,NCR AGC 04,3.21102E+14
78,SBI GOVERDHAN,68,21-Mar-22,335,NCR AGC 04,3.21102E+14
79,SBI TALBEHAT,68,13-Oct-21,645,NCR JHS 03,3.21102E+14
80,SBI TALBEHAT,69,14-Oct-21,375,NCR JHS 03,3.21102E+14
81,SBI GOVERDHAN,69,21-Mar-22,2700,NCR AGC 04,3.21102E+14
82,SBI TALBEHAT,70,15-Oct-21,625,NCR JHS 03,3.21102E+14
83,SBI GOVERDHAN,70,21-Mar-22,2310,NCR AGC 04,3.21102E+14
84,SBI GOVERDHAN,71,22-Mar-22,1990,NCR AGC 04,3.21102E+14
85,SBI TALBEHAT,71,16-Oct-21,2305,NCR JHS 03,3.21102E+14
86,SBI GOVERDHAN,73,24-Mar-22,1225,NCR AGC 04,3.21102E+14
87,SBI TALBEHAT,73,19-Oct-21,625,NCR JHS 03,3.21102E+14
88,SBI GOVERDHAN,74,25-Mar-22,465,NCR AGC 04,3.21102E+14
89,SBI TALBEHAT,74,20-Oct-21,695,NCR JHS 03,3.21102E+14
90,SBI GOVERDHAN,75,28-Mar-22,1595,NCR AGC 04,3.21102E+14
91,SBI TALBEHAT,75,21-Oct-21,815,NCR JHS 03,3.21102E+14
92,SBI GOVERDHAN,76,28-Mar-22,620,NCR AGC 04,3.21102E+14
93,SBI TALBEHAT,76,22-Oct-21,90,NCR JHS 03,3.21102E+14
94,SBI GOVERDHAN,77,28-Mar-22,1580,NCR AGC 04,3.21102E+14
95,SBI TALBEHAT,77,23-Oct-21,270,NCR JHS 03,3.21102E+14
96,SBI GOVERDHAN,78,29-Mar-22,1120,NCR AGC 04,3.21102E+14
97,SBI TALBEHAT,78,24-Oct-21,160,NCR JHS 03,3.21102E+14
98,SBI TALBEHAT,79,25-Oct-21,210,NCR JHS 03,3.21102E+14
99,SBI GOVERDHAN,79,30-Mar-22,2300,NCR AGC 04,3.21102E+14
100,SBI TALBEHAT,80,26-Oct-21,200,NCR JHS 03,3.21102E+14
101,SBI GOVERDHAN,80,31-Mar-22,725,NCR AGC 04,3.21102E+14
102,SBI TALBEHAT,81,27-Oct-21,350,NCR JHS 03,3.21102E+14
103,SBI GOVERDHAN,81,02-Apr-22,480,NCR AGC 04,3.21102E+14
104,SBI TALBEHAT,83,29-Oct-21,420,NCR JHS 03,3.21102E+14
105,SBI TALBEHAT,84,30-Oct-21,330,NCR JHS 03,3.21102E+14
106,SBI TALBEHAT,85,31-Oct-21,300,NCR JHS 03,3.21102E+14
107,SBI TALBEHAT,86,02-Nov-21,450,NCR JHS 03,3.21102E+14
108,SBI TALBEHAT,87,03-Nov-21,260,NCR JHS 03,3.21102E+14
109,SBI TALBEHAT,88,08-Nov-21,150,NCR JHS 03,3.21102E+14
110,SBI TALBEHAT,89,08-Nov-21,515,NCR JHS 03,3.21102E+14
111,SBI TALBEHAT,90,08-Nov-21,530,NCR JHS 03,3.21102E+14
112,SBI TALBEHAT,91,08-Nov-21,390,NCR JHS 03,3.21102E+14
113,SBI TALBEHAT,92,09-Nov-21,400,NCR JHS 03,3.21102E+14
114,SBI TALBEHAT,93,10-Nov-21,835,NCR JHS 03,3.21102E+14
115,SBI TALBEHAT,94,11-Nov-21,745,NCR JHS 03,3.21102E+14
116,SBI TALBEHAT,95,11-Nov-21,590,NCR JHS 03,3.21102E+14
117,SBI TALBEHAT,96,12-Nov-21,490,NCR JHS 03,3.21102E+14
118,SBI TALBEHAT,97,13-Nov-21,715,NCR JHS 03,3.21102E+14
119,SBI TALBEHAT,98,14-Nov-21,610,NCR JHS 03,3.21102E+14
120,SBI TALBEHAT,99,15-Nov-21,610,NCR JHS 03,3.21102E+14
121,S B I  GWALIOR,165,04-Oct-21,630,NCR JHS 03,3.21102E+14
122,S B I  MATHURA,165,21-Mar-22,3851,NCR AGC 04,3.21102E+14
123,S B I  GWALIOR,190,30-Oct-21,167895,NCR JHS 03,3.21102E+14
124,S B I  GWALIOR,200,02-Nov-21,41107,NCR JHS 03,3.21102E+14
125,S B I HARPALPUR,204,27-Dec-21,55625,NCR JHS 03,3.21102E+14
126,S B I HODAL,204,13-Jan-22,1390,NCR AGC 04,3.21102E+14
127,S B I HODAL,252,03-Mar-22,128,NCR AGC 04,3.21102E+14
128,S B I HARPALPUR,252,05-Nov-21,44890,NCR JHS 03,3.21102E+14
129,S B I  AGRA,371,23-Mar-22,410753,NCR AGC 04,3.21102E+14
130,S B I  MORENA,371,18-Dec-21,192018,NCR JHS 03,3.21102E+14
131,SBI DEEG,727,05-Mar-22,425,NCR AGC 04,3.21102E+14
132,SBI TALBEHAT,727,12-Nov-21,415,NCR JHS 03,3.21102E+14
133,SBI TALBEHAT,750,04-Dec-21,510,NCR JHS 03,3.21102E+14
134,S B I MAUDAHA,977,29-Oct-21,26350,NCR JHS 03,3.21102E+14
135,S B I MAUDAHA,993,15-Nov-21,44440,NCR JHS 03,3.21102E+14
136,SBI MATI,10346,06-Dec-21,1785,NCR JHS 03,3.21102E+14
137,S B I BHARWA SUMERPUR,1041,15-Nov-21,44210,NCR JHS 03,3.21102E+14
138,S B I BHARWA SUMERPUR,1042,15-Nov-21,34155,NCR JHS 03,3.21102E+14
139,S B I BHARWA SUMERPUR,1043,15-Nov-21,37680,NCR JHS 03,3.21102E+14
140,S B I GHATAMPUR,1084,08-Nov-21,36950,NCR JHS 03,3.21102E+14
141,S B I GHATAMPUR,1087,08-Nov-21,40220,NCR JHS 03,3.21102E+14
142,S B I GHATAMPUR,1088,05-Nov-21,47545,NCR JHS 03,3.21102E+14
143,S B I GHATAMPUR,1093,15-Nov-21,62045,NCR JHS 03,3.21102E+14
144,S B I GHATAMPUR,1094,15-Nov-21,79770,NCR JHS 03,3.21102E+14
145,S B I GHATAMPUR,1095,15-Nov-21,32275,NCR JHS 03,3.21102E+14
146,S B I GHATAMPUR,1099,18-Nov-21,36550,NCR JHS 03,3.21102E+14
147,SBI MATI,1258,15-Dec-21,520,NCR JHS 03,3.21102E+14
148,SBI MATI,1264,22-Dec-21,150,NCR JHS 03,3.21102E+14
149,SBI MATI,1274,04-Jan-22,335,NCR JHS 03,3.21102E+14
150,SBI RANIA,1304,18-Oct-21,4695,NCR JHS 03,3.21102E+14
151,SBI MATI,1315,30-Oct-21,175,NCR JHS 03,3.21102E+14
152,S B I GHATAMPUR,13261,19-Jan-22,34625,NCR JHS 03,3.21102E+14
153,SBI MATI,1400,24-Mar-22,3600,NCR JHS 03,3.21102E+14
154,SBI HAMEERPUR,15010,23-Mar-22,3015,NCR JHS 03,3.21102E+14
155,SBI KHERA GARH,1538,02-Apr-22,2680,NCR AGC 04,3.21102E+14
156,S B I CHHATARPUR,1538,30-Sep-21,780,NCR JHS 03,3.21102E+14
157,SBI RANIA,1555,12-Nov-21,865,NCR JHS 03,3.21102E+14
158,SBI RANIA,1562,18-Nov-21,890,NCR JHS 03,3.21102E+14
159,SBI RANIA,1568,29-Nov-21,915,NCR JHS 03,3.21102E+14
160,SBI RANIA,1576,06-Dec-21,137,NCR JHS 03,3.21102E+14
161,SBI RANIA,1580,09-Dec-21,885,NCR JHS 03,3.21102E+14
162,SBI RANIA,1583,10-Dec-21,1185,NCR JHS 03,3.21102E+14
163,SBI RANIA,1584,11-Dec-21,1095,NCR JHS 03,3.21102E+14
164,SBI RANIA,1589,16-Dec-21,1035,NCR JHS 03,3.21102E+14
165,SBI RANIA,1590,17-Dec-21,415,NCR JHS 03,3.21102E+14
166,SBI MATI,1595,22-Dec-21,420,NCR JHS 03,3.21102E+14
167,SBI KUMHERGATE,1623,03-Mar-22,3655,NCR AGC 04,3.21102E+14
168,SBI KUMHERGATE,1634,17-Mar-22,1625,NCR AGC 04,3.21102E+14
169,S B I KONCH,1634,20-Nov-21,23815,NCR JHS 03,3.21102E+14
170,S B I KONCH,1637,22-Nov-21,39075,NCR JHS 03,3.21102E+14
171,SBI KUMHERGATE,1637,21-Mar-22,1681,NCR AGC 04,3.21102E+14
172,SBI AIT,1692,08-Dec-21,300,NCR JHS 03,3.21102E+14
173,S B I MOTH,1693,08-Dec-21,60,NCR JHS 03,3.21102E+14
174,SBI CHIRGAON,1701,29-Oct-21,30,NCR JHS 03,3.21102E+14
175,SBI RUNKUTA,1701,16-Mar-22,240,NCR AGC 04,3.21102E+14
176,SBI RUNKUTA,1702,22-Mar-22,650,NCR AGC 04,3.21102E+14
177,SBI CHIRGAON,1702,01-Nov-21,265,NCR JHS 03,3.21102E+14
178,SBI RUNKUTA,1703,22-Mar-22,175,NCR AGC 04,3.21102E+14
179,SBI CHIRGAON,1703,03-Nov-21,340,NCR JHS 03,3.21102E+14
180,SBI RUNKUTA,1704,22-Mar-22,205,NCR AGC 04,3.21102E+14
181,SBI CHIRGAON,1704,08-Nov-21,740,NCR JHS 03,3.21102E+14
182,SBI MIDHAKUR,1705,22-Mar-22,60,NCR AGC 04,3.21102E+14
183,SBI CHIRGAON,1705,09-Nov-21,240,NCR JHS 03,3.21102E+14
184,SBI RUNKUTA,1707,24-Mar-22,60,NCR AGC 04,3.21102E+14
185,SBI CHIRGAON,1707,11-Nov-21,375,NCR JHS 03,3.21102E+14
186,SBI RUNKUTA,1708,25-Mar-22,90,NCR AGC 04,3.21102E+14
187,SBI CHIRGAON,1708,12-Nov-21,150,NCR JHS 03,3.21102E+14
188,SBI RUNKUTA,1709,29-Mar-22,210,NCR AGC 04,3.21102E+14
189,SBI CHIRGAON,1709,15-Nov-21,735,NCR JHS 03,3.21102E+14
190,SBI RUNKUTA,1710,29-Mar-22,315,NCR AGC 04,3.21102E+14
191,SBI CHIRGAON,1710,16-Nov-21,60,NCR JHS 03,3.21102E+14
192,SBI RUNKUTA,1711,29-Mar-22,165,NCR AGC 04,3.21102E+14
193,SBI CHIRGAON,1711,17-Nov-21,135,NCR JHS 03,3.21102E+14
194,SBI RUNKUTA,1712,29-Mar-22,30,NCR AGC 04,3.21102E+14
195,SBI CHIRGAON,1712,18-Nov-21,535,NCR JHS 03,3.21102E+14
196,SBI RUNKUTA,1713,30-Mar-22,380,NCR AGC 04,3.21102E+14
197,SBI CHIRGAON,1713,20-Nov-21,660,NCR JHS 03,3.21102E+14
198,SBI CHIRGAON,1714,22-Nov-21,90,NCR JHS 03,3.21102E+14
199,SBI RUNKUTA,1714,31-Mar-22,310,NCR AGC 04,3.21102E+14
200,SBI CHIRGAON,1715,22-Nov-21,900,NCR JHS 03,3.21102E+14
201,SBI RUNKUTA,1715,02-Apr-22,60,NCR AGC 04,3.21102E+14
202,SBI CHIRGAON,1716,23-Nov-21,230,NCR JHS 03,3.21102E+14
203,SBI CHIRGAON,1717,24-Nov-21,105,NCR JHS 03,3.21102E+14
204,SBI CHIRGAON,1719,26-Nov-21,225,NCR JHS 03,3.21102E+14
205,SBI CHIRGAON,1721,30-Nov-21,260,NCR JHS 03,3.21102E+14
206,SBI CHIRGAON,1722,01-Dec-21,315,NCR JHS 03,3.21102E+14
207,SBI CHIRGAON,1723,02-Dec-21,225,NCR JHS 03,3.21102E+14
208,S B I MAURANIPUR,1724,31-Dec-21,30,NCR JHS 03,3.21102E+14
209,S B I MAURANIPUR,1725,04-Jan-22,110,NCR JHS 03,3.21102E+14
210,S B I MAURANIPUR,1726,03-Jan-22,50,NCR JHS 03,3.21102E+14
211,S B I MAURANIPUR,1727,04-Jan-22,60,NCR JHS 03,3.21102E+14
212,S B I MAURANIPUR,1728,07-Jan-22,105,NCR JHS 03,3.21102E+14
213,S B I MAURANIPUR,1729,10-Jan-22,135,NCR JHS 03,3.21102E+14
214,S B I MAURANIPUR,1730,11-Jan-22,150,NCR JHS 03,3.21102E+14
215,S B I MOTH,1731,12-Jan-22,200,NCR JHS 03,3.21102E+14
216,S B I MOTH,1732,13-Jan-22,110,NCR JHS 03,3.21102E+14
217,SBI CHIRGAON,1733,14-Jan-22,295,NCR JHS 03,3.21102E+14
218,SBI CHIRGAON,1734,15-Jan-22,120,NCR JHS 03,3.21102E+14
219,SBI CHIRGAON,1735,17-Jan-22,220,NCR JHS 03,3.21102E+14
220,SBI CHIRGAON,1736,18-Jan-22,45,NCR JHS 03,3.21102E+14
221,SBI CHIRGAON,1737,19-Jan-22,60,NCR JHS 03,3.21102E+14
222,SBI CHIRGAON,1738,21-Jan-22,30,NCR JHS 03,3.21102E+14
223,SBI CHIRGAON,1739,24-Jan-22,100,NCR JHS 03,3.21102E+14
224,SBI CHIRGAON,1740,25-Jan-22,120,NCR JHS 03,3.21102E+14
225,SBI CHIRGAON,1741,27-Jan-22,300,NCR JHS 03,3.21102E+14
226,SBI CHIRGAON,1743,29-Jan-22,230,NCR JHS 03,3.21102E+14
227,SBI CHIRGAON,1744,31-Jan-22,775,NCR JHS 03,3.21102E+14
228,SBI CHIRGAON,1745,01-Feb-22,120,NCR JHS 03,3.21102E+14
229,SBI CHIRGAON,1746,02-Feb-22,75,NCR JHS 03,3.21102E+14
230,SBI CHIRGAON,1747,03-Feb-22,30,NCR JHS 03,3.21102E+14
231,SBI CHIRGAON,1748,04-Feb-22,210,NCR JHS 03,3.21102E+14
232,SBI CHIRGAON,1749,05-Feb-22,150,NCR JHS 03,3.21102E+14
233,SBI CHIRGAON,1750,07-Feb-22,385,NCR JHS 03,3.21102E+14
234,S B I BHAUTI,1751,22-Nov-21,3075,NCR JHS 03,3.21102E+14
235,S B I BHAUTI,1754,24-Nov-21,5330,NCR JHS 03,3.21102E+14
236,S B I BHAUTI,1755,25-Nov-21,7690,NCR JHS 03,3.21102E+14
237,S B I BHAUTI,1756,26-Nov-21,5350,NCR JHS 03,3.21102E+14
238,S B I BHAUTI,1757,29-Nov-21,3315,NCR JHS 03,3.21102E+14
239,S B I BHAUTI,1758,29-Nov-21,5170,NCR JHS 03,3.21102E+14
240,S B I BHAUTI,1759,29-Nov-21,7830,NCR JHS 03,3.21102E+14
241,S B I BHAUTI,1760,29-Nov-21,2660,NCR JHS 03,3.21102E+14
242,S B I BHAUTI,1767,06-Dec-21,10180,NCR JHS 03,3.21102E+14
243,S B I BHAUTI,1769,07-Dec-21,4815,NCR JHS 03,3.21102E+14
244,S B I BHAUTI,1770,08-Dec-21,3125,NCR JHS 03,3.21102E+14
245,S B I BHAUTI,1771,09-Dec-21,4045,NCR JHS 03,3.21102E+14
246,S B I BHAUTI,1772,10-Dec-21,3735,NCR JHS 03,3.21102E+14
247,S B I BHAUTI,1773,13-Dec-21,4215,NCR JHS 03,3.21102E+14
248,S B I BHAUTI,1774,13-Dec-21,5725,NCR JHS 03,3.21102E+14
249,S B I BHAUTI,1775,13-Dec-21,9484,NCR JHS 03,3.21102E+14
250,S B I BHAUTI,1776,14-Dec-21,7720,NCR JHS 03,3.21102E+14
251,S B I BHAUTI,1777,15-Dec-21,3555,NCR JHS 03,3.21102E+14
252,S B I BHAUTI,1778,18-Dec-21,4040,NCR JHS 03,3.21102E+14
253,S B I BHAUTI,1779,10-Dec-21,4165,NCR JHS 03,3.21102E+14
254,S B I BHAUTI,1780,18-Dec-21,3265,NCR JHS 03,3.21102E+14
255,S B I BHAUTI,1781,20-Dec-21,4035,NCR JHS 03,3.21102E+14
256,S B I BHAUTI,1782,20-Dec-21,4140,NCR JHS 03,3.21102E+14
257,S B I BHAUTI,1783,21-Dec-21,2695,NCR JHS 03,3.21102E+14
258,S B I BHAUTI,1784,22-Dec-21,2155,NCR JHS 03,3.21102E+14
259,S B I BHAUTI,1785,23-Dec-21,3100,NCR JHS 03,3.21102E+14
260,S B I BHAUTI,1786,24-Dec-21,1980,NCR JHS 03,3.21102E+14
261,S B I BHAUTI,1789,27-Dec-21,3150,NCR JHS 03,3.21102E+14
262,S B I BHAUTI,1790,27-Dec-21,2685,NCR JHS 03,3.21102E+14
263,S B I BHAUTI,1791,28-Dec-21,4625,NCR JHS 03,3.21102E+14
264,SBI CHIRGAON,1925,21-Mar-22,515,NCR JHS 03,3.21102E+14
265,S B I  JHANSI,2195,28-Feb-22,75,NCR JHS 03,3.21102E+14
266,S B I PARICHHA,36921,17-Nov-21,1170,NCR JHS 03,3.21102E+14
267,S B I ACHNERA,3754,21-Mar-22,2470,NCR AGC 04,3.21102E+14
268,S B I  JHANSI,3756,29-Oct-21,48038,NCR JHS 03,3.21102E+14
269,S B I ACHNERA,3756,21-Mar-22,5065,NCR AGC 04,3.21102E+14
270,S B I  JHANSI,3801,30-Oct-21,1022511,NCR JHS 03,3.21102E+14
271,S B I  JHANSI,3802,30-Oct-21,42403,NCR JHS 03,3.21102E+14
272,S B I  JHANSI,3803,01-Nov-21,1270984,NCR JHS 03,3.21102E+14
273,S B I  JHANSI,3804,01-Nov-21,50166,NCR JHS 03,3.21102E+14
274,S B I  JHANSI,3805,01-Nov-21,55888,NCR JHS 03,3.21102E+14
275,S B I  JHANSI,3806,01-Nov-21,1371815,NCR JHS 03,3.21102E+14
276,S B I  JHANSI,3808,02-Nov-21,74603,NCR JHS 03,3.21102E+14
277,S B I  JHANSI,3809,03-Nov-21,1319355,NCR JHS 03,3.21102E+14
278,S B I  JHANSI,3810,03-Nov-21,37221,NCR JHS 03,3.21102E+14
279,S B I  JHANSI,3811,08-Nov-21,1235640,NCR JHS 03,3.21102E+14
280,S B I  JHANSI,3812,04-Nov-21,30140,NCR JHS 03,3.21102E+14
281,S B I  JHANSI,3813,08-Nov-21,11426,NCR JHS 03,3.21102E+14
282,S B I  JHANSI,3814,08-Nov-21,1107470,NCR JHS 03,3.21102E+14
283,S B I  JHANSI,3815,08-Nov-21,779555,NCR JHS 03,3.21102E+14
284,S B I  JHANSI,3816,06-Nov-21,15776,NCR JHS 03,3.21102E+14
285,S B I  JHANSI,3817,08-Nov-21,1048257,NCR JHS 03,3.21102E+14
286,S B I  JHANSI,3818,08-Nov-21,27024,NCR JHS 03,3.21102E+14
287,S B I  JHANSI,3819,08-Nov-21,31213,NCR JHS 03,3.21102E+14
288,S B I  JHANSI,3820,08-Nov-21,1469570,NCR JHS 03,3.21102E+14
289,S B I  JHANSI,3821,08-Nov-21,1824213,NCR JHS 03,3.21102E+14
290,S B I  JHANSI,3822,09-Nov-21,40169,NCR JHS 03,3.21102E+14
291,S B I  JHANSI,3823,10-Nov-21,1799775,NCR JHS 03,3.21102E+14
292,S B I  JHANSI,3824,10-Nov-21,41162,NCR JHS 03,3.21102E+14
293,S B I  JHANSI,3825,11-Nov-21,1740616,NCR JHS 03,3.21102E+14
294,S B I  JHANSI,3826,01-Nov-21,34360,NCR JHS 03,3.21102E+14
295,S B I  JHANSI,3827,12-Nov-21,1586040,NCR JHS 03,3.21102E+14
296,S B I  JHANSI,3828,12-Nov-21,41216,NCR JHS 03,3.21102E+14
297,S B I  JHANSI,3829,15-Nov-21,1694919,NCR JHS 03,3.21102E+14
298,S B I  JHANSI,3831,15-Nov-21,1658970,NCR JHS 03,3.21102E+14
299,S B I  JHANSI,3832,15-Nov-21,33392,NCR JHS 03,3.21102E+14
300,S B I  JHANSI,3833,15-Nov-21,1613185,NCR JHS 03,3.21102E+14
301,S B I  JHANSI,3834,15-Nov-21,41069,NCR JHS 03,3.21102E+14
302,S B I  JHANSI,3835,15-Nov-21,29943,NCR JHS 03,3.21102E+14
303,S B I  JHANSI,3836,16-Nov-21,1688317,NCR JHS 03,3.21102E+14
304,S B I  JHANSI,3837,17-Nov-21,1936097,NCR JHS 03,3.21102E+14
305,S B I  JHANSI,3838,17-Nov-21,22783,NCR JHS 03,3.21102E+14
306,S B I  JHANSI,3839,18-Nov-21,1923945,NCR JHS 03,3.21102E+14
307,S B I  JHANSI,3840,18-Nov-21,17579,NCR JHS 03,3.21102E+14
308,S B I  JHANSI,3841,20-Nov-21,32795,NCR JHS 03,3.21102E+14
309,S B I  JHANSI,3842,20-Nov-21,1814709,NCR JHS 03,3.21102E+14
310,S B I  JHANSI,3843,20-Nov-21,1810050,NCR JHS 03,3.21102E+14
311,S B I  JHANSI,3844,20-Nov-21,28274,NCR JHS 03,3.21102E+14
312,S B I  JHANSI,3845,22-Nov-21,1542390,NCR JHS 03,3.21102E+14
313,S B I  JHANSI,3846,22-Nov-21,36244,NCR JHS 03,3.21102E+14
314,S B I  JHANSI,3847,22-Nov-21,1322512,NCR JHS 03,3.21102E+14
315,S B I  JHANSI,3848,22-Nov-21,36853,NCR JHS 03,3.21102E+14
316,S B I  JHANSI,3849,23-Nov-21,1997210,NCR JHS 03,3.21102E+14
317,S B I  JHANSI,3850,23-Nov-21,27515,NCR JHS 03,3.21102E+14
318,S B I  JHANSI,3851,24-Nov-21,2230587,NCR JHS 03,3.21102E+14
319,S B I  JHANSI,3852,24-Nov-21,30946,NCR JHS 03,3.21102E+14
320,S B I  JHANSI,3853,25-Nov-21,2170305,NCR JHS 03,3.21102E+14
321,S B I  JHANSI,3854,25-Nov-21,51000,NCR JHS 03,3.21102E+14
322,S B I  JHANSI,3855,26-Nov-21,33008,NCR JHS 03,3.21102E+14
323,S B I  JHANSI,3856,26-Nov-21,2396100,NCR JHS 03,3.21102E+14
324,S B I  JHANSI,3857,29-Nov-21,2275338,NCR JHS 03,3.21102E+14
325,S B I  JHANSI,3858,29-Nov-21,40401,NCR JHS 03,3.21102E+14
