Sr.No.,Challan No.,Scroll Date,Scroll No.,Scroll Amt
4142,785,09-Apr-21,90421,785
4143,915467,09-Apr-21,90421,460000
4144,108801,09-Apr-21,90421,400
4145,104247,09-Apr-21,90421,720
4146,104243,09-Apr-21,90421,875
4147,210,09-Apr-21,90421,210
4148,B180,09-Apr-21,90421,180
4149,33229,09-Apr-21,90421,450
4150,14734,09-Apr-21,90421,17340
4151,59843,17-Apr-21,170421,22963
4152,7235,17-Apr-21,170421,46925
4153,5835,17-Apr-21,170421,553344
4154,798464,17-Apr-21,170421,565
4155,621562,17-Apr-21,170421,100
4156,6206828,17-Apr-21,170421,90
4157,6217508,17-Apr-21,170421,465
4158,A155748,17-Apr-21,170421,180000
4159,108807,17-Apr-21,170421,3330
4160,993740,17-Apr-21,170421,470
4161,590651,17-Apr-21,170421,305
4162,590666,17-Apr-21,170421,540
4163,930,17-Apr-21,170421,930
4164,27391,17-Apr-21,170421,8780
4165,841525,26-Apr-21,260421,85
4166,10916,26-Apr-21,260421,4600
4167,10917,26-Apr-21,260421,2835
4168,A635528,26-Apr-21,260421,75
4169,59848,26-Apr-21,260421,18685
4170,39340,26-Apr-21,260421,855
4171,22573,26-Apr-21,260421,2735
4172,83678,26-Apr-21,260421,36210
4173,83677,26-Apr-21,260421,22365
4174,83679,26-Apr-21,260421,1455
4175,83680,26-Apr-21,260421,1070
4176,5840,26-Apr-21,260421,57374
4177,12641,26-Apr-21,260421,10375
4178,6217516,26-Apr-21,260421,285
4179,6217517,26-Apr-21,260421,770
4180,6217570,26-Apr-21,260421,230
4181,6206837,26-Apr-21,260421,60
4182,38631,03-May-21,30521,19830
4183,38632,03-May-21,30521,20345
4184,88016,03-May-21,30521,525
4185,952818,03-May-21,30521,60
4186,5524,03-May-21,30521,21205
4187,757297,03-May-21,30521,3430001
4188,756055,03-May-21,30521,20318
4189,46691,03-May-21,30521,95
4190,92031,03-May-21,30521,6600
4191,4170,03-May-21,30521,4170
4192,5585,03-May-21,30521,4060
4193,5592,03-May-21,30521,9135
4194,5588,03-May-21,30521,4520
4195,5586,03-May-21,30521,3970
4196,5589,03-May-21,30521,7555
4197,5587,03-May-21,30521,2850
4198,5590,03-May-21,30521,2025
4199,5591,03-May-21,30521,4530
4200,973349,03-May-21,30521,24240
4201,14253,03-May-21,30521,11980
4202,27495,03-May-21,30521,980
4203,56285,03-May-21,30521,2190
4204,56286,03-May-21,30521,1711
4205,76154,03-May-21,30521,16870
4206,476153,03-May-21,30521,17860
4207,956667,03-May-21,30521,740
4208,1770,03-May-21,30521,1770
4209,4499950,18-May-21,180521,295
4210,104177,18-May-21,180521,410
4211,38645,18-May-21,180521,23625
4212,38646,18-May-21,180521,13825
4213,38647,18-May-21,180521,14820
4214,6485556,18-May-21,180521,39685
4215,49083,18-May-21,180521,8065
4216,5539,18-May-21,180521,9150
4217,5538,18-May-21,180521,16800
4218,92073,18-May-21,180521,22867
4219,45931,18-May-21,180521,21755
4220,45932,18-May-21,180521,30826
4221,45933,18-May-21,180521,24549
4222,45930,18-May-21,180521,86545
4223,476165,18-May-21,180521,18480
4224,476166,18-May-21,180521,4810
4225,36678,18-May-21,180521,2460
4226,36679,18-May-21,180521,1755
4227,36690,29-May-21,290521,5140
4228,36691,29-May-21,290521,24620
4229,10953,29-May-21,290521,78480
4230,39472,14-Jun-21,140621,16960
4231,71783,14-Jun-21,140621,33615
4232,92049,14-Jun-21,140621,37011
4233,A508545,16-Jun-21,160621,1520
4234,5000034,16-Jun-21,160621,13845
4235,5000033,16-Jun-21,160621,11555
4236,A941907,16-Jun-21,160621,717994
4237,38652,16-Jun-21,160621,94702
4238,38651,16-Jun-21,160621,77810
4239,50150,16-Jun-21,160621,80920
4240,38686,16-Jun-21,160621,1200
4241,88028,16-Jun-21,160621,760
4242,50103,16-Jun-21,160621,1815
4243,50104,16-Jun-21,160621,440
4244,50105,16-Jun-21,160621,970
4245,88029,16-Jun-21,160621,630
4246,88027,16-Jun-21,160621,850
4247,A853414,16-Jun-21,160621,2950
4248,42745,16-Jun-21,160621,69415
4249,42744,16-Jun-21,160621,49910
4250,42743,16-Jun-21,160621,63780
4251,483662,16-Jun-21,160621,153925
4252,483688,16-Jun-21,160621,177835
4253,544340,24-Jun-21,240621,117200
4254,7303411,24-Jun-21,240621,11390
4255,38693,24-Jun-21,240621,260
4256,38660,24-Jun-21,240621,93660
4257,50112,24-Jun-21,240621,405
4258,88037,24-Jun-21,240621,1025
4259,1028,24-Jun-21,240621,72575
4260,484295,24-Jun-21,240621,231675
4261,62082,24-Jun-21,240621,6970
4262,16062,24-Jun-21,240621,39964
4263,16061,24-Jun-21,240621,411281
4264,141081,24-Jun-21,240621,141081
4265,16490,24-Jun-21,240621,16490
4266,4015,24-Jun-21,240621,4015
4267,6365,24-Jun-21,240621,6365
4268,8080,24-Jun-21,240621,8080
4269,33650,23-Jun-21,230621,68150
4270,33649,23-Jun-21,230621,53480
4271,5641,23-Jun-21,230621,33890
4272,5640,23-Jun-21,230621,27405
4273,71792,23-Jun-21,230621,34090
4274,A108011,23-Jun-21,230621,2820
4275,76309,23-Jun-21,230621,17770
4276,76256,23-Jun-21,230621,27860
4277,4925,23-Jun-21,230621,4925
4278,5425,23-Jun-21,230621,5425
4279,6665,23-Jun-21,230621,6665
4280,6175,23-Jun-21,230621,6175
4281,5240,23-Jun-21,230621,5240
4282,10975,23-Jun-21,230621,50325
4283,20765,08-Jul-21,80721,20765
4284,88044,03-Jul-21,30721,970
4285,50122,03-Jul-21,30721,1280
4286,38700,03-Jul-21,30721,410
4287,38669,03-Jul-21,30721,90550
4288,5570,03-Jul-21,30721,445
4289,1037,03-Jul-21,30721,42350
4290,135154,03-Jul-21,30721,135154
4291,26836,03-Jul-21,30721,33845
4292,19605,03-Jul-21,30721,19605
4293,23661,03-Jul-21,30721,32415
4294,5000036,18-Jun-21,180621,32675
4295,475728,18-Jun-21,180621,250000
4296,38654,18-Jun-21,180621,87165
4297,38688,18-Jun-21,180621,180
4298,88031,18-Jun-21,180621,895
4299,50107,18-Jun-21,180621,630
4300,42747,18-Jun-21,180621,83900
4301,62078,18-Jun-21,180621,8365
4302,62056,18-Jun-21,180621,1586
4303,108998,18-Jun-21,180621,108998
4304,13945,18-Jun-21,180621,13945
4305,2590,18-Jun-21,180621,2590
4306,7160,18-Jun-21,180621,7160
4307,5618,18-Jun-21,180621,23060
4308,5619,18-Jun-21,180621,6458
4309,81957,23-Jul-21,230721,37550
4310,5595,23-Jul-21,230721,30600
4311,71767,23-Jul-21,230721,8170
4312,6606,23-Jul-21,230721,13430
4313,6728,23-Jul-21,230721,17625
4314,4090,23-Jul-21,230721,4090
4315,103680,23-Jul-21,230721,103680
4316,68399,23-Jul-21,230721,365
4317,26804,23-Jul-21,230721,58090
4318,108984,23-Jul-21,230721,24845
4319,32381,23-Jul-21,230721,2240
4320,476176,23-Jul-21,230721,7825
4321,20605,23-Jul-21,230721,20605
4322,32387,31-Jul-21,310721,870
4323,476181,31-Jul-21,310721,2160
4324,88483,31-Jul-21,310721,58670
4325,A361522,31-Jul-21,310721,65520
4326,84879,31-Jul-21,310721,26380
4327,35919,31-Jul-21,310721,955
4328,35917,31-Jul-21,310721,625
4329,35918,31-Jul-21,310721,230
4330,69476,31-Jul-21,310721,24100
4331,6734,31-Jul-21,310721,19535
4332,6612,31-Jul-21,310721,12975
4333,3900,31-Jul-21,310721,3900
4334,3360,31-Jul-21,310721,3360
4335,70887,31-Jul-21,310721,2020
4336,70886,31-Jul-21,310721,43695
4337,95820,05-Apr-21,50421,4630
4338,95818,05-Apr-21,50421,8700
4339,95819,05-Apr-21,50421,12590
4340,90578,05-Apr-21,50421,33485
4341,90580,05-Apr-21,50421,47301
4342,90582,05-Apr-21,50421,39365
4343,90581,05-Apr-21,50421,329910
4344,90577,05-Apr-21,50421,251115
4345,90579,05-Apr-21,50421,326705
4346,26892,05-Apr-21,50421,34363
4347,90534,05-Apr-21,50421,7160
4348,90535,05-Apr-21,50421,14385
4349,114325,05-Apr-21,50421,114325
4350,81735,05-Apr-21,50421,81735
4351,6300,05-Apr-21,50421,6300
4352,2342,05-Apr-21,50421,100
4353,2340,05-Apr-21,50421,30
4354,2341,05-Apr-21,50421,60
4355,40811,05-Apr-21,50421,44765
4356,40813,05-Apr-21,50421,29460
4357,40812,05-Apr-21,50421,44800
4358,88012,29-Apr-21,290421,1060
4359,38677,29-Apr-21,290421,170
4360,952814,29-Apr-21,290421,420
4361,38625,29-Apr-21,290421,33195
4362,38626,29-Apr-21,290421,9895
4363,38627,29-Apr-21,290421,6900
4364,3622282930,29-Apr-21,290421,46900
4365,5519,29-Apr-21,290421,11805
4366,5520,29-Apr-21,290421,14965
4367,5518,29-Apr-21,290421,16495
4368,5562,29-Apr-21,290421,40
4369,92027,29-Apr-21,290421,7920
4370,20928,29-Apr-21,290421,2925
4371,A20928,29-Apr-21,290421,13200
4372,B20928,29-Apr-21,290421,9620
4373,C20928,29-Apr-21,290421,28910
4374,D20928,29-Apr-21,290421,6300
4375,6355,29-Apr-21,290421,6355
4376,3980,29-Apr-21,290421,3980
4377,4415,29-Apr-21,290421,4415
4378,A213430,29-Apr-21,290421,41180
4379,5702978,29-Apr-21,290421,13600
4380,5702981,29-Apr-21,290421,5150
4381,5702980,29-Apr-21,290421,8690
4382,56283,29-Apr-21,290421,11655
4383,16646,29-Apr-21,290421,1935
4384,79445,17-Apr-21,170421,16575
4385,4999926,17-Apr-21,170421,150
4386,4999925,17-Apr-21,170421,2565
4387,4860316,17-Apr-21,170421,745
4388,952847,17-Apr-21,170421,255
4389,38616,17-Apr-21,170421,32545
4390,38615,17-Apr-21,170421,44825
4391,88006,17-Apr-21,170421,655
4392,952808,17-Apr-21,170421,2440
4393,46680,17-Apr-21,170421,4940
4394,46679,17-Apr-21,170421,435
4395,48302,17-Apr-21,170421,26300
4396,48304,17-Apr-21,170421,34743
4397,48303,17-Apr-21,170421,51697
4398,48301,17-Apr-21,170421,146750
4399,90545,17-Apr-21,170421,20305
4400,26917,17-Apr-21,170421,26920
4401,16159,17-Apr-21,170421,30135
4402,16129,17-Apr-21,170421,22750
4403,16158,17-Apr-21,170421,54090
4404,A358485,26-Apr-21,260421,1820
4405,27399,26-Apr-21,260421,2020
4406,27398,26-Apr-21,260421,6170
4407,46038,26-Apr-21,260421,590
4408,46937,26-Apr-21,260421,900
4409,585834,26-Apr-21,260421,1450
4410,78522,26-Apr-21,260421,3680
4411,A78522,26-Apr-21,260421,4140
4412,15872,03-May-21,30521,17525
4413,39420,03-May-21,30521,10005
4414,39442,03-May-21,30521,12790
4415,10919,03-May-21,30521,59145
4416,40864,03-May-21,30521,535
4417,7216,03-May-21,30521,18520
4418,83689,03-May-21,30521,1430
4419,83690,03-May-21,30521,605
4420,7217,03-May-21,30521,33325
4421,A641981,03-May-21,30521,179550
4422,5846,03-May-21,30521,30604
4423,42557,18-May-21,180521,138522
4424,12845,18-May-21,180521,18923
4425,104023,18-May-21,180521,14455
4426,49821,18-May-21,180521,6785
4427,49820,18-May-21,180521,7110
4428,133242,18-May-21,180521,550
4429,133243,18-May-21,180521,315
4430,14754,29-May-21,290521,56620
4431,7195,29-May-21,290521,10255
4432,7196,29-May-21,290521,13965
4433,A512402,29-May-21,290521,97595
4434,B512402,29-May-21,290521,21265
4435,42565,29-May-21,290521,203192
4436,376,29-May-21,290521,110
4437,377,29-May-21,290521,110
4438,378,29-May-21,290521,230
4439,379,29-May-21,290521,190
4440,380,29-May-21,290521,200
4441,381,29-May-21,290521,630
4442,382,29-May-21,290521,340
4443,383,29-May-21,290521,100
4444,384,29-May-21,290521,280
4445,385,29-May-21,290521,90
4446,386,29-May-21,290521,585
4447,387,29-May-21,290521,270
4448,388,29-May-21,290521,310
4449,679289,29-May-21,290521,60
4450,46112,29-May-21,290521,685
4451,10657,29-May-21,290521,180
4452,46111,29-May-21,290521,215
4453,10648,29-May-21,290521,60
4454,49781,29-May-21,290521,7570
4455,49783,29-May-21,290521,8360
4456,49782,29-May-21,290521,15100
4457,4788712,10-Jun-21,100621,84105
4458,50146,10-Jun-21,100621,88310
4459,38682,10-Jun-21,100621,180
4460,952823,10-Jun-21,100621,190
4461,88024,10-Jun-21,100621,525
4462,42738,10-Jun-21,100621,58515
4463,483909,10-Jun-21,100621,5745
4464,480380,10-Jun-21,100621,249090
4465,45922,10-Jun-21,100621,36795
4466,45947,10-Jun-21,100621,212075
4467,107503,10-Jun-21,100621,107503
4468,22218,10-Jun-21,100621,630
4469,22217,10-Jun-21,100621,1418
4470,5608,10-Jun-21,100621,41715
4471,14287,10-Jun-21,100621,39369
4472,62076,16-Jun-21,160621,16210
4473,62051,16-Jun-21,160621,585
4474,62052,16-Jun-21,160621,14963
4475,45925,16-Jun-21,160621,32450
4476,48245,16-Jun-21,160621,39006
4477,45934,16-Jun-21,160621,41425
4478,36387,16-Jun-21,160621,112965
4479,5615,16-Jun-21,160621,22665
4480,89776,24-Jun-21,240621,32210
4481,5642,24-Jun-21,240621,32910
4482,108012,24-Jun-21,240621,1365
4483,76310,24-Jun-21,240621,16170
4484,76257,24-Jun-21,240621,26340
4485,70901,24-Jun-21,240621,11885
4486,2330,24-Jun-21,240621,2330
4487,1216,24-Jun-21,240621,2715
4488,1215,23-Jun-21,230621,2380
4489,1214,23-Jun-21,230621,2575
4490,39323,23-Jun-21,230621,2980
4491,493163,23-Jun-21,230621,46070
4492,493162,23-Jun-21,230621,74175
4493,96271,23-Jun-21,230621,54720
4494,96270,23-Jun-21,230621,69680
4495,42760,23-Jun-21,230621,543440
4496,5790,23-Jun-21,230621,1710
4497,5789,23-Jun-21,230621,1740
4498,56298,03-Jul-21,30721,45833
4499,88431,03-Jul-21,30721,55540
4500,5576,03-Jul-21,30721,38245
4501,71751,03-Jul-21,30721,18005
4502,76264,03-Jul-21,30721,21835
4503,76317,03-Jul-21,30721,13680
4504,6835,03-Jul-21,30721,6835
4505,70910,03-Jul-21,30721,27535
4506,1225,03-Jul-21,30721,2275
4507,81681,03-Jul-21,30721,2120
4508,22696,18-Jun-21,180621,100863
4509,5636,18-Jun-21,180621,31525
